ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction
86542,Male,26,Returning,Economy,760,7,0,5,3,4,3,2,5,4,4,4,4,4,4,4,Neutral or Dissatisfied
86543,Female,58,Returning,Economy,853,0,0,3,3,3,5,2,1,5,3,4,4,1,1,1,Neutral or Dissatisfied
86544,Male,28,Returning,Economy,762,1,9,5,3,4,3,3,5,5,4,5,5,4,5,5,Neutral or Dissatisfied
86545,Female,40,First-time,Business,762,1,0,3,3,4,3,4,4,2,4,2,2,5,2,5,Neutral or Dissatisfied
86547,Female,27,First-time,Economy Plus,762,0,0,2,2,3,2,3,1,5,2,5,5,4,5,4,Neutral or Dissatisfied
86551,Male,28,Returning,Business,712,0,2,1,1,5,4,1,3,3,2,3,3,5,3,4,Satisfied
86552,Male,57,Returning,Business,3107,5,0,4,3,4,5,3,4,4,4,3,5,4,4,4,Satisfied
86553,Female,25,First-time,Economy Plus,853,0,0,1,1,3,1,4,3,4,2,4,4,3,4,4,Neutral or Dissatisfied
86555,Female,51,Returning,Business,3080,1,0,5,1,3,5,1,5,5,5,5,4,5,5,5,Satisfied
86556,Female,44,First-time,Business,762,0,0,4,4,5,4,1,4,3,3,3,3,5,3,5,Satisfied
86557,Female,25,Returning,Business,2337,5,0,2,2,4,5,2,4,5,2,5,5,4,5,5,Satisfied
86561,Male,11,Returning,Economy Plus,749,0,0,4,3,5,3,3,3,3,4,3,3,4,3,5,Neutral or Dissatisfied
86563,Female,44,Returning,Economy Plus,760,2,0,1,2,4,3,4,5,3,2,4,2,5,5,1,Neutral or Dissatisfied
86566,Female,33,Returning,Economy Plus,762,0,0,1,3,2,3,3,3,2,5,3,3,2,3,2,Neutral or Dissatisfied
86570,Male,52,Returning,Business,3001,7,0,5,5,4,5,5,4,5,4,4,3,4,4,4,Satisfied
86571,Female,32,Returning,Business,1269,4,0,2,2,3,3,2,1,3,5,3,3,4,3,3,Neutral or Dissatisfied
86572,Male,52,Returning,Business,1718,0,0,3,1,3,4,3,5,5,5,3,5,5,5,5,Satisfied
86573,Male,20,First-time,Economy,1269,0,0,2,2,3,2,4,3,3,3,3,3,4,3,3,Neutral or Dissatisfied
86576,Female,41,Returning,Business,3163,0,0,1,4,2,3,1,2,4,2,1,3,2,2,2,Neutral or Dissatisfied
86578,Female,39,First-time,Business,1269,0,0,1,1,4,1,4,3,1,1,1,1,4,1,4,Neutral or Dissatisfied
86580,Female,32,Returning,Business,1269,0,2,3,5,3,2,5,3,2,2,2,2,3,2,3,Neutral or Dissatisfied
86582,Female,59,Returning,Economy,1269,0,0,4,4,3,3,4,2,4,2,1,5,2,2,2,Neutral or Dissatisfied
86586,Male,55,Returning,Economy,1269,0,0,4,4,3,4,2,4,2,5,2,2,5,2,5,Satisfied
86587,Female,69,Returning,Economy,1269,4,0,4,2,5,4,3,3,5,2,3,2,3,3,3,Neutral or Dissatisfied
86589,Female,33,Returning,Economy,1269,1,0,4,4,5,4,3,4,2,5,1,1,5,1,4,Neutral or Dissatisfied
86590,Male,25,Returning,Economy Plus,1269,0,0,2,2,4,2,2,1,2,3,2,2,4,2,4,Neutral or Dissatisfied
86591,Female,42,Returning,Business,2380,0,0,4,4,4,4,4,5,4,5,5,5,5,5,5,Satisfied
86592,Male,49,Returning,Business,746,0,0,3,3,3,4,3,4,4,4,4,4,4,4,4,Satisfied
86593,Male,57,Returning,Business,746,0,0,1,1,4,5,1,5,5,5,4,3,5,5,5,Satisfied
86594,Male,53,Returning,Business,746,0,0,4,4,5,5,4,5,5,5,3,5,5,5,5,Satisfied
86595,Female,51,Returning,Business,746,0,5,4,4,4,4,4,5,5,5,5,4,5,5,5,Satisfied
86596,Female,49,Returning,Business,1961,0,0,4,3,4,4,4,4,5,4,5,5,4,4,4,Satisfied
86599,Male,30,Returning,Business,3493,0,0,5,5,3,4,5,4,4,3,4,4,5,4,4,Satisfied
86604,Male,29,Returning,Business,746,0,0,2,5,4,5,2,5,5,2,5,5,5,5,4,Satisfied
86605,Male,42,First-time,Business,746,6,0,4,4,3,4,4,3,3,2,3,3,5,3,4,Satisfied
86607,Male,40,Returning,Business,2330,3,3,1,1,3,4,1,5,4,5,3,3,5,5,5,Satisfied
86608,Female,29,Returning,Business,2329,0,0,5,5,5,4,5,4,4,5,4,4,4,4,5,Satisfied
86609,Male,25,First-time,Business,746,2,0,3,4,5,4,2,3,1,5,1,1,5,1,4,Satisfied
86610,Male,48,Returning,Business,746,0,0,3,2,3,5,3,2,5,2,3,3,2,2,2,Satisfied
86613,Male,25,First-time,Business,746,1,0,5,5,4,5,4,5,1,5,2,2,5,2,4,Satisfied
86614,Male,57,Returning,Business,2035,0,0,1,1,5,5,1,5,4,5,5,2,5,5,5,Satisfied
86615,Male,46,Returning,Business,1758,0,0,1,1,5,5,1,5,5,5,4,4,5,5,5,Satisfied
86616,Male,50,Returning,Business,2392,0,0,3,3,3,5,3,4,5,4,3,5,4,4,4,Satisfied
86617,Male,52,Returning,Business,2861,0,0,4,4,4,4,4,3,5,3,5,4,3,3,3,Satisfied
86618,Female,36,First-time,Business,746,0,0,3,3,4,3,4,3,3,2,2,2,5,2,5,Neutral or Dissatisfied
86619,Female,31,Returning,Business,746,0,0,3,3,4,5,3,5,5,3,5,5,5,5,5,Satisfied
86620,Female,42,Returning,Business,1893,4,0,4,1,4,5,1,4,5,4,5,3,4,4,4,Satisfied
86621,Female,29,Returning,Business,1663,0,0,1,1,4,3,1,3,3,4,3,3,4,3,4,Satisfied
86622,Female,59,Returning,Economy,746,0,0,3,3,4,2,3,1,2,1,4,1,1,1,1,Neutral or Dissatisfied
86623,Female,37,First-time,Economy,746,0,0,2,2,3,2,4,2,2,2,2,2,4,2,3,Neutral or Dissatisfied
86624,Male,40,Returning,Business,2370,0,0,1,1,3,5,1,4,5,4,3,2,4,4,4,Satisfied
86625,Female,11,First-time,Economy,746,1,1,5,5,5,5,2,5,4,2,4,4,4,4,5,Satisfied
86626,Male,45,Returning,Business,3516,0,0,4,4,2,3,4,4,3,4,1,4,4,4,4,Neutral or Dissatisfied
86629,Female,52,Returning,Business,2960,0,0,3,3,3,5,3,5,5,5,5,2,5,5,5,Satisfied
86630,Female,23,First-time,Business,746,4,0,0,0,4,0,3,5,4,3,4,4,4,4,5,Satisfied
86632,Male,25,Returning,Business,1818,5,0,5,5,3,4,5,4,4,3,4,4,4,4,5,Satisfied
86636,Female,62,Returning,Business,746,0,0,4,1,3,4,1,2,4,2,4,2,2,2,2,Neutral or Dissatisfied
86638,Female,38,First-time,Business,746,9,5,1,1,4,1,5,4,5,2,5,5,4,5,4,Neutral or Dissatisfied
86639,Female,13,Returning,Business,746,0,0,1,1,1,3,1,3,3,1,3,3,4,3,4,Neutral or Dissatisfied
86641,Male,26,Returning,Business,3581,0,0,4,4,5,5,4,3,4,3,4,4,5,4,5,Satisfied
86643,Male,43,Returning,Business,2985,0,0,5,5,4,1,5,4,3,4,1,2,4,4,4,Satisfied
86644,Female,24,First-time,Economy,346,0,4,0,2,5,2,3,4,3,3,3,3,4,3,4,Neutral or Dissatisfied
86645,Male,77,Returning,Economy,346,4,0,4,4,4,4,4,1,4,2,4,4,2,4,1,Satisfied
86646,Male,61,Returning,Economy,346,0,0,4,4,4,4,4,2,4,3,4,4,4,4,4,Satisfied
86648,Male,68,Returning,Economy,746,0,1,5,4,5,4,3,3,5,5,5,5,5,5,5,Neutral or Dissatisfied
86649,Female,37,Returning,Economy,746,0,0,5,1,5,1,3,4,5,5,3,3,5,3,4,Neutral or Dissatisfied
86650,Female,29,Returning,Economy,746,0,0,5,0,4,0,1,5,5,5,4,4,4,4,4,Satisfied
86651,Male,8,Returning,Economy,746,10,0,4,2,4,2,4,4,5,5,5,5,5,5,4,Neutral or Dissatisfied
86652,Female,10,Returning,Economy,746,0,0,5,2,4,2,2,3,1,4,1,1,5,1,5,Neutral or Dissatisfied
86654,Male,53,Returning,Economy,746,0,0,3,2,2,2,5,3,4,1,4,4,4,4,5,Neutral or Dissatisfied
86655,Male,25,Returning,Economy,746,0,0,4,1,3,1,3,3,3,4,3,3,5,3,5,Neutral or Dissatisfied
86656,Male,60,Returning,Economy,746,0,0,4,3,1,3,4,1,5,5,5,5,3,5,3,Neutral or Dissatisfied
86658,Female,70,Returning,Economy,746,0,0,4,2,2,3,4,3,4,2,4,4,3,3,3,Neutral or Dissatisfied
86659,Female,14,Returning,Economy,746,2,0,5,4,3,4,3,3,2,2,2,2,5,2,5,Satisfied
86660,Female,45,Returning,Economy,746,2,0,4,1,3,4,3,2,3,1,1,5,2,2,2,Neutral or Dissatisfied
86661,Female,60,Returning,Economy,746,1,0,5,2,5,4,1,3,4,2,5,2,3,3,3,Neutral or Dissatisfied
86662,Female,54,Returning,Economy,746,4,0,5,3,4,5,4,5,4,3,4,3,5,5,5,Neutral or Dissatisfied
86663,Female,16,Returning,Economy,746,1,4,3,1,3,1,3,3,3,3,3,3,3,3,4,Neutral or Dissatisfied
86664,Female,21,Returning,Economy,746,0,0,5,1,5,1,3,4,1,5,1,1,4,1,5,Neutral or Dissatisfied
86667,Male,15,Returning,Economy,746,1,0,5,1,4,1,4,4,4,5,4,4,5,4,4,Neutral or Dissatisfied
86668,Male,57,Returning,Economy,746,0,0,4,2,3,2,2,5,4,2,4,4,5,4,4,Neutral or Dissatisfied
86669,Female,21,Returning,Economy,746,0,0,5,5,4,5,3,1,2,4,2,2,5,2,5,Satisfied
86670,Male,30,Returning,Business,3520,5,0,5,5,3,5,5,4,5,3,5,5,5,5,5,Satisfied
86671,Female,58,Returning,Economy Plus,746,0,0,5,3,3,4,3,2,4,3,5,3,2,2,2,Neutral or Dissatisfied
86674,Female,42,Returning,Economy Plus,746,0,0,4,4,2,3,4,1,4,4,3,2,1,1,1,Neutral or Dissatisfied
86675,Male,42,Returning,Business,3035,0,0,3,3,3,5,3,5,4,5,5,5,5,5,5,Satisfied
86676,Female,25,First-time,Business,952,0,0,2,4,3,4,1,4,4,5,4,4,5,4,4,Satisfied
86678,Male,31,Returning,Economy Plus,952,0,0,1,1,1,2,1,1,2,4,2,2,4,2,4,Neutral or Dissatisfied
86683,Male,35,First-time,Business,1747,0,1,2,2,4,2,5,3,2,4,2,2,4,2,4,Neutral or Dissatisfied
86684,Male,50,Returning,Business,1747,0,0,4,3,3,4,4,5,5,3,4,4,5,5,5,Neutral or Dissatisfied
86687,Male,51,Returning,Business,1747,10,0,4,3,1,3,3,5,4,3,3,1,5,5,2,Neutral or Dissatisfied
86688,Female,43,Returning,Business,1747,1,0,2,2,5,3,2,4,4,4,3,5,4,4,4,Satisfied
86690,Male,48,Returning,Business,1747,0,1,3,3,4,3,3,4,5,5,5,2,4,4,4,Satisfied
86691,Male,49,Returning,Business,1747,0,0,3,3,5,4,3,4,5,4,5,4,4,4,4,Satisfied
86692,Male,48,Returning,Business,1747,2,4,3,3,4,5,3,4,5,4,4,2,4,4,4,Satisfied
86693,Female,43,Returning,Business,1747,0,0,2,2,4,3,2,4,4,4,4,2,4,4,4,Satisfied
86694,Female,39,First-time,Business,1747,0,0,3,3,4,3,4,4,1,2,1,1,5,1,3,Neutral or Dissatisfied
86695,Female,47,Returning,Business,1747,0,0,4,4,5,4,4,5,4,4,5,5,5,5,5,Satisfied
86696,Male,45,Returning,Business,1747,0,0,3,3,3,5,3,4,4,5,4,4,4,4,4,Satisfied
86697,Male,52,Returning,Business,1747,0,4,1,1,3,4,1,5,4,5,3,5,5,5,5,Satisfied
86701,Male,50,Returning,Business,1747,0,0,1,1,3,3,1,3,5,3,5,3,3,3,3,Satisfied
86702,Male,47,Returning,Business,1747,0,0,1,1,4,5,1,3,5,3,5,2,3,3,3,Satisfied
86703,Male,27,Returning,Business,1747,10,10,5,2,5,5,5,4,5,2,5,5,4,5,3,Satisfied
86704,Male,38,Returning,Business,1747,0,0,4,4,4,2,4,2,2,3,1,4,2,2,2,Neutral or Dissatisfied
86705,Female,11,First-time,Business,1747,0,0,0,0,3,0,3,4,5,5,4,4,4,4,3,Satisfied
86706,Female,45,Returning,Business,1747,0,0,3,3,4,4,3,2,4,2,5,4,2,2,2,Satisfied
86707,Male,46,Returning,Business,1747,4,0,1,1,3,4,1,4,5,4,5,4,4,4,4,Satisfied
86708,Female,45,Returning,Business,1747,0,0,5,4,2,3,5,2,4,2,2,1,2,2,2,Neutral or Dissatisfied
86709,Male,29,First-time,Business,1747,0,0,3,3,4,3,3,5,3,5,3,3,4,3,4,Satisfied
86710,Male,25,Returning,Business,1747,0,2,1,1,5,4,1,5,4,3,4,4,5,4,4,Satisfied
86713,Male,63,Returning,Business,1747,0,0,4,4,4,3,4,5,5,5,5,4,5,5,5,Satisfied
86714,Female,17,First-time,Business,1747,0,0,0,4,4,4,4,3,1,2,1,1,5,1,4,Satisfied
86715,Female,22,First-time,Economy,1110,0,0,3,3,3,3,4,2,4,4,4,4,3,4,3,Neutral or Dissatisfied
86716,Female,31,Returning,Business,1747,0,0,3,3,2,3,3,4,3,2,3,3,4,3,3,Neutral or Dissatisfied
86717,Female,60,Returning,Economy,247,7,3,5,5,5,5,5,2,1,2,5,1,2,2,2,Satisfied
86718,Female,40,Returning,Economy,247,0,0,3,3,1,5,3,5,5,2,5,5,3,5,2,Satisfied
86719,Female,75,Returning,Economy,247,5,0,1,1,3,4,1,4,2,4,3,2,4,4,4,Satisfied
86720,Male,79,Returning,Economy,247,0,0,1,1,3,4,1,4,5,3,5,5,5,5,4,Satisfied
86721,Female,16,Returning,Business,1747,0,0,3,3,4,2,3,3,2,3,2,2,3,2,4,Neutral or Dissatisfied
86723,Female,63,Returning,Economy,1747,0,10,4,1,2,5,5,5,2,1,3,5,5,5,3,Neutral or Dissatisfied
86724,Male,48,Returning,Economy,1747,4,0,0,1,4,1,3,5,5,5,5,5,4,5,4,Neutral or Dissatisfied
86726,Female,61,Returning,Economy,1747,0,0,0,3,4,3,5,5,1,3,1,1,5,5,5,Neutral or Dissatisfied
86727,Male,13,Returning,Economy,1747,0,0,1,5,3,5,2,2,2,5,2,2,1,2,1,Satisfied
86728,Male,50,Returning,Economy,1747,0,0,0,3,3,3,2,3,1,5,1,1,4,1,5,Neutral or Dissatisfied
86729,Male,28,Returning,Economy,1747,0,0,3,4,2,4,4,1,2,3,2,2,4,2,2,Neutral or Dissatisfied
86730,Female,8,Returning,Economy,1747,0,0,0,2,5,2,3,1,1,2,1,1,5,1,3,Neutral or Dissatisfied
86731,Male,25,Returning,Economy,1747,0,0,1,4,1,4,3,3,1,1,1,1,3,1,2,Neutral or Dissatisfied
86732,Male,40,Returning,Economy,1747,0,0,1,2,4,2,1,3,3,2,3,3,2,3,2,Neutral or Dissatisfied
86733,Male,9,Returning,Economy,1747,0,0,0,1,4,1,4,4,5,4,5,5,5,5,5,Neutral or Dissatisfied
86734,Female,42,Returning,Business,1747,0,0,5,5,5,4,5,4,5,4,5,4,4,4,4,Satisfied
86735,Female,66,Returning,Economy Plus,1747,0,0,1,1,4,3,3,1,3,1,3,5,1,1,1,Neutral or Dissatisfied
86737,Female,37,First-time,Business,821,0,0,3,3,3,3,2,3,4,2,5,5,4,5,4,Neutral or Dissatisfied
86738,Female,32,Returning,Business,821,0,0,4,4,2,4,4,2,5,5,5,5,3,5,4,Satisfied
86739,Female,21,First-time,Business,821,0,0,5,0,5,5,2,5,5,3,5,5,4,5,5,Satisfied
86741,Male,22,First-time,Economy,821,3,0,3,3,2,3,3,4,5,1,5,5,3,5,4,Neutral or Dissatisfied
86745,Female,38,Returning,Business,3806,8,0,5,5,4,4,5,4,4,4,3,3,4,4,4,Satisfied
86746,Male,39,Returning,Business,2957,0,0,5,5,3,4,5,3,4,4,3,5,3,3,3,Satisfied
86747,Female,30,Returning,Business,821,0,0,4,4,4,5,4,4,5,2,5,5,5,5,4,Satisfied
86748,Female,49,First-time,Business,821,0,0,3,3,4,3,3,3,5,5,2,2,4,2,4,Neutral or Dissatisfied
86749,Female,42,Returning,Business,821,0,0,3,3,4,4,3,4,5,4,3,3,4,4,4,Satisfied
86750,Male,23,Returning,Business,2530,0,0,4,4,3,4,4,3,4,5,4,4,5,4,5,Satisfied
86752,Female,42,Returning,Economy,821,0,2,2,3,4,4,4,4,3,3,4,3,4,4,5,Neutral or Dissatisfied
86753,Male,37,Returning,Economy,821,0,0,4,0,3,0,3,1,4,2,4,4,4,4,3,Satisfied
86754,Female,56,Returning,Economy,821,0,0,3,1,4,3,3,2,3,1,1,1,2,2,2,Neutral or Dissatisfied
86755,Female,16,Returning,Economy,821,0,0,2,2,4,2,4,1,2,3,2,2,3,2,3,Neutral or Dissatisfied
86756,Male,11,Returning,Economy,821,0,0,4,2,4,2,4,5,4,5,4,4,5,4,4,Neutral or Dissatisfied
86757,Female,62,Returning,Economy,821,0,0,4,5,5,5,2,2,4,5,5,4,2,2,2,Neutral or Dissatisfied
86759,Male,38,Returning,Economy,821,0,0,5,1,5,1,3,3,3,3,3,3,5,3,4,Neutral or Dissatisfied
86760,Male,56,Returning,Economy,821,4,0,3,3,1,3,4,4,1,4,1,1,4,1,3,Neutral or Dissatisfied
86761,Female,68,Returning,Economy,821,0,0,5,4,1,5,3,3,4,4,2,1,3,3,3,Neutral or Dissatisfied
86763,Female,8,Returning,Economy,821,5,5,5,1,5,1,3,4,1,5,1,1,4,1,4,Neutral or Dissatisfied
86764,Male,24,Returning,Business,2753,0,0,1,3,5,4,1,5,4,2,4,4,5,4,5,Satisfied
86767,Female,61,Returning,Business,1640,4,2,4,4,2,3,4,3,3,3,2,3,3,3,3,Neutral or Dissatisfied
86768,Male,29,Returning,Business,1566,0,0,1,4,5,4,1,5,3,4,3,3,5,3,5,Satisfied
86769,Female,25,First-time,Business,484,0,3,0,1,4,1,4,4,4,2,4,4,4,4,5,Neutral or Dissatisfied
86770,Female,54,Returning,Business,2372,0,0,3,3,5,4,3,4,5,4,5,5,4,4,4,Satisfied
86771,Female,49,Returning,Business,484,0,0,2,5,5,5,2,4,5,4,3,3,4,4,4,Satisfied
86772,Male,23,First-time,Economy,692,0,0,5,5,3,5,2,3,4,5,3,3,4,3,5,Satisfied
86774,Female,29,Returning,Business,2675,0,0,3,3,4,1,3,1,1,3,1,1,4,1,4,Neutral or Dissatisfied
86775,Female,44,Returning,Business,484,0,0,0,0,2,4,4,2,3,0,2,1,2,2,2,Neutral or Dissatisfied
86776,Female,41,Returning,Business,3249,0,0,3,3,4,5,3,3,5,3,4,4,3,3,3,Satisfied
86777,Female,47,Returning,Business,3862,0,0,2,2,3,4,2,4,3,4,3,3,4,4,4,Neutral or Dissatisfied
86778,Male,60,Returning,Business,3235,10,1,4,4,3,5,4,5,4,5,5,2,5,5,5,Satisfied
86779,Female,25,Returning,Business,2943,0,0,3,3,4,5,3,4,5,4,5,5,4,5,5,Satisfied
86780,Male,54,Returning,Business,692,0,0,4,4,4,5,4,4,4,4,5,4,4,4,4,Satisfied
86781,Male,30,Returning,Business,3431,0,0,2,2,4,4,2,4,4,4,4,4,5,4,4,Satisfied
86784,Male,24,First-time,Business,484,2,0,0,5,4,5,2,3,5,3,5,5,5,5,4,Satisfied
86785,Male,48,Returning,Business,2247,0,5,1,1,5,4,1,4,5,4,3,2,4,4,4,Satisfied
86786,Female,55,Returning,Business,2867,0,0,2,2,3,5,2,5,4,5,3,2,5,5,5,Satisfied
86788,Male,28,First-time,Business,692,3,0,3,3,3,3,2,5,3,4,4,4,4,4,5,Satisfied
86789,Male,16,Returning,Business,3963,3,3,1,1,5,4,1,3,4,2,4,4,4,4,5,Satisfied
86790,Female,47,Returning,Business,2351,0,2,3,3,5,4,3,5,5,5,5,5,5,5,5,Satisfied
86791,Male,26,First-time,Business,484,0,0,4,4,4,4,4,4,4,5,4,4,5,4,4,Neutral or Dissatisfied
86792,Female,59,Returning,Business,3641,0,0,1,1,3,4,1,3,5,4,3,2,3,3,3,Satisfied
86793,Female,55,Returning,Business,3252,0,0,5,5,4,4,5,5,4,5,5,4,5,5,5,Satisfied
86794,Female,47,Returning,Business,692,0,0,4,4,3,4,4,4,4,4,3,4,4,4,4,Satisfied
86795,Female,45,Returning,Business,2737,0,0,4,5,4,4,4,5,5,4,4,2,5,5,5,Satisfied
86796,Male,44,First-time,Business,692,0,0,3,3,3,3,4,5,3,4,3,3,5,3,5,Neutral or Dissatisfied
86797,Male,48,Returning,Business,3134,0,0,3,3,4,5,3,3,5,4,4,2,3,3,3,Satisfied
86798,Female,45,Returning,Business,3337,0,10,2,2,5,5,2,4,5,5,5,2,4,4,4,Satisfied
86799,Male,45,Returning,Business,3067,0,0,2,2,4,5,2,4,5,4,3,5,4,4,4,Satisfied
86800,Female,25,Returning,Business,1563,0,0,5,2,4,3,5,3,3,2,3,3,4,3,4,Satisfied
86802,Male,20,First-time,Economy,692,0,0,4,4,5,4,2,4,4,3,4,4,5,4,5,Neutral or Dissatisfied
86803,Female,47,Returning,Business,2854,10,1,2,2,4,5,2,5,4,5,4,5,5,5,5,Satisfied
86804,Female,30,First-time,Business,692,1,0,2,2,3,2,2,3,3,4,3,3,4,3,4,Neutral or Dissatisfied
86805,Male,22,First-time,Business,484,7,1,0,5,3,5,1,5,3,5,3,3,4,3,5,Satisfied
86806,Female,26,Returning,Business,484,0,0,2,5,5,2,5,3,2,4,2,2,4,2,5,Satisfied
86807,Male,40,Returning,Business,1577,0,0,1,1,3,4,1,4,4,4,3,3,4,4,4,Satisfied
86808,Male,34,First-time,Business,484,0,0,4,4,3,4,5,3,1,2,1,1,4,1,5,Neutral or Dissatisfied
86809,Female,46,Returning,Business,3653,0,0,5,3,3,4,5,3,5,3,3,3,3,3,3,Satisfied
86811,Female,23,First-time,Economy,692,1,2,1,1,5,1,3,3,4,4,4,4,4,4,4,Neutral or Dissatisfied
86812,Female,77,Returning,Business,2651,0,0,5,5,3,3,5,3,3,3,4,2,3,3,3,Neutral or Dissatisfied
86813,Female,24,First-time,Business,692,0,0,4,4,3,4,5,4,2,4,3,3,5,3,4,Satisfied
86814,Female,24,Returning,Business,484,1,0,5,5,4,4,5,4,5,5,5,5,3,5,4,Neutral or Dissatisfied
86815,Female,57,Returning,Business,692,1,0,1,1,4,4,1,3,4,3,3,5,3,3,3,Neutral or Dissatisfied
86817,Female,22,Returning,Business,692,0,0,1,1,3,2,1,1,2,5,2,2,3,2,3,Neutral or Dissatisfied
86818,Female,20,Returning,Business,2247,0,0,4,4,5,5,4,5,5,2,5,5,4,5,4,Satisfied
86820,Female,43,First-time,Economy,692,6,7,1,1,3,1,4,3,1,1,1,1,3,1,4,Neutral or Dissatisfied
86821,Female,25,Returning,Business,692,3,8,1,5,3,3,1,2,3,3,3,3,3,3,3,Neutral or Dissatisfied
86823,Female,17,First-time,Economy,692,1,0,3,3,3,3,2,3,5,5,5,5,5,5,4,Neutral or Dissatisfied
86824,Male,26,Returning,Economy,484,9,0,1,1,2,2,1,4,2,5,2,2,2,2,2,Neutral or Dissatisfied
86827,Female,65,First-time,Economy,484,0,0,2,3,1,3,4,2,1,5,1,1,4,1,3,Neutral or Dissatisfied
86829,Female,25,First-time,Business,484,0,0,0,5,5,5,4,5,5,2,5,5,4,5,4,Satisfied
86830,Female,50,Returning,Economy,692,0,9,4,4,2,4,4,2,4,2,2,4,2,2,2,Neutral or Dissatisfied
86832,Female,35,First-time,Business,484,0,4,2,2,3,2,1,3,3,3,3,3,5,3,5,Neutral or Dissatisfied
86836,Female,47,Returning,Economy,484,0,0,3,3,1,1,3,5,2,5,5,2,5,5,5,Satisfied
86837,Male,30,First-time,Economy,484,0,0,0,3,3,3,5,1,4,1,4,4,5,4,3,Neutral or Dissatisfied
86839,Female,50,First-time,Economy,484,0,0,4,4,3,4,3,2,2,5,2,2,4,2,4,Neutral or Dissatisfied
86841,Female,44,Returning,Business,484,0,0,5,4,4,5,5,2,1,2,4,3,2,2,2,Satisfied
86844,Female,53,Returning,Economy,484,0,0,0,3,5,5,5,4,4,3,4,3,4,4,4,Neutral or Dissatisfied
86845,Female,41,Returning,Economy,692,0,0,1,2,2,2,3,4,2,5,2,2,3,2,2,Neutral or Dissatisfied
86847,Male,19,Returning,Economy,484,0,0,4,4,4,4,4,2,3,4,4,4,4,4,4,Neutral or Dissatisfied
86849,Male,12,Returning,Economy,692,0,0,4,1,4,1,4,2,5,5,5,5,4,5,4,Neutral or Dissatisfied
86850,Male,28,Returning,Economy,692,0,0,5,5,3,5,3,4,4,2,4,4,4,4,4,Satisfied
86852,Male,56,Returning,Economy,692,0,0,5,4,5,4,1,4,2,3,2,2,5,2,4,Neutral or Dissatisfied
86853,Female,64,Returning,Economy,484,4,4,3,3,1,4,4,4,3,3,3,5,4,4,4,Neutral or Dissatisfied
86854,Male,63,Returning,Economy,692,0,0,5,4,5,4,3,3,2,2,2,2,4,2,4,Neutral or Dissatisfied
86856,Male,17,Returning,Economy,484,0,0,0,3,5,3,1,4,5,4,5,5,4,5,5,Neutral or Dissatisfied
86857,Male,30,Returning,Economy,692,0,0,5,1,5,1,2,3,3,4,3,3,4,3,5,Neutral or Dissatisfied
86859,Male,56,Returning,Economy,692,0,2,5,3,5,3,3,4,5,5,4,4,4,4,5,Neutral or Dissatisfied
86860,Male,34,Returning,Economy,484,0,0,0,1,3,1,4,5,5,4,4,4,4,4,5,Neutral or Dissatisfied
86863,Female,22,Returning,Economy,484,0,0,3,4,2,4,3,4,2,1,2,2,3,2,4,Neutral or Dissatisfied
86864,Female,55,Returning,Economy,484,3,0,0,2,4,4,4,5,4,2,5,4,5,5,5,Neutral or Dissatisfied
86866,Male,67,Returning,Economy,484,0,0,0,1,1,1,3,5,3,4,3,3,3,3,5,Neutral or Dissatisfied
86867,Female,33,Returning,Economy,692,0,0,5,3,4,3,4,5,2,4,3,3,4,3,5,Neutral or Dissatisfied
86868,Female,21,Returning,Economy,484,0,0,1,2,3,2,5,4,2,4,2,2,4,2,4,Neutral or Dissatisfied
86869,Female,57,Returning,Business,484,0,0,2,2,5,4,2,4,5,5,5,3,4,4,4,Satisfied
86870,Female,46,Returning,Business,484,0,0,2,2,3,5,2,4,5,4,3,4,4,4,4,Satisfied
86872,Male,25,First-time,Business,484,0,0,0,3,5,3,4,3,1,5,1,1,5,1,5,Neutral or Dissatisfied
86874,Female,44,Returning,Business,692,0,0,2,2,4,4,2,3,4,3,4,3,3,3,3,Satisfied
86877,Male,28,First-time,Economy Plus,692,0,0,5,5,3,5,3,1,1,1,1,1,4,1,4,Neutral or Dissatisfied
86878,Male,34,Returning,Economy Plus,484,0,0,2,2,1,4,2,5,4,4,4,4,5,4,5,Satisfied
86880,Female,23,Returning,Economy Plus,484,1,0,4,2,4,2,2,5,4,4,4,4,5,4,4,Neutral or Dissatisfied
86881,Male,61,Returning,Economy Plus,484,2,0,5,4,5,4,3,4,2,4,2,2,5,2,5,Neutral or Dissatisfied
86882,Male,50,Returning,Economy Plus,692,3,0,5,2,5,2,1,5,5,3,5,5,5,5,5,Neutral or Dissatisfied
86883,Male,24,Returning,Economy Plus,692,0,0,1,1,1,1,3,1,4,5,4,4,3,4,2,Neutral or Dissatisfied
86884,Male,32,Returning,Economy Plus,484,0,0,0,3,5,3,3,5,5,4,5,5,4,5,5,Neutral or Dissatisfied
86885,Female,54,Returning,Economy Plus,484,0,0,1,1,4,3,3,5,2,1,1,2,5,5,5,Neutral or Dissatisfied
86889,Female,36,First-time,Business,352,8,0,4,4,4,4,5,5,2,2,2,2,4,2,4,Neutral or Dissatisfied
