ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,SeatComfortRating,ServiceRating,ValueRating,WifiRating
96996,Male,65,Returning,Economy,883,5,4,2,1,4,1,2,2,1,5,3,3,3,3,3,Neutral or Dissatisfied,moderate distance,1,1,0,1,no,1,1,2,0
96998,Male,11,Returning,Economy,794,0,0,4,2,5,2,4,5,2,2,2,2,5,2,5,Neutral or Dissatisfied,short distance,1,1,1,1,no,1,1,2,1
97000,Male,19,Returning,Economy,359,7,2,4,3,4,3,3,2,2,3,5,5,2,5,4,Neutral or Dissatisfied,short distance,0,2,1,2,no,1,2,1,0
97001,Female,61,Returning,Economy,883,0,0,4,1,4,5,1,3,4,1,4,2,3,3,3,Neutral or Dissatisfied,moderate distance,1,2,0,1,no,1,3,1,0
97002,Male,10,Returning,Economy,775,0,4,2,1,1,1,3,4,3,5,3,3,3,3,4,Neutral or Dissatisfied,short distance,5,5,0,10,yes,5,5,5,0
97005,Female,7,Returning,Economy,883,1,3,4,4,4,4,4,2,1,5,1,1,4,1,4,Neutral or Dissatisfied,moderate distance,4,5,0,9,yes,5,5,5,0
97007,Male,46,Returning,Economy,883,0,0,2,1,3,1,1,4,4,2,4,4,3,4,4,Neutral or Dissatisfied,moderate distance,0,0,1,2,no,1,1,1,0
97008,Male,26,Returning,Economy,883,4,7,2,3,3,3,4,4,3,1,3,3,3,3,4,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,2,1,3,0
97009,Female,24,Returning,Economy,794,0,0,5,4,5,4,4,3,2,5,2,2,4,2,5,Neutral or Dissatisfied,short distance,0,0,4,7,yes,3,4,4,0
97010,Male,68,Returning,Economy,775,0,6,1,2,1,2,4,4,3,2,3,3,3,3,4,Neutral or Dissatisfied,short distance,3,5,0,10,yes,4,5,5,0
97011,Male,49,Returning,Economy,359,0,0,5,4,3,4,1,4,1,3,1,1,4,1,5,Neutral or Dissatisfied,short distance,1,4,0,6,yes,1,5,5,0
97013,Female,68,Returning,Economy,794,4,10,4,1,4,4,1,2,5,1,5,5,2,2,2,Neutral or Dissatisfied,short distance,2,3,0,2,no,3,3,3,0
97016,Male,34,Returning,Economy,775,2,3,3,4,1,4,4,2,3,4,3,3,4,3,3,Neutral or Dissatisfied,short distance,0,0,1,1,no,1,1,1,0
97017,Male,51,Returning,Economy,775,0,0,4,2,2,2,3,3,2,5,2,2,4,2,1,Neutral or Dissatisfied,short distance,0,0,5,10,yes,3,4,5,0
97018,Male,17,Returning,Economy,883,0,0,4,1,1,1,4,1,3,4,2,2,3,2,4,Neutral or Dissatisfied,moderate distance,0,0,0,5,yes,1,1,3,0
97020,Male,26,First-time,Business,794,0,10,2,2,4,2,3,4,3,2,3,3,4,3,5,Neutral or Dissatisfied,short distance,3,4,0,10,yes,4,5,5,0
97021,Male,32,Returning,Business,3960,0,0,3,3,5,5,3,5,4,4,4,4,5,4,4,Satisfied,long distance,4,4,0,9,yes,4,4,4,0
97022,Male,48,Returning,Business,1645,0,0,2,2,3,5,2,5,5,5,3,4,5,5,5,Satisfied,moderate distance,0,4,0,10,yes,4,5,5,0
97024,Female,45,Returning,Business,775,0,9,5,3,3,5,3,2,4,2,5,4,2,2,2,Satisfied,short distance,4,4,0,10,yes,5,5,4,0
97026,Male,43,Returning,Business,794,0,7,1,1,5,4,1,4,4,4,5,2,4,4,4,Satisfied,short distance,5,5,0,9,yes,5,5,5,0
97027,Female,35,First-time,Business,883,0,3,3,3,5,3,1,5,3,2,3,3,4,3,5,Neutral or Dissatisfied,moderate distance,5,4,0,10,yes,5,5,5,0
97028,Female,60,Returning,Business,2195,0,0,3,3,4,5,3,4,5,4,3,5,4,4,4,Satisfied,long distance,2,3,0,"",no,2,1,1,0
97030,Male,34,Returning,Economy Plus,883,0,0,4,1,3,1,4,2,1,2,1,1,3,1,3,Neutral or Dissatisfied,moderate distance,0,1,0,8,yes,3,3,4,0
97033,Male,45,Returning,Business,1497,0,2,4,4,4,5,4,4,4,4,3,5,4,4,4,Satisfied,moderate distance,3,4,0,9,yes,4,5,5,0
97034,Female,34,Returning,Business,1390,0,0,5,5,3,5,5,5,5,5,4,5,5,5,5,Satisfied,moderate distance,1,2,0,1,no,1,1,1,0
97036,Male,36,First-time,Business,1642,0,0,4,4,5,4,5,3,1,5,1,1,5,1,4,Neutral or Dissatisfied,moderate distance,5,5,5,10,yes,5,5,5,5
97037,Female,26,First-time,Business,1476,0,6,2,2,2,2,3,4,4,1,3,3,4,3,3,Neutral or Dissatisfied,moderate distance,0,1,1,1,no,1,1,1,0
97038,Male,48,Returning,Business,1497,0,1,3,3,5,5,3,4,4,4,3,5,4,4,4,Satisfied,moderate distance,1,1,3,2,no,1,1,1,1
97039,Male,10,Returning,Business,1129,4,1,5,3,3,5,5,3,5,5,5,5,5,5,4,Satisfied,moderate distance,0,0,1,3,no,3,3,2,0
97043,Male,14,Returning,Business,1313,0,0,4,3,5,3,3,4,5,3,5,5,4,5,3,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,1,0
97045,Female,13,Returning,Business,1242,0,5,5,4,4,4,3,4,1,3,1,1,5,1,5,Neutral or Dissatisfied,moderate distance,5,5,0,10,no,4,5,5,0
97046,Female,32,Returning,Business,1129,2,0,5,2,3,2,4,4,2,5,1,1,4,1,3,Neutral or Dissatisfied,moderate distance,5,5,0,8,yes,3,5,5,0
97051,Male,49,Returning,Business,2357,0,0,2,2,5,5,2,4,4,4,3,4,4,4,4,Satisfied,long distance,2,4,0,9,yes,4,4,5,0
97062,Female,29,Returning,Business,1357,3,0,4,4,3,4,4,4,4,3,4,4,5,4,5,Satisfied,moderate distance,0,0,0,3,no,0,0,4,0
97064,Female,41,First-time,Business,1497,0,0,2,2,4,1,3,4,2,5,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,0,0,0,1,no,0,0,1,0
97065,Female,58,Returning,Business,1357,7,4,3,3,4,5,3,3,4,3,4,3,3,3,3,Satisfied,moderate distance,5,5,0,8,yes,4,4,4,0
97066,Male,29,Returning,Business,1642,0,0,1,1,3,4,1,5,4,3,4,4,4,4,4,Satisfied,moderate distance,5,5,0,10,yes,5,5,5,0
97067,Female,24,First-time,Economy,1129,0,0,3,3,5,3,1,4,5,5,5,5,5,5,5,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,4,5,5,0
97068,Female,51,Returning,Business,715,0,0,2,2,3,5,2,5,4,5,3,4,5,5,5,Satisfied,short distance,5,5,0,10,yes,4,5,5,0
97069,Male,25,First-time,Business,715,0,0,0,5,5,5,1,3,4,3,4,4,4,4,4,Satisfied,short distance,4,1,0,5,yes,2,3,3,0
97071,Female,49,First-time,Business,1211,4,0,5,5,3,5,1,4,4,3,3,3,4,3,5,Satisfied,moderate distance,0,0,0,8,yes,3,4,5,0
97072,Male,28,Returning,Business,1390,1,0,4,4,3,5,4,3,5,2,5,5,4,5,5,Satisfied,moderate distance,4,5,0,"",no,0,5,2,0
97073,Female,47,Returning,Business,1619,0,0,3,3,5,5,3,4,5,4,5,5,4,4,4,Satisfied,moderate distance,0,0,0,5,yes,4,4,4,0
97077,Male,51,Returning,Business,3038,0,0,5,4,3,5,5,4,4,4,3,2,4,4,4,Satisfied,long distance,1,1,1,1,no,1,1,1,1
97079,Female,42,Returning,Business,1390,6,0,5,5,3,5,5,5,4,5,5,5,5,5,5,Satisfied,moderate distance,3,1,1,1,no,1,1,1,3
97084,Male,27,First-time,Business,715,1,5,4,4,5,4,2,3,2,5,2,2,5,2,4,Satisfied,short distance,0,0,0,9,yes,0,0,4,0
97085,Male,28,First-time,Business,1129,0,0,3,3,3,3,3,4,1,3,1,1,5,1,4,Satisfied,moderate distance,0,0,0,"",no,0,0,1,0
97088,Male,30,First-time,Business,1642,0,0,1,1,5,1,1,5,5,5,5,5,5,5,3,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,4,5,5,0
97091,Male,50,Returning,Business,1390,0,10,5,5,4,4,5,4,4,4,3,2,4,4,4,Satisfied,moderate distance,0,3,0,9,yes,3,4,4,0
97092,Male,31,Returning,Business,1390,0,0,3,3,3,1,3,1,1,2,1,1,3,1,3,Neutral or Dissatisfied,moderate distance,2,3,0,7,yes,3,3,5,0
97093,Male,39,Returning,Business,3850,0,0,1,1,4,5,1,5,5,5,5,3,5,5,5,Satisfied,long distance,0,0,0,"",no,1,1,0,0
97096,Female,32,Returning,Business,1242,4,0,2,5,4,3,2,2,3,3,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,3,5,0,9,yes,5,5,5,0
97097,Male,53,Returning,Business,2330,0,0,5,5,4,5,5,4,4,4,3,5,4,4,4,Satisfied,long distance,0,5,0,10,yes,4,5,4,0
97100,Female,25,First-time,Economy,1242,0,7,4,4,2,4,4,4,4,3,4,4,4,4,4,Neutral or Dissatisfied,moderate distance,0,5,5,4,no,3,4,5,0
97103,Female,43,Returning,Business,1521,4,0,5,5,3,3,5,2,4,2,4,1,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,0,10,yes,0,0,4,0
97104,Male,15,First-time,Business,1357,0,2,0,5,4,5,4,3,3,3,3,3,5,3,5,Satisfied,moderate distance,0,0,0,1,no,0,0,0,0
97106,Male,25,First-time,Business,1211,0,0,0,0,5,0,5,4,1,3,1,1,4,1,4,Satisfied,moderate distance,0,0,0,5,no,0,0,0,0
97109,Male,29,First-time,Business,1476,3,0,5,5,4,5,4,4,4,5,4,4,4,4,4,Satisfied,moderate distance,3,1,0,5,no,1,3,2,0
97110,Male,26,First-time,Business,715,0,0,3,3,3,3,4,4,1,4,1,1,4,1,5,Neutral or Dissatisfied,short distance,3,2,0,3,no,2,3,2,0
97111,Male,45,Returning,Economy,1390,1,0,4,4,2,4,4,3,4,3,4,4,2,4,3,Neutral or Dissatisfied,moderate distance,1,1,0,1,no,1,1,1,0
97114,Male,35,Returning,Business,2446,5,0,1,1,3,4,1,4,4,4,3,2,4,4,4,Satisfied,long distance,0,4,0,8,yes,4,4,4,0
97117,Female,24,Returning,Economy,715,0,7,4,4,2,3,4,4,1,2,3,3,3,3,3,Neutral or Dissatisfied,short distance,4,4,0,7,yes,4,4,4,0
97118,Female,55,Returning,Economy,1164,0,0,5,5,2,4,5,3,3,3,3,3,3,3,3,Neutral or Dissatisfied,moderate distance,2,5,0,6,yes,3,3,4,0
97119,Female,40,Returning,Economy,1357,2,0,5,5,1,4,5,4,4,5,4,4,3,4,4,Neutral or Dissatisfied,moderate distance,2,3,0,5,no,2,4,3,0
97121,Female,45,First-time,Business,1164,1,1,3,3,4,3,3,4,4,5,4,4,5,4,5,Neutral or Dissatisfied,moderate distance,2,0,1,1,no,1,1,1,1
97122,Female,26,Returning,Business,1313,2,0,3,3,3,3,3,5,3,3,3,3,4,3,4,Satisfied,moderate distance,3,0,4,10,yes,3,4,5,4
97125,Male,25,Returning,Business,2744,5,0,3,3,4,4,3,5,5,5,5,5,5,5,5,Satisfied,long distance,0,0,0,5,no,0,0,0,0
97129,Female,10,Returning,Business,3963,5,0,1,1,4,1,1,4,1,1,1,1,2,1,2,Neutral or Dissatisfied,long distance,5,4,0,8,yes,2,4,3,0
97130,Female,57,Returning,Economy,1211,0,0,1,1,3,4,1,4,3,4,3,2,4,4,4,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,4,5,5,0
97131,Female,29,First-time,Business,1390,0,0,3,3,5,3,2,4,4,3,4,4,4,4,5,Neutral or Dissatisfied,moderate distance,4,3,0,4,no,5,2,3,0
97133,Female,56,Returning,Business,1390,0,0,3,3,3,5,3,5,5,4,4,2,5,5,5,Satisfied,moderate distance,1,2,0,2,no,3,2,2,0
97138,Female,46,First-time,Business,1476,8,0,1,1,5,1,3,4,5,4,5,5,5,5,5,Neutral or Dissatisfied,moderate distance,1,1,0,"",no,2,1,1,0
97139,Female,14,Returning,Economy,1476,5,7,4,4,1,2,4,4,3,5,2,2,3,2,4,Neutral or Dissatisfied,moderate distance,4,5,0,9,yes,5,4,5,0
97141,Male,31,First-time,Business,1164,4,0,1,1,1,1,3,3,1,2,1,1,2,1,3,Neutral or Dissatisfied,moderate distance,2,3,1,2,no,1,3,2,3
97146,Female,40,Returning,Economy,1390,0,6,2,2,2,1,2,2,1,2,1,1,3,1,3,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97147,Female,21,First-time,Economy,1476,6,4,4,4,2,4,2,5,3,2,4,4,2,4,4,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97148,Male,38,Returning,Business,3144,0,2,2,2,3,4,2,1,4,1,3,5,1,1,1,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
97151,Male,60,Returning,Economy,1097,0,0,3,3,2,5,3,4,5,3,5,5,1,5,4,Satisfied,moderate distance,5,5,0,8,yes,3,5,4,0
97152,Male,23,First-time,Economy,1211,0,0,3,3,1,3,1,4,2,3,2,2,1,2,4,Neutral or Dissatisfied,moderate distance,4,5,0,10,yes,5,5,5,0
97153,Female,54,Returning,Business,1076,0,0,2,2,2,4,2,2,4,2,1,4,2,2,2,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,5,5,5,0
97154,Female,21,First-time,Economy,990,3,0,1,1,4,1,3,2,2,3,2,2,1,2,1,Neutral or Dissatisfied,moderate distance,5,4,0,6,yes,5,4,3,0
97156,Male,58,Returning,Business,2021,0,0,5,5,1,4,5,2,4,2,1,2,2,2,2,Neutral or Dissatisfied,long distance,0,4,0,8,yes,4,4,4,0
97157,Female,56,Returning,Business,729,1,0,1,1,5,4,1,4,2,4,1,1,4,4,4,Satisfied,short distance,0,3,0,"",no,3,2,1,0
97161,Female,12,Returning,Economy,1390,0,0,4,4,4,4,4,4,4,5,4,4,3,4,3,Satisfied,moderate distance,3,5,0,8,yes,4,5,4,0
97163,Male,23,Returning,Economy,1313,6,0,4,3,3,3,3,3,1,3,1,1,4,1,3,Satisfied,moderate distance,3,3,0,5,yes,4,3,4,0
97164,Male,49,Returning,Economy,1390,0,0,4,4,4,4,4,5,2,3,5,5,4,5,5,Neutral or Dissatisfied,moderate distance,1,3,0,2,no,3,2,2,0
97167,Female,36,Returning,Economy,1164,1,0,4,4,3,4,3,4,1,2,1,1,4,1,3,Satisfied,moderate distance,0,0,1,2,no,5,5,1,0
97168,Female,21,Returning,Economy,1642,0,0,4,4,4,4,3,3,4,3,4,4,5,4,5,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97169,Male,43,Returning,Economy,1357,6,7,2,3,2,3,3,3,5,4,5,5,3,5,4,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97171,Female,63,Returning,Economy,1390,0,0,4,5,4,4,1,4,5,5,5,2,4,4,3,Satisfied,moderate distance,0,0,0,"",no,0,0,0,0
97172,Female,24,Returning,Economy,1313,3,0,3,4,1,4,4,4,5,2,5,5,3,5,4,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97173,Male,17,Returning,Economy,1390,4,0,1,3,4,3,3,1,5,1,5,5,3,5,3,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97176,Female,35,Returning,Economy,1211,0,9,0,1,5,1,1,5,1,4,1,1,4,1,5,Neutral or Dissatisfied,moderate distance,4,3,0,8,yes,3,4,3,0
97177,Male,32,Returning,Economy,1357,4,0,3,2,4,2,3,2,5,5,5,5,3,5,4,Neutral or Dissatisfied,moderate distance,4,4,0,9,yes,4,5,4,0
97178,Female,23,Returning,Economy,1164,8,6,5,2,3,2,5,4,5,5,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,4,4,0,9,yes,4,5,4,0
97179,Male,65,Returning,Economy,1211,6,6,0,3,4,3,3,5,1,4,1,1,4,1,5,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,5,5,5,0
97180,Male,40,Returning,Economy,1390,0,0,2,1,3,1,4,2,3,2,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,0,0,0,10,yes,5,3,5,0
97181,Female,32,Returning,Economy,1357,0,0,5,5,5,5,1,5,2,2,2,2,5,2,5,Satisfied,moderate distance,0,3,0,8,yes,5,4,3,0
97184,Female,36,Returning,Economy,1313,0,0,2,2,4,2,4,4,5,3,5,5,3,5,2,Neutral or Dissatisfied,moderate distance,0,0,0,7,yes,0,0,4,0
97185,Male,35,Returning,Economy,1497,8,4,5,3,4,3,4,4,5,4,5,5,5,5,3,Neutral or Dissatisfied,moderate distance,1,1,0,"",no,1,1,1,0
97187,Female,44,Returning,Economy,1211,0,0,4,0,4,4,3,2,5,0,4,3,2,2,2,Satisfied,moderate distance,3,4,0,9,yes,4,5,5,0
97188,Female,48,Returning,Economy,1129,0,0,4,4,5,4,1,3,4,4,4,4,3,3,2,Neutral or Dissatisfied,moderate distance,0,5,0,9,yes,4,5,5,0
97190,Male,38,Returning,Economy,1476,0,6,4,3,3,3,2,5,1,4,1,1,4,1,5,Neutral or Dissatisfied,moderate distance,0,0,5,10,yes,3,5,5,0
97192,Female,44,Returning,Economy,715,0,0,5,1,5,1,1,5,5,1,5,4,5,5,5,Neutral or Dissatisfied,short distance,0,0,0,1,no,0,0,1,0
97194,Male,39,Returning,Economy,1497,0,0,4,3,5,3,2,4,1,2,1,1,5,1,4,Neutral or Dissatisfied,moderate distance,0,0,5,10,yes,4,5,5,0
97197,Male,15,Returning,Economy,1642,0,3,5,3,2,3,1,3,4,5,4,4,2,4,5,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97201,Male,50,Returning,Economy,1390,0,0,4,3,1,3,3,5,5,3,4,4,4,4,5,Neutral or Dissatisfied,moderate distance,5,4,0,7,yes,2,5,3,0
97203,Male,36,Returning,Economy,1313,0,0,5,3,3,3,4,4,3,5,2,2,4,2,3,Neutral or Dissatisfied,moderate distance,3,4,0,6,yes,3,5,3,0
97207,Female,32,Returning,Business,1313,0,5,2,3,3,5,3,3,5,5,5,5,4,5,5,Satisfied,moderate distance,0,0,0,9,yes,0,0,4,0
97209,Male,33,Returning,Business,2513,7,1,4,4,4,4,4,3,4,3,4,4,4,4,4,Satisfied,long distance,0,0,0,4,no,0,0,1,0
97210,Female,36,First-time,Business,1390,1,0,2,2,4,2,2,5,3,5,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,1,0
97212,Male,43,Returning,Business,1390,0,6,2,2,5,5,2,4,4,4,3,3,4,4,4,Satisfied,moderate distance,3,4,0,3,no,1,5,4,0
97214,Male,39,Returning,Economy Plus,1390,0,0,1,1,1,1,1,1,1,1,1,1,4,1,4,Neutral or Dissatisfied,moderate distance,1,1,0,1,no,1,1,1,0
97218,Female,48,Returning,Business,3361,0,0,3,3,4,4,3,2,5,2,4,3,2,2,2,Satisfied,long distance,0,0,1,3,no,1,2,2,0
97219,Female,16,Returning,Economy Plus,1497,7,7,1,1,4,1,1,2,3,5,1,1,4,1,4,Neutral or Dissatisfied,moderate distance,1,1,2,4,no,3,1,2,1
97220,Female,41,Returning,Economy Plus,1164,0,0,5,5,5,4,5,1,4,5,4,2,1,1,1,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
97222,Female,34,Returning,Economy Plus,1164,0,0,4,3,3,3,2,5,1,2,4,4,5,4,4,Neutral or Dissatisfied,moderate distance,3,3,0,10,yes,3,4,5,0
97223,Female,65,Returning,Economy Plus,1129,0,0,4,1,3,4,3,5,3,1,4,1,5,5,5,Neutral or Dissatisfied,moderate distance,4,4,0,9,yes,3,4,4,0
97225,Female,50,Returning,Economy Plus,1211,0,0,0,4,4,5,1,4,4,4,5,2,4,4,4,Neutral or Dissatisfied,moderate distance,3,5,0,10,yes,3,5,5,0
97226,Female,20,Returning,Economy Plus,1476,0,0,4,2,4,2,1,3,5,3,5,5,4,5,5,Neutral or Dissatisfied,moderate distance,0,0,0,6,no,0,0,4,0
97228,Female,56,Returning,Economy Plus,1390,0,3,4,2,3,4,1,2,5,2,4,2,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,0,8,yes,0,0,4,0
97229,Male,46,Returning,Business,3859,1,1,5,5,3,4,5,1,4,2,2,4,1,1,1,Neutral or Dissatisfied,long distance,0,0,0,9,yes,0,0,4,0
97230,Male,15,First-time,Business,296,0,0,3,1,2,1,3,1,5,2,5,5,3,5,3,Neutral or Dissatisfied,short distance,0,0,0,8,yes,0,0,4,0
97232,Male,17,Returning,Business,393,3,5,3,2,2,2,3,2,4,4,4,4,3,4,4,Neutral or Dissatisfied,short distance,3,4,0,8,yes,4,5,4,0
97234,Male,47,Returning,Business,2318,0,0,3,3,5,4,3,4,5,4,4,4,4,4,4,Satisfied,long distance,3,3,0,7,yes,3,4,4,0
97235,Female,45,Returning,Business,2157,0,0,0,0,3,5,3,4,5,4,5,3,4,4,4,Satisfied,long distance,2,5,0,7,yes,4,5,4,0
97236,Female,23,First-time,Economy,296,0,0,1,3,1,3,3,4,4,3,4,4,2,4,2,Neutral or Dissatisfied,short distance,0,5,0,10,yes,4,5,5,0
97237,Female,47,Returning,Business,3421,0,0,0,0,5,5,2,3,5,4,4,4,3,3,4,Satisfied,long distance,5,2,5,9,yes,4,5,5,4
97240,Male,42,Returning,Business,296,8,0,1,3,3,5,1,5,5,5,3,2,5,5,5,Satisfied,short distance,0,0,1,1,no,2,2,2,0
97241,Male,50,Returning,Business,3858,0,0,0,0,3,4,1,2,5,2,3,2,2,2,2,Satisfied,long distance,4,4,0,9,yes,4,5,5,0
97242,Male,36,Returning,Business,2939,0,3,0,0,5,4,4,5,5,5,4,3,5,5,5,Satisfied,long distance,3,4,0,8,yes,4,4,3,0
97244,Female,54,Returning,Business,3129,0,0,3,3,5,4,3,4,4,4,3,2,4,4,4,Satisfied,long distance,5,5,0,9,yes,5,5,5,0
97246,Female,21,First-time,Business,296,0,0,2,4,3,4,2,5,1,3,1,1,5,1,5,Satisfied,short distance,0,0,0,"",yes,0,0,1,0
97248,Male,49,Returning,Business,2450,1,0,1,1,4,4,1,2,4,2,1,4,2,2,2,Neutral or Dissatisfied,long distance,0,0,0,2,no,0,0,0,0
97250,Male,66,Returning,Business,393,0,0,3,3,3,3,3,2,4,2,1,4,2,2,2,Neutral or Dissatisfied,short distance,0,0,0,2,no,0,0,0,0
97251,Male,26,First-time,Business,296,2,2,5,1,5,1,1,5,1,4,1,1,4,1,5,Neutral or Dissatisfied,short distance,2,5,0,10,yes,5,5,5,0
97252,Male,39,Returning,Economy,296,2,0,2,2,3,3,2,3,3,2,3,3,3,3,3,Neutral or Dissatisfied,short distance,4,4,0,8,yes,4,4,4,0
97253,Male,68,Returning,Economy,296,0,0,1,5,3,3,5,1,3,4,3,3,3,3,4,Neutral or Dissatisfied,short distance,2,4,0,8,yes,4,5,5,0
97254,Male,22,Returning,Business,3282,8,0,4,4,4,4,4,5,4,3,4,4,1,4,4,Satisfied,long distance,1,1,0,5,yes,2,2,3,0
97256,Female,39,First-time,Economy,296,2,0,0,4,4,4,3,2,4,1,4,4,2,4,2,Neutral or Dissatisfied,short distance,1,1,1,1,no,1,1,1,1
97257,Male,17,Returning,Business,393,6,0,4,4,3,4,4,1,4,1,4,4,1,4,1,Satisfied,short distance,0,0,1,1,no,1,5,1,0
97258,Female,57,Returning,Economy,296,1,2,4,5,3,5,3,4,5,5,3,5,4,4,4,Satisfied,short distance,0,0,1,1,no,1,5,1,0
97259,Female,16,Returning,Economy,296,0,2,5,5,5,5,2,5,5,3,5,5,5,5,4,Satisfied,short distance,0,0,1,3,no,2,5,1,0
97260,Male,51,Returning,Economy,296,0,0,4,4,5,4,3,3,5,5,5,5,5,5,4,Neutral or Dissatisfied,short distance,5,5,0,9,yes,4,4,5,0
97261,Female,53,Returning,Economy,296,0,0,4,4,2,3,3,2,3,4,1,1,2,2,2,Satisfied,short distance,4,1,0,5,no,4,1,2,0
97262,Male,12,Returning,Economy,296,0,0,5,2,4,2,4,3,4,4,4,4,5,4,5,Neutral or Dissatisfied,short distance,5,5,0,10,yes,5,5,4,0
97263,Male,50,Returning,Economy,296,8,4,4,3,4,3,3,3,3,5,4,4,4,4,5,Neutral or Dissatisfied,short distance,5,5,0,10,yes,5,5,5,0
97264,Male,34,Returning,Economy,296,3,3,4,0,5,0,2,5,2,3,2,2,5,2,4,Satisfied,short distance,4,5,0,9,yes,3,5,4,0
97265,Male,49,Returning,Economy,296,0,3,5,3,5,3,4,3,1,5,1,1,5,1,5,Neutral or Dissatisfied,short distance,0,0,0,4,no,0,0,0,0
97267,Male,41,Returning,Economy,296,0,5,5,2,5,2,4,4,5,3,5,5,4,5,4,Neutral or Dissatisfied,short distance,0,0,0,4,no,0,0,0,0
97268,Female,53,Returning,Economy,393,0,1,4,3,4,5,1,3,5,3,3,4,3,3,4,Neutral or Dissatisfied,short distance,0,0,0,3,no,0,0,0,0
97271,Male,59,Returning,Business,3570,0,0,0,0,4,5,2,3,4,3,3,2,3,3,3,Satisfied,long distance,4,4,0,10,yes,5,5,5,0
97273,Female,34,Returning,Economy Plus,296,2,0,5,2,4,2,2,3,1,5,1,1,5,1,5,Neutral or Dissatisfied,short distance,0,5,0,10,yes,4,5,5,0
97280,Female,27,Returning,Business,347,0,0,5,5,4,5,3,3,5,3,2,2,5,2,5,Satisfied,short distance,3,5,0,8,yes,4,5,4,0
97281,Female,68,Returning,Business,347,1,0,5,3,3,4,5,1,4,3,3,3,1,1,1,Neutral or Dissatisfied,short distance,4,4,0,8,yes,4,5,5,0
97283,Male,28,Returning,Business,843,0,0,5,1,3,1,4,4,5,3,5,5,5,5,5,Neutral or Dissatisfied,moderate distance,5,5,0,9,yes,5,5,4,0
97284,Male,44,Returning,Business,1020,5,3,1,2,4,4,4,2,3,2,1,4,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,0,4,no,0,0,0,0
97285,Female,42,Returning,Business,3982,0,0,4,4,3,4,4,3,5,4,3,4,3,3,3,Satisfied,long distance,1,2,0,2,no,1,2,1,0
97287,Female,49,Returning,Business,347,1,0,1,1,4,4,1,4,4,4,3,5,4,4,4,Satisfied,short distance,1,5,0,8,yes,3,4,4,0
97289,Male,54,Returning,Business,2760,3,0,4,5,3,5,4,4,5,4,5,5,4,4,4,Satisfied,long distance,5,1,2,1,no,2,4,1,4
97292,Female,45,Returning,Business,347,1,0,4,4,5,4,4,4,5,4,4,2,4,4,4,Satisfied,short distance,0,0,1,1,no,1,1,1,0
97295,Female,38,First-time,Business,347,0,0,3,3,3,3,3,4,3,3,3,3,5,3,5,Neutral or Dissatisfied,short distance,5,4,0,8,yes,3,5,3,0
97296,Male,48,Returning,Business,1020,1,0,5,5,3,4,5,2,4,2,4,1,2,2,2,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,5,5,5,0
97297,Female,49,Returning,Business,843,3,5,2,2,5,5,2,4,5,3,3,3,4,4,4,Satisfied,moderate distance,3,5,0,8,yes,4,5,4,0
97299,Male,39,Returning,Business,347,0,0,1,4,5,4,1,4,5,4,4,5,4,4,4,Satisfied,short distance,3,3,0,8,yes,4,3,5,0
97300,Female,47,Returning,Business,2923,0,8,1,1,4,4,1,4,4,4,5,4,4,4,4,Satisfied,long distance,3,5,0,10,yes,4,5,5,0
97302,Female,54,Returning,Business,3879,0,0,4,4,4,5,4,4,5,4,5,3,4,4,4,Satisfied,long distance,0,0,5,9,yes,4,4,5,0
