Age,Flight Distance,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Satisfaction
51.0,395.0,0.0,4.0,5.0,1.0,4.0,1.0,3.0,5.0,Neutral or Dissatisfied
19.0,3842.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,Satisfied
22.0,964.0,0.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,Neutral or Dissatisfied
47.0,1848.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Satisfied
52.0,2831.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,Satisfied
38.0,669.0,6.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,Satisfied
54.0,255.0,0.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,Neutral or Dissatisfied
25.0,1652.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,Neutral or Dissatisfied
57.0,236.0,0.0,5.0,0.0,1.0,1.0,4.0,2.0,1.0,Neutral or Dissatisfied
20.0,404.0,0.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,Neutral or Dissatisfied
47.0,1061.0,2.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,Neutral or Dissatisfied
51.0,151.0,0.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,Satisfied
48.0,328.0,5.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,Satisfied
30.0,970.0,0.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,Satisfied
21.0,2677.0,0.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,Neutral or Dissatisfied
42.0,862.0,0.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,Satisfied
24.0,632.0,0.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,Satisfied
40.0,1037.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,Satisfied
38.0,419.0,0.0,1.0,1.0,4.0,1.0,4.0,3.0,5.0,Neutral or Dissatisfied
31.0,1892.0,0.0,1.0,4.0,4.0,5.0,1.0,3.0,5.0,Satisfied
18.0,632.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,3.0,Satisfied
20.0,1416.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,Neutral or Dissatisfied
45.0,1235.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,4.0,Satisfied
41.0,3761.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Satisfied
52.0,356.0,7.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,Neutral or Dissatisfied
34.0,489.0,8.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,Neutral or Dissatisfied
58.0,529.0,0.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,Satisfied
19.0,1464.0,0.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,Neutral or Dissatisfied
50.0,338.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,Satisfied
60.0,265.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,Satisfied
31.0,1134.0,0.0,5.0,2.0,5.0,2.0,3.0,5.0,3.0,Neutral or Dissatisfied
23.0,436.0,0.0,4.0,2.0,3.0,2.0,5.0,5.0,2.0,Neutral or Dissatisfied
28.0,2285.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,Satisfied
30.0,4963.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Neutral or Dissatisfied
12.0,781.0,0.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,Neutral or Dissatisfied
37.0,337.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,2.0,Neutral or Dissatisfied
22.0,954.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,4.0,Neutral or Dissatisfied
21.0,612.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,Neutral or Dissatisfied
56.0,2504.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,Neutral or Dissatisfied
30.0,1047.0,0.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,Satisfied
49.0,1585.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,Satisfied
57.0,551.0,0.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,Satisfied
66.0,86.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,Neutral or Dissatisfied
54.0,2470.0,0.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,Satisfied
23.0,356.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,2.0,Satisfied
20.0,1389.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,4.0,Satisfied
29.0,1687.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,Neutral or Dissatisfied
28.0,602.0,0.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,Satisfied
62.0,695.0,0.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,Satisfied
55.0,2075.0,0.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,Satisfied
59.0,1076.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Neutral or Dissatisfied
25.0,248.0,0.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,Satisfied
51.0,731.0,0.0,3.0,3.0,5.0,4.0,1.0,1.0,4.0,Neutral or Dissatisfied
26.0,1045.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,Neutral or Dissatisfied
40.0,1013.0,0.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,Neutral or Dissatisfied
53.0,295.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,Satisfied
59.0,2149.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,Satisfied
24.0,171.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,1.0,Satisfied
26.0,425.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,Neutral or Dissatisfied
36.0,1818.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Satisfied
20.0,1235.0,0.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,Satisfied
31.0,2446.0,0.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,Satisfied
23.0,526.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,Satisfied
37.0,3860.0,0.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,Satisfied
36.0,775.0,0.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,Satisfied
42.0,944.0,0.0,2.0,2.0,3.0,5.0,2.0,3.0,4.0,Satisfied
39.0,101.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,Satisfied
42.0,842.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,Satisfied
43.0,135.0,0.0,0.0,0.0,4.0,5.0,3.0,4.0,4.0,Satisfied
33.0,2610.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Satisfied
56.0,474.0,0.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,Satisfied
21.0,733.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,Neutral or Dissatisfied
46.0,101.0,0.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
23.0,641.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,Neutral or Dissatisfied
46.0,1242.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,Satisfied
35.0,2969.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,Neutral or Dissatisfied
69.0,888.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,Neutral or Dissatisfied
22.0,296.0,5.0,0.0,3.0,3.0,3.0,2.0,4.0,4.0,Neutral or Dissatisfied
65.0,566.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,Neutral or Dissatisfied
24.0,148.0,8.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,Neutral or Dissatisfied
33.0,449.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,Satisfied
28.0,2725.0,0.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,Satisfied
36.0,2939.0,3.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,Satisfied
14.0,447.0,0.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,Neutral or Dissatisfied
41.0,936.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,Satisfied
44.0,239.0,0.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,Satisfied
53.0,2366.0,0.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,Satisfied
30.0,3416.0,0.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,Satisfied
29.0,2898.0,0.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,Satisfied
18.0,1162.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,Neutral or Dissatisfied
50.0,2475.0,6.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,Satisfied
61.0,3646.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,Satisfied
42.0,106.0,0.0,4.0,4.0,1.0,2.0,4.0,5.0,5.0,Satisfied
9.0,3302.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,Satisfied
36.0,3891.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,4.0,Satisfied
59.0,3451.0,0.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,Satisfied
44.0,1199.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,Neutral or Dissatisfied
27.0,1065.0,0.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,Satisfied
48.0,3473.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,Satisfied
24.0,83.0,0.0,0.0,3.0,5.0,3.0,4.0,5.0,2.0,Neutral or Dissatisfied
53.0,488.0,0.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,Neutral or Dissatisfied
8.0,1590.0,0.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
39.0,733.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,Satisfied
58.0,463.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,Satisfied
17.0,305.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,Neutral or Dissatisfied
25.0,404.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,2.0,Satisfied
49.0,3715.0,1.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,Satisfied
60.0,2363.0,0.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,Satisfied
40.0,682.0,0.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,Neutral or Dissatisfied
15.0,862.0,0.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,Neutral or Dissatisfied
11.0,1721.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,Neutral or Dissatisfied
65.0,3891.0,0.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,Satisfied
22.0,247.0,0.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,Satisfied
36.0,1099.0,9.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,Neutral or Dissatisfied
43.0,1950.0,0.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,Satisfied
50.0,101.0,0.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,Neutral or Dissatisfied
21.0,259.0,0.0,2.0,0.0,3.0,0.0,2.0,3.0,1.0,Neutral or Dissatisfied
29.0,1008.0,0.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,Satisfied
31.0,2419.0,0.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,Neutral or Dissatisfied
52.0,431.0,0.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,Neutral or Dissatisfied
48.0,481.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,Satisfied
22.0,1723.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,2.0,Satisfied
59.0,2491.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,Neutral or Dissatisfied
49.0,409.0,0.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,Neutral or Dissatisfied
55.0,2917.0,10.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,Satisfied
37.0,338.0,6.0,0.0,0.0,5.0,4.0,3.0,1.0,4.0,Satisfied
49.0,2556.0,7.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Neutral or Dissatisfied
23.0,809.0,0.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,Neutral or Dissatisfied
41.0,1218.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,Satisfied
65.0,921.0,0.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,Neutral or Dissatisfied
17.0,409.0,0.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,Neutral or Dissatisfied
60.0,157.0,0.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,Neutral or Dissatisfied
57.0,139.0,0.0,1.0,1.0,5.0,4.0,1.0,2.0,4.0,Satisfied
38.0,2288.0,0.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,Satisfied
67.0,387.0,0.0,5.0,0.0,4.0,0.0,1.0,5.0,3.0,Satisfied
59.0,143.0,0.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
26.0,1037.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Neutral or Dissatisfied
22.0,1121.0,0.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,Satisfied
12.0,1017.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,Neutral or Dissatisfied
45.0,237.0,0.0,5.0,0.0,3.0,4.0,2.0,3.0,5.0,Neutral or Dissatisfied
49.0,1649.0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,Satisfied
30.0,1023.0,0.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,Neutral or Dissatisfied
24.0,1014.0,0.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,Neutral or Dissatisfied
24.0,733.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Satisfied
22.0,2125.0,0.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,Neutral or Dissatisfied
27.0,1050.0,2.0,4.0,2.0,3.0,2.0,1.0,5.0,2.0,Neutral or Dissatisfied
26.0,853.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,Satisfied
26.0,775.0,0.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,Neutral or Dissatisfied
58.0,934.0,0.0,3.0,5.0,2.0,3.0,3.0,1.0,3.0,Satisfied
44.0,190.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,Satisfied
23.0,719.0,0.0,5.0,3.0,4.0,3.0,2.0,5.0,2.0,Neutral or Dissatisfied
46.0,391.0,0.0,1.0,5.0,5.0,4.0,1.0,4.0,3.0,Satisfied
50.0,1920.0,0.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,Satisfied
43.0,1671.0,0.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,Satisfied
57.0,3403.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,Satisfied
36.0,387.0,0.0,4.0,2.0,5.0,2.0,2.0,5.0,1.0,Neutral or Dissatisfied
32.0,909.0,0.0,2.0,2.0,5.0,4.0,2.0,5.0,4.0,Satisfied
32.0,3999.0,0.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,Satisfied
40.0,1809.0,0.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,Satisfied
26.0,1846.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0,Satisfied
69.0,581.0,0.0,5.0,1.0,3.0,4.0,2.0,2.0,4.0,Neutral or Dissatisfied
32.0,3567.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,Neutral or Dissatisfied
42.0,671.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,Satisfied
29.0,1524.0,0.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,Satisfied
44.0,2559.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,5.0,Satisfied
39.0,3927.0,0.0,5.0,5.0,3.0,4.0,5.0,1.0,3.0,Neutral or Dissatisfied
49.0,2985.0,9.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,Satisfied
58.0,2486.0,0.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,Satisfied
39.0,3313.0,0.0,5.0,1.0,3.0,4.0,1.0,1.0,5.0,Satisfied
15.0,192.0,2.0,5.0,1.0,5.0,1.0,2.0,5.0,2.0,Neutral or Dissatisfied
43.0,3347.0,2.0,4.0,0.0,5.0,4.0,3.0,3.0,5.0,Satisfied
44.0,495.0,0.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,Neutral or Dissatisfied
19.0,547.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,Neutral or Dissatisfied
62.0,749.0,0.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,Neutral or Dissatisfied
41.0,3423.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,Satisfied
36.0,2465.0,0.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,Neutral or Dissatisfied
56.0,2434.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,Satisfied
47.0,556.0,0.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,Satisfied
17.0,321.0,0.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,Neutral or Dissatisfied
21.0,2364.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Satisfied
77.0,3405.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,Neutral or Dissatisfied
59.0,1524.0,0.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,Neutral or Dissatisfied
53.0,1407.0,0.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,Satisfied
51.0,162.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,Neutral or Dissatisfied
43.0,1081.0,0.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
50.0,1464.0,6.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,Satisfied
60.0,396.0,0.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,Neutral or Dissatisfied
66.0,2271.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,4.0,Satisfied
39.0,1721.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,Satisfied
36.0,157.0,0.0,3.0,1.0,4.0,1.0,5.0,5.0,2.0,Neutral or Dissatisfied
55.0,1800.0,0.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,Satisfied
43.0,978.0,0.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,Neutral or Dissatisfied
24.0,387.0,0.0,0.0,4.0,1.0,4.0,3.0,5.0,2.0,Neutral or Dissatisfied
55.0,466.0,3.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,Neutral or Dissatisfied
47.0,1235.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Satisfied
56.0,925.0,0.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,Neutral or Dissatisfied
33.0,160.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Satisfied
40.0,748.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,Satisfied
49.0,675.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,Satisfied
67.0,2754.0,0.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,Satisfied
60.0,605.0,6.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,Satisfied
13.0,338.0,0.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,Neutral or Dissatisfied
22.0,557.0,5.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,Neutral or Dissatisfied
33.0,1541.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Satisfied
36.0,2672.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,Neutral or Dissatisfied
44.0,439.0,0.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,Satisfied
24.0,900.0,0.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,Neutral or Dissatisfied
30.0,888.0,0.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,Neutral or Dissatisfied
37.0,1235.0,0.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,Neutral or Dissatisfied
39.0,265.0,0.0,4.0,3.0,1.0,4.0,4.0,2.0,5.0,Satisfied
12.0,404.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,Neutral or Dissatisfied
33.0,402.0,0.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,Satisfied
64.0,581.0,0.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,Satisfied
14.0,528.0,0.0,4.0,2.0,5.0,2.0,1.0,4.0,2.0,Neutral or Dissatisfied
28.0,833.0,0.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,Satisfied
40.0,1739.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Satisfied
50.0,309.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,Satisfied
60.0,369.0,7.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,Neutral or Dissatisfied
37.0,689.0,0.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,Neutral or Dissatisfied
51.0,214.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,Neutral or Dissatisfied
37.0,1407.0,7.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,Neutral or Dissatisfied
26.0,502.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,Neutral or Dissatisfied
17.0,591.0,0.0,0.0,4.0,3.0,4.0,1.0,5.0,2.0,Satisfied
58.0,1700.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,Satisfied
52.0,552.0,0.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,Neutral or Dissatisfied
32.0,545.0,0.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,Neutral or Dissatisfied
34.0,175.0,0.0,4.0,0.0,3.0,5.0,3.0,4.0,4.0,Neutral or Dissatisfied
47.0,2692.0,0.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,Satisfied
55.0,1497.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,Neutral or Dissatisfied
50.0,2891.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,Satisfied
44.0,391.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,Satisfied
16.0,674.0,0.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,Satisfied
20.0,148.0,0.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
49.0,2314.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,Satisfied
63.0,2136.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,Neutral or Dissatisfied
56.0,3187.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,Satisfied
32.0,231.0,0.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,Satisfied
23.0,305.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,Satisfied
36.0,3881.0,0.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,Satisfied
39.0,453.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,Satisfied
47.0,587.0,0.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,Satisfied
17.0,1481.0,5.0,3.0,1.0,4.0,1.0,4.0,5.0,5.0,Neutral or Dissatisfied
47.0,647.0,0.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,Neutral or Dissatisfied
40.0,190.0,0.0,5.0,1.0,3.0,1.0,2.0,5.0,2.0,Neutral or Dissatisfied
25.0,3904.0,0.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,Satisfied
64.0,366.0,0.0,5.0,1.0,2.0,4.0,4.0,4.0,3.0,Satisfied
58.0,366.0,0.0,1.0,2.0,4.0,5.0,1.0,3.0,4.0,Satisfied
37.0,4983.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,Satisfied
44.0,1506.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,Satisfied
22.0,580.0,4.0,0.0,0.0,5.0,0.0,2.0,5.0,5.0,Satisfied
16.0,1089.0,0.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,Neutral or Dissatisfied
56.0,1012.0,0.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,Neutral or Dissatisfied
11.0,1678.0,1.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,Satisfied
36.0,3003.0,9.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,Neutral or Dissatisfied
17.0,764.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,Neutral or Dissatisfied
60.0,1430.0,0.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,Neutral or Dissatisfied
41.0,3621.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,Satisfied
24.0,337.0,8.0,1.0,1.0,5.0,5.0,1.0,3.0,4.0,Satisfied
23.0,419.0,0.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,Neutral or Dissatisfied
55.0,3724.0,0.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,Satisfied
26.0,2667.0,8.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
22.0,227.0,0.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,Neutral or Dissatisfied
39.0,1025.0,0.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,Neutral or Dissatisfied
41.0,1747.0,0.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,Satisfied
70.0,528.0,0.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,Neutral or Dissatisfied
37.0,946.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,Neutral or Dissatisfied
45.0,1091.0,0.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,Neutral or Dissatisfied
24.0,909.0,0.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,Satisfied
55.0,1558.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,Neutral or Dissatisfied
58.0,697.0,7.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,Neutral or Dissatisfied
21.0,1071.0,0.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,Satisfied
39.0,125.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,Neutral or Dissatisfied
45.0,334.0,0.0,2.0,2.0,5.0,2.0,4.0,3.0,1.0,Neutral or Dissatisfied
39.0,257.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,Neutral or Dissatisfied
61.0,368.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,Neutral or Dissatisfied
43.0,1024.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,Satisfied
40.0,431.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,Satisfied
11.0,833.0,0.0,5.0,2.0,5.0,2.0,1.0,5.0,2.0,Neutral or Dissatisfied
69.0,265.0,0.0,2.0,0.0,2.0,2.0,3.0,4.0,3.0,Neutral or Dissatisfied
