Age,Flight Distance,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Satisfaction
53.0,600.0,0.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,Neutral or Dissatisfied
41.0,221.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,Satisfied
48.0,409.0,0.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,Neutral or Dissatisfied
50.0,295.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,5.0,Satisfied
62.0,1464.0,0.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,Neutral or Dissatisfied
21.0,746.0,0.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,Satisfied
12.0,362.0,0.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,Satisfied
33.0,2772.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,Neutral or Dissatisfied
23.0,763.0,0.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,Neutral or Dissatisfied
63.0,650.0,0.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,Satisfied
54.0,507.0,0.0,4.0,1.0,4.0,1.0,3.0,2.0,5.0,Neutral or Dissatisfied
45.0,1514.0,0.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,Neutral or Dissatisfied
40.0,271.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,Neutral or Dissatisfied
58.0,1829.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,Satisfied
45.0,746.0,0.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,Neutral or Dissatisfied
51.0,2166.0,1.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,Satisfied
22.0,266.0,0.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,Neutral or Dissatisfied
44.0,414.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,Neutral or Dissatisfied
20.0,1325.0,0.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,Neutral or Dissatisfied
42.0,181.0,0.0,4.0,1.0,4.0,5.0,1.0,3.0,5.0,Satisfied
27.0,689.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,Neutral or Dissatisfied
40.0,237.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,Neutral or Dissatisfied
49.0,258.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Satisfied
31.0,2478.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,Satisfied
45.0,3163.0,0.0,1.0,1.0,3.0,5.0,1.0,4.0,4.0,Satisfied
28.0,507.0,0.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,Satisfied
59.0,302.0,0.0,5.0,3.0,4.0,4.0,1.0,2.0,4.0,Neutral or Dissatisfied
32.0,602.0,0.0,1.0,4.0,5.0,5.0,4.0,1.0,5.0,Satisfied
60.0,872.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,Satisfied
42.0,302.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,Satisfied
11.0,321.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,Satisfied
45.0,2640.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,Satisfied
76.0,3902.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,Neutral or Dissatisfied
42.0,899.0,0.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,Satisfied
53.0,442.0,3.0,2.0,2.0,5.0,4.0,2.0,5.0,4.0,Satisfied
39.0,862.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,Neutral or Dissatisfied
50.0,3974.0,0.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,Satisfied
31.0,1535.0,0.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,Satisfied
53.0,1290.0,10.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,Neutral or Dissatisfied
39.0,342.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,Satisfied
33.0,1776.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,Satisfied
56.0,488.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,Neutral or Dissatisfied
56.0,2356.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,Satisfied
36.0,1652.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,Satisfied
33.0,399.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,Neutral or Dissatisfied
35.0,1521.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,Neutral or Dissatisfied
48.0,770.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,Neutral or Dissatisfied
37.0,1121.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,Satisfied
42.0,2041.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Satisfied
41.0,483.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,Satisfied
20.0,843.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,Satisfied
24.0,2296.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Satisfied
23.0,776.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,Satisfied
48.0,472.0,8.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,Neutral or Dissatisfied
17.0,1044.0,0.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,Satisfied
55.0,2475.0,0.0,2.0,2.0,4.0,2.0,3.0,5.0,1.0,Neutral or Dissatisfied
41.0,102.0,0.0,5.0,5.0,2.0,3.0,5.0,2.0,4.0,Neutral or Dissatisfied
64.0,991.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,Neutral or Dissatisfied
37.0,2699.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,Satisfied
8.0,1124.0,0.0,4.0,0.0,5.0,0.0,2.0,3.0,3.0,Satisfied
24.0,575.0,0.0,0.0,5.0,3.0,5.0,4.0,5.0,4.0,Satisfied
41.0,1631.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,Satisfied
20.0,842.0,0.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,Neutral or Dissatisfied
38.0,2545.0,0.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,Satisfied
23.0,934.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,Neutral or Dissatisfied
55.0,1175.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,Satisfied
33.0,2362.0,0.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,Satisfied
46.0,1731.0,0.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,Satisfied
28.0,337.0,0.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,Satisfied
36.0,354.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,Satisfied
57.0,909.0,0.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,Satisfied
13.0,212.0,2.0,0.0,0.0,4.0,0.0,4.0,5.0,5.0,Neutral or Dissatisfied
49.0,2243.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,Neutral or Dissatisfied
43.0,2135.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Neutral or Dissatisfied
54.0,762.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,Satisfied
55.0,354.0,0.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,Neutral or Dissatisfied
25.0,589.0,0.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,Satisfied
21.0,1773.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,Neutral or Dissatisfied
20.0,1338.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,Neutral or Dissatisfied
40.0,2095.0,0.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,Satisfied
21.0,1598.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Satisfied
28.0,762.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,Neutral or Dissatisfied
36.0,359.0,0.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,Satisfied
45.0,1874.0,0.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,Satisfied
31.0,458.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Neutral or Dissatisfied
30.0,2034.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,Satisfied
35.0,1055.0,0.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,Satisfied
23.0,1069.0,9.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,Neutral or Dissatisfied
28.0,1007.0,0.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,Satisfied
49.0,3128.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,5.0,Satisfied
46.0,925.0,0.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,Satisfied
45.0,1902.0,0.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,Satisfied
51.0,106.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,Satisfied
56.0,3272.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,Satisfied
58.0,1744.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,Satisfied
56.0,302.0,0.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,Satisfied
49.0,3285.0,0.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,Satisfied
60.0,1598.0,6.0,1.0,1.0,5.0,3.0,1.0,5.0,4.0,Satisfied
50.0,2475.0,0.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,Satisfied
23.0,3801.0,0.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,Satisfied
30.0,101.0,10.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,Neutral or Dissatisfied
49.0,406.0,0.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,Neutral or Dissatisfied
22.0,725.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,Neutral or Dissatisfied
33.0,931.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Satisfied
48.0,3239.0,0.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,Satisfied
64.0,488.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,4.0,Satisfied
29.0,631.0,0.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,Satisfied
27.0,2419.0,0.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
68.0,1521.0,0.0,5.0,2.0,4.0,5.0,3.0,2.0,5.0,Neutral or Dissatisfied
58.0,3262.0,0.0,2.0,2.0,5.0,5.0,2.0,3.0,5.0,Satisfied
57.0,224.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Satisfied
48.0,1619.0,0.0,4.0,0.0,4.0,3.0,4.0,2.0,4.0,Satisfied
8.0,488.0,0.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,Satisfied
33.0,2261.0,0.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,Neutral or Dissatisfied
59.0,814.0,0.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,Neutral or Dissatisfied
22.0,404.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,Neutral or Dissatisfied
54.0,366.0,0.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,Neutral or Dissatisfied
23.0,472.0,0.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,Satisfied
22.0,122.0,0.0,4.0,0.0,2.0,0.0,4.0,4.0,3.0,Neutral or Dissatisfied
53.0,2402.0,0.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,Satisfied
38.0,213.0,0.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,Neutral or Dissatisfied
57.0,2993.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,Satisfied
40.0,2475.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,Neutral or Dissatisfied
53.0,1037.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,Satisfied
26.0,541.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,Neutral or Dissatisfied
53.0,2787.0,6.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,Satisfied
62.0,1747.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,Satisfied
23.0,3530.0,7.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,Neutral or Dissatisfied
32.0,945.0,0.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,Satisfied
25.0,733.0,0.0,5.0,2.0,3.0,2.0,1.0,4.0,4.0,Neutral or Dissatisfied
56.0,3843.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,Satisfied
26.0,448.0,0.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,Neutral or Dissatisfied
47.0,3758.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,Satisfied
25.0,184.0,0.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,Neutral or Dissatisfied
53.0,746.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,Neutral or Dissatisfied
45.0,290.0,0.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,Neutral or Dissatisfied
32.0,357.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,Neutral or Dissatisfied
39.0,1553.0,0.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,Satisfied
54.0,2543.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,Satisfied
32.0,937.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,Neutral or Dissatisfied
17.0,1620.0,0.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,Neutral or Dissatisfied
36.0,567.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,Neutral or Dissatisfied
24.0,160.0,0.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,Neutral or Dissatisfied
50.0,1023.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,Neutral or Dissatisfied
30.0,680.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,Satisfied
43.0,1120.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,Satisfied
38.0,548.0,0.0,2.0,2.0,4.0,5.0,2.0,1.0,5.0,Satisfied
11.0,966.0,0.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,Neutral or Dissatisfied
39.0,1756.0,0.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,Satisfied
48.0,3489.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Satisfied
36.0,315.0,0.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,Neutral or Dissatisfied
26.0,501.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,2.0,Neutral or Dissatisfied
43.0,2835.0,0.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,Satisfied
37.0,641.0,0.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,Neutral or Dissatisfied
14.0,373.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,Neutral or Dissatisfied
54.0,3730.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,Satisfied
46.0,366.0,0.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,Neutral or Dissatisfied
32.0,209.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,Satisfied
19.0,2409.0,0.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,Satisfied
43.0,231.0,0.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,Satisfied
29.0,1184.0,0.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,Neutral or Dissatisfied
70.0,849.0,0.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,Neutral or Dissatisfied
53.0,693.0,0.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,Neutral or Dissatisfied
50.0,250.0,0.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,Neutral or Dissatisfied
58.0,946.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,Neutral or Dissatisfied
59.0,119.0,9.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,Neutral or Dissatisfied
20.0,1013.0,0.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,Neutral or Dissatisfied
33.0,909.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Satisfied
45.0,2565.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Satisfied
24.0,321.0,0.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,Neutral or Dissatisfied
14.0,1165.0,6.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,Satisfied
28.0,862.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,Satisfied
32.0,2639.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,Neutral or Dissatisfied
28.0,1076.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,Neutral or Dissatisfied
19.0,406.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,Neutral or Dissatisfied
46.0,2981.0,0.0,3.0,3.0,5.0,1.0,3.0,5.0,3.0,Satisfied
27.0,554.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,Neutral or Dissatisfied
51.0,214.0,0.0,4.0,3.0,5.0,3.0,3.0,5.0,1.0,Neutral or Dissatisfied
41.0,226.0,0.0,5.0,0.0,3.0,0.0,5.0,4.0,3.0,Neutral or Dissatisfied
38.0,361.0,0.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,Neutral or Dissatisfied
54.0,2705.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,Satisfied
52.0,1670.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,Satisfied
49.0,296.0,0.0,2.0,2.0,5.0,2.0,1.0,4.0,5.0,Neutral or Dissatisfied
34.0,1767.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Neutral or Dissatisfied
51.0,2359.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,Satisfied
38.0,325.0,0.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,Neutral or Dissatisfied
47.0,325.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,Satisfied
36.0,187.0,0.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,Neutral or Dissatisfied
42.0,1224.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,Neutral or Dissatisfied
19.0,325.0,0.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,Satisfied
40.0,748.0,0.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,Neutral or Dissatisfied
63.0,432.0,10.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,Satisfied
31.0,2988.0,0.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,Neutral or Dissatisfied
12.0,544.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,Neutral or Dissatisfied
36.0,835.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,Neutral or Dissatisfied
55.0,985.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,Satisfied
35.0,125.0,9.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,Neutral or Dissatisfied
51.0,1072.0,0.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,Satisfied
30.0,201.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,Satisfied
7.0,1107.0,0.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,Neutral or Dissatisfied
26.0,646.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,Satisfied
36.0,1028.0,0.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,Neutral or Dissatisfied
40.0,156.0,0.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,Neutral or Dissatisfied
39.0,588.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Neutral or Dissatisfied
41.0,453.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,Neutral or Dissatisfied
37.0,618.0,0.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,Satisfied
24.0,1090.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,Neutral or Dissatisfied
53.0,152.0,3.0,4.0,0.0,4.0,0.0,1.0,5.0,2.0,Neutral or Dissatisfied
23.0,102.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,Neutral or Dissatisfied
59.0,2086.0,0.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,Neutral or Dissatisfied
30.0,1489.0,0.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0,Satisfied
43.0,304.0,0.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,Neutral or Dissatisfied
31.0,2201.0,0.0,5.0,5.0,3.0,2.0,5.0,5.0,2.0,Satisfied
31.0,692.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,Satisfied
36.0,550.0,0.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,Neutral or Dissatisfied
25.0,3444.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,Neutral or Dissatisfied
60.0,991.0,0.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,Neutral or Dissatisfied
25.0,802.0,0.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,Neutral or Dissatisfied
39.0,152.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,Neutral or Dissatisfied
54.0,950.0,0.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,Satisfied
43.0,2419.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,Satisfied
29.0,1598.0,0.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,Neutral or Dissatisfied
21.0,674.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,Neutral or Dissatisfied
40.0,530.0,0.0,5.0,2.0,3.0,2.0,3.0,5.0,1.0,Neutral or Dissatisfied
30.0,999.0,0.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,Neutral or Dissatisfied
58.0,1773.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,Neutral or Dissatisfied
41.0,305.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,Satisfied
60.0,236.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Satisfied
50.0,1947.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,Satisfied
65.0,641.0,7.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,Neutral or Dissatisfied
68.0,2475.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,Neutral or Dissatisfied
54.0,980.0,0.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,Neutral or Dissatisfied
23.0,991.0,0.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
36.0,395.0,0.0,0.0,3.0,5.0,3.0,2.0,5.0,5.0,Neutral or Dissatisfied
61.0,2349.0,0.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,Satisfied
50.0,862.0,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Satisfied
14.0,1124.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,Neutral or Dissatisfied
41.0,594.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Satisfied
7.0,1157.0,0.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,Neutral or Dissatisfied
60.0,733.0,0.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,Neutral or Dissatisfied
51.0,431.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,Satisfied
48.0,1680.0,0.0,5.0,0.0,3.0,5.0,4.0,4.0,5.0,Satisfied
46.0,334.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,Neutral or Dissatisfied
57.0,1723.0,0.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,Satisfied
53.0,1608.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,Satisfied
23.0,192.0,0.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,Neutral or Dissatisfied
70.0,1428.0,0.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Neutral or Dissatisfied
20.0,304.0,0.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,Satisfied
60.0,1851.0,0.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,Satisfied
39.0,147.0,0.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,Satisfied
56.0,236.0,0.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,Satisfied
57.0,212.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,Neutral or Dissatisfied
14.0,631.0,9.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,Neutral or Dissatisfied
26.0,762.0,0.0,5.0,2.0,5.0,2.0,1.0,5.0,4.0,Neutral or Dissatisfied
44.0,1020.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,Neutral or Dissatisfied
33.0,744.0,0.0,4.0,1.0,5.0,1.0,2.0,5.0,1.0,Neutral or Dissatisfied
45.0,2978.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Neutral or Dissatisfied
59.0,908.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,Neutral or Dissatisfied
66.0,412.0,0.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,Satisfied
26.0,383.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,Neutral or Dissatisfied
54.0,134.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,Neutral or Dissatisfied
17.0,873.0,8.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,Neutral or Dissatisfied
79.0,414.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Neutral or Dissatisfied
23.0,929.0,0.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,Neutral or Dissatisfied
30.0,1814.0,0.0,3.0,4.0,1.0,4.0,1.0,2.0,4.0,Neutral or Dissatisfied
20.0,1061.0,0.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,Neutral or Dissatisfied
38.0,748.0,0.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,Satisfied
38.0,712.0,0.0,3.0,2.0,5.0,2.0,3.0,1.0,4.0,Neutral or Dissatisfied
37.0,997.0,0.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,Satisfied
26.0,1587.0,0.0,0.0,0.0,5.0,4.0,3.0,4.0,2.0,Satisfied
33.0,812.0,0.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,Satisfied
29.0,829.0,0.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,Neutral or Dissatisfied
14.0,601.0,0.0,2.0,2.0,5.0,5.0,2.0,1.0,5.0,Satisfied
35.0,3158.0,0.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,Neutral or Dissatisfied
56.0,1009.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,Satisfied
47.0,236.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,Satisfied
13.0,370.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,Neutral or Dissatisfied
59.0,1587.0,0.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,Satisfied
