ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group
92385,Female,26,First-time,Business,1489,3,0,0,0,3,0,2,3,3,2,3,3,5,3,4,Satisfied,moderate distance
92387,Female,49,Returning,Business,1892,0,0,4,4,4,4,4,4,4,4,3,2,4,4,4,Satisfied,long distance
92388,Male,59,Returning,Business,2139,0,8,1,1,3,5,1,4,5,5,5,4,4,4,4,Satisfied,long distance
92389,Male,32,Returning,Business,2092,4,0,5,5,4,4,5,5,4,2,4,4,4,4,4,Satisfied,long distance
92390,Female,48,Returning,Business,1892,2,0,5,2,5,4,5,4,5,4,3,2,4,4,4,Satisfied,long distance
92392,Male,34,First-time,Business,2139,0,0,3,3,4,3,1,4,5,2,5,5,5,5,5,Neutral or Dissatisfied,long distance
92393,Female,28,First-time,Business,2139,0,0,3,3,3,3,4,4,3,2,2,2,4,2,5,Neutral or Dissatisfied,long distance
92394,Male,53,Returning,Business,2139,0,6,1,1,4,3,1,4,4,4,3,2,4,4,4,Satisfied,long distance
92396,Female,42,Returning,Business,1947,0,0,4,4,4,5,4,4,4,4,3,2,4,4,4,Satisfied,long distance
92397,Male,34,Returning,Business,1947,0,6,3,3,4,4,3,5,4,5,5,4,5,5,5,Satisfied,long distance
92398,Male,48,Returning,Business,1892,0,3,1,1,5,4,1,3,4,4,4,2,3,3,3,Satisfied,long distance
92399,Female,45,Returning,Business,1947,0,0,1,1,4,3,1,4,4,4,4,3,4,4,4,Satisfied,long distance
92400,Female,43,Returning,Business,1892,0,0,5,1,4,3,5,5,5,5,4,2,5,5,5,Satisfied,long distance
92401,Male,51,Returning,Business,1919,7,0,3,3,3,3,3,2,4,2,4,5,2,2,2,Satisfied,long distance
92402,Female,56,Returning,Business,1947,3,4,1,1,4,3,1,5,5,5,5,4,5,5,5,Satisfied,long distance
92403,Male,42,Returning,Business,1892,0,0,5,5,5,4,5,5,4,5,4,4,5,5,5,Satisfied,long distance
92404,Male,35,First-time,Business,1947,0,9,2,2,4,2,1,4,1,5,1,1,4,1,3,Neutral or Dissatisfied,long distance
92405,Male,36,Returning,Business,1947,0,0,4,3,5,5,4,4,5,4,4,4,4,4,4,Satisfied,long distance
92406,Male,21,First-time,Business,717,0,0,0,5,3,5,2,4,1,3,5,5,4,5,5,Satisfied,short distance
92407,Male,23,First-time,Economy,833,0,0,5,5,4,5,3,4,3,3,3,3,5,3,3,Satisfied,short distance
92409,Female,40,Returning,Business,2139,0,0,1,1,2,4,1,4,4,4,4,5,4,4,4,Neutral or Dissatisfied,long distance
92411,Female,33,Returning,Business,1919,0,0,5,5,1,4,5,3,4,3,1,1,3,3,3,Neutral or Dissatisfied,long distance
92412,Female,25,Returning,Business,1892,0,5,4,4,3,4,4,5,4,3,4,4,4,4,5,Satisfied,long distance
92414,Male,39,Returning,Business,1947,8,0,5,5,4,5,5,5,4,5,3,4,5,5,5,Satisfied,long distance
92415,Female,22,First-time,Economy,1165,0,0,3,3,4,3,4,3,2,4,2,2,4,2,3,Neutral or Dissatisfied,moderate distance
92418,Male,44,Returning,Business,2116,0,0,2,2,3,4,2,4,5,4,3,5,4,4,4,Satisfied,long distance
92419,Female,50,Returning,Business,1947,0,0,3,3,3,4,3,4,4,4,5,4,4,4,4,Satisfied,long distance
92421,Female,55,Returning,Business,1892,1,2,4,4,5,4,4,4,4,4,5,4,4,4,4,Satisfied,long distance
92422,Female,48,Returning,Business,2092,7,0,5,5,5,3,5,4,4,4,5,5,4,4,4,Satisfied,long distance
92423,Male,46,Returning,Business,1919,0,0,4,4,3,5,4,4,4,4,4,4,4,4,4,Satisfied,long distance
92427,Female,42,First-time,Business,1947,5,0,3,3,5,3,3,3,2,4,2,2,5,2,5,Neutral or Dissatisfied,long distance
92428,Female,44,Returning,Business,2116,0,0,3,3,3,5,3,5,4,5,4,4,5,5,5,Satisfied,long distance
92429,Female,46,Returning,Business,1919,2,6,4,3,3,4,4,5,4,5,4,3,5,5,5,Satisfied,long distance
92430,Female,34,Returning,Business,1919,0,0,4,2,2,2,2,2,3,2,4,1,2,2,2,Neutral or Dissatisfied,long distance
92432,Male,56,Returning,Business,1892,0,0,2,2,4,4,2,4,5,4,4,4,4,4,4,Satisfied,long distance
92434,Female,55,First-time,Business,1133,0,0,4,4,5,4,4,5,3,4,3,3,4,3,5,Satisfied,moderate distance
92435,Male,49,Returning,Business,1919,6,0,4,4,5,3,4,4,4,4,5,5,4,4,4,Satisfied,long distance
92436,Male,48,Returning,Business,1947,10,2,4,4,4,4,4,5,5,5,4,3,5,5,5,Satisfied,long distance
92437,Male,43,Returning,Business,1892,0,0,2,4,5,4,4,5,4,5,5,5,5,5,5,Satisfied,long distance
92438,Female,49,Returning,Business,2139,4,4,4,4,4,3,4,5,4,5,4,5,5,5,5,Satisfied,long distance
92439,Female,52,Returning,Business,1919,0,1,4,4,4,5,4,5,4,5,3,2,5,5,5,Satisfied,long distance
92441,Male,29,Returning,Business,1947,1,0,3,3,3,4,3,4,4,5,4,4,5,4,3,Satisfied,long distance
92442,Male,53,Returning,Business,2139,0,1,3,3,4,4,3,2,3,2,4,4,2,2,2,Neutral or Dissatisfied,long distance
92443,Female,39,Returning,Business,2092,4,0,3,3,3,3,3,3,2,3,4,4,3,3,3,Neutral or Dissatisfied,long distance
92444,Male,56,Returning,Business,1892,0,0,1,1,4,5,1,4,4,5,3,5,4,4,4,Satisfied,long distance
92445,Male,39,Returning,Business,2139,1,0,5,1,4,4,1,4,5,4,3,5,4,4,4,Satisfied,long distance
92446,Male,48,First-time,Business,2092,8,0,3,3,3,3,2,4,5,5,5,5,4,5,5,Neutral or Dissatisfied,long distance
92447,Male,41,Returning,Economy,1892,0,0,4,5,1,3,4,3,2,1,2,2,4,2,4,Neutral or Dissatisfied,long distance
92448,Male,56,Returning,Business,1892,0,0,3,3,5,3,3,5,4,5,3,5,5,5,5,Satisfied,long distance
92449,Male,45,Returning,Business,2139,0,0,3,3,3,5,3,5,5,4,4,4,5,5,5,Satisfied,long distance
92450,Male,51,Returning,Business,1892,0,0,3,2,3,3,3,4,5,4,5,5,4,4,4,Satisfied,long distance
92451,Female,18,Returning,Business,2139,0,0,1,1,1,2,1,2,3,2,3,3,3,3,3,Neutral or Dissatisfied,long distance
92452,Male,25,Returning,Business,1947,0,0,4,5,4,2,5,3,3,3,3,3,4,3,4,Neutral or Dissatisfied,long distance
92453,Male,45,Returning,Business,1947,0,0,1,1,4,3,1,4,5,4,4,5,4,4,4,Satisfied,long distance
92454,Male,32,Returning,Business,2092,0,0,4,4,4,4,4,3,4,5,4,4,5,4,3,Satisfied,long distance
92455,Female,66,Returning,Business,1892,0,0,0,0,1,3,2,1,2,0,3,5,1,1,1,Neutral or Dissatisfied,long distance
92456,Female,34,First-time,Business,2139,0,0,3,3,3,3,1,5,3,2,3,3,4,3,4,Neutral or Dissatisfied,long distance
92458,Female,44,First-time,Business,2139,0,0,3,3,3,3,3,3,2,5,2,2,5,2,3,Neutral or Dissatisfied,long distance
92459,Male,41,Returning,Business,2139,0,0,3,1,4,5,3,4,4,4,5,2,4,4,4,Satisfied,long distance
92460,Female,63,Returning,Business,1947,0,0,5,5,4,2,5,3,3,3,3,1,3,3,3,Neutral or Dissatisfied,long distance
92462,Male,46,First-time,Economy,1892,0,0,3,3,4,3,3,3,2,4,2,2,3,2,4,Neutral or Dissatisfied,long distance
92463,Female,36,First-time,Business,1892,0,1,3,3,3,3,4,4,1,2,3,3,5,3,4,Neutral or Dissatisfied,long distance
92464,Female,28,First-time,Economy,2139,4,0,3,3,3,3,1,3,5,2,5,5,2,5,1,Neutral or Dissatisfied,long distance
92466,Female,30,First-time,Business,1919,0,0,1,1,3,1,1,4,1,2,1,1,4,1,4,Neutral or Dissatisfied,long distance
92467,Male,47,Returning,Economy,2139,0,0,2,2,1,2,2,4,2,3,2,2,3,2,4,Neutral or Dissatisfied,long distance
92468,Male,25,Returning,Business,1892,0,0,2,2,3,2,2,1,2,5,2,2,4,2,3,Neutral or Dissatisfied,long distance
92471,Female,60,Returning,Business,1947,8,0,3,5,3,3,5,5,5,5,4,4,5,5,5,Satisfied,long distance
92472,Female,54,Returning,Business,1947,0,0,4,3,5,4,3,4,5,4,3,4,4,4,4,Satisfied,long distance
92473,Female,39,Returning,Business,2139,0,0,1,5,5,5,1,3,5,3,3,4,3,3,3,Satisfied,long distance
92474,Male,31,Returning,Business,2139,0,0,1,1,2,2,1,2,2,1,2,2,2,2,3,Neutral or Dissatisfied,long distance
92475,Female,49,Returning,Business,1947,8,0,3,3,4,4,3,4,4,4,3,2,4,4,4,Satisfied,long distance
92477,Female,59,Returning,Business,1892,0,0,2,2,4,4,2,5,5,5,4,2,5,5,5,Satisfied,long distance
92478,Male,48,Returning,Economy,1919,0,5,4,4,4,3,4,1,3,3,3,3,3,3,2,Neutral or Dissatisfied,long distance
92480,Female,43,Returning,Business,1919,0,0,3,3,1,4,3,2,3,2,3,2,2,2,2,Neutral or Dissatisfied,long distance
92482,Male,25,Returning,Business,1947,0,0,1,1,2,3,1,4,3,5,3,3,3,3,3,Neutral or Dissatisfied,long distance
92483,Male,25,Returning,Business,1947,6,0,1,1,4,5,1,5,5,3,5,5,5,5,3,Satisfied,long distance
92484,Male,25,First-time,Business,2139,0,0,0,5,4,5,4,5,3,2,3,3,4,3,3,Satisfied,long distance
92485,Male,54,Returning,Economy,2139,3,0,4,4,3,2,4,1,2,4,2,2,3,2,3,Neutral or Dissatisfied,long distance
92487,Female,40,Returning,Business,2092,2,0,1,2,3,3,1,3,3,3,2,1,3,3,3,Neutral or Dissatisfied,long distance
92490,Male,35,Returning,Economy,1947,0,0,4,4,1,5,4,3,4,3,4,4,4,4,3,Satisfied,long distance
92494,Female,38,Returning,Business,3081,0,0,4,4,4,2,4,4,1,4,2,2,4,4,4,Satisfied,long distance
92495,Male,68,Returning,Economy,639,0,0,2,1,5,3,2,1,4,5,4,4,1,4,5,Satisfied,short distance
92496,Male,18,Returning,Business,1947,0,0,3,3,4,4,3,5,4,4,4,4,3,4,3,Satisfied,long distance
92497,Female,49,Returning,Economy,639,1,0,2,2,5,4,2,4,2,4,3,5,4,4,4,Satisfied,short distance
92498,Female,34,Returning,Business,2116,0,0,5,5,4,2,5,4,1,4,3,5,4,4,4,Satisfied,long distance
92499,Male,16,Returning,Business,1892,0,0,5,3,1,4,5,2,4,4,4,4,3,4,2,Satisfied,long distance
92501,Female,16,First-time,Economy,1892,0,0,3,3,2,3,3,4,3,1,3,3,3,3,4,Neutral or Dissatisfied,long distance
92502,Female,60,Returning,Business,3537,10,0,1,1,4,3,1,5,5,5,5,2,5,5,5,Satisfied,long distance
92503,Male,80,Returning,Economy,447,0,0,4,4,3,3,4,1,3,1,3,3,1,3,1,Neutral or Dissatisfied,short distance
92504,Male,40,First-time,Economy,639,0,0,3,1,2,1,1,2,4,4,4,4,1,4,1,Neutral or Dissatisfied,short distance
92505,Male,53,Returning,Business,419,0,0,2,2,3,4,2,1,3,2,4,3,1,1,1,Neutral or Dissatisfied,short distance
92506,Male,51,Returning,Economy,2139,0,0,5,3,5,3,4,5,2,5,2,2,5,2,4,Satisfied,long distance
92507,Male,25,Returning,Economy,1947,0,0,4,4,5,4,4,4,1,4,1,1,5,1,4,Satisfied,long distance
92508,Male,55,Returning,Economy,1892,2,0,2,2,4,2,2,1,1,3,1,1,2,1,2,Neutral or Dissatisfied,long distance
92509,Female,42,Returning,Economy,1892,0,0,5,4,4,1,2,2,5,4,2,2,2,2,2,Satisfied,long distance
92510,Female,30,Returning,Economy,2116,0,0,1,1,1,1,4,1,3,3,2,2,4,2,4,Neutral or Dissatisfied,long distance
92511,Male,48,Returning,Economy,1947,1,0,4,3,5,3,2,4,4,3,4,4,5,4,5,Neutral or Dissatisfied,long distance
92512,Male,50,Returning,Economy,1947,0,0,4,2,5,2,3,3,4,4,4,4,5,4,4,Neutral or Dissatisfied,long distance
92513,Male,45,Returning,Economy,1919,5,0,5,2,4,2,3,5,5,5,5,5,5,5,5,Neutral or Dissatisfied,long distance
92514,Male,55,Returning,Economy,1919,0,0,3,2,2,2,3,1,4,5,4,4,3,4,3,Neutral or Dissatisfied,long distance
92515,Male,55,Returning,Economy,1919,0,0,5,3,5,3,4,5,4,2,3,3,4,3,4,Neutral or Dissatisfied,long distance
92516,Male,17,Returning,Economy,1947,5,6,2,3,1,3,4,2,3,4,3,3,4,3,3,Neutral or Dissatisfied,long distance
92517,Male,34,Returning,Economy,1919,0,0,4,1,4,1,2,5,5,5,3,3,4,3,5,Neutral or Dissatisfied,long distance
92518,Female,39,Returning,Economy,1947,0,0,4,3,3,3,5,4,1,3,1,1,4,1,5,Neutral or Dissatisfied,long distance
92519,Male,24,Returning,Economy,1947,0,0,4,2,3,2,4,3,1,5,1,1,4,1,5,Neutral or Dissatisfied,long distance
92520,Female,18,Returning,Economy,2139,0,0,5,4,5,4,1,3,5,4,1,1,4,1,5,Neutral or Dissatisfied,long distance
92521,Male,69,Returning,Economy,1947,0,0,5,3,3,3,2,5,1,3,1,1,4,1,5,Neutral or Dissatisfied,long distance
92524,Female,67,Returning,Economy,1919,0,0,5,0,5,5,2,1,5,0,3,4,1,1,1,Neutral or Dissatisfied,long distance
92525,Male,24,Returning,Economy,1947,0,0,4,0,5,0,1,5,1,2,1,1,4,1,5,Neutral or Dissatisfied,long distance
92526,Female,18,Returning,Economy,1947,0,0,4,3,3,3,3,3,1,3,1,1,5,1,3,Neutral or Dissatisfied,long distance
92527,Female,62,Returning,Economy,2139,0,0,5,5,4,4,3,3,4,5,3,4,3,3,1,Satisfied,long distance
92528,Male,57,Returning,Economy,1947,0,0,4,3,5,3,2,5,2,2,2,2,4,2,4,Neutral or Dissatisfied,long distance
92529,Female,21,Returning,Economy,1947,0,0,1,2,3,2,3,1,2,1,5,5,4,5,3,Neutral or Dissatisfied,long distance
92532,Male,64,Returning,Economy,1947,8,0,4,1,3,1,5,4,2,2,2,2,5,2,5,Neutral or Dissatisfied,long distance
92533,Male,66,Returning,Economy,1892,0,0,3,2,1,2,3,3,3,5,3,3,3,3,3,Neutral or Dissatisfied,long distance
92535,Female,57,Returning,Economy,2116,6,0,2,2,2,3,4,4,3,2,4,5,4,4,4,Neutral or Dissatisfied,long distance
92536,Female,18,Returning,Economy,1919,0,0,4,1,5,1,1,4,5,4,5,5,4,5,5,Neutral or Dissatisfied,long distance
92537,Female,68,Returning,Economy,1947,0,0,4,2,4,5,2,3,4,2,4,3,3,3,3,Neutral or Dissatisfied,long distance
92538,Male,62,Returning,Economy,1947,5,4,5,0,3,0,4,5,2,5,2,2,5,2,5,Satisfied,long distance
92539,Male,14,Returning,Economy,1947,4,0,5,1,5,1,1,4,5,2,5,5,5,5,3,Neutral or Dissatisfied,long distance
92540,Male,59,Returning,Economy,1947,0,0,4,2,3,2,1,5,5,5,4,4,4,4,4,Neutral or Dissatisfied,long distance
92541,Male,33,Returning,Economy,1947,0,0,4,4,5,4,3,4,5,3,5,5,4,5,3,Neutral or Dissatisfied,long distance
92542,Male,69,Returning,Economy,2139,0,0,4,2,3,2,2,3,5,4,5,5,5,5,5,Neutral or Dissatisfied,long distance
92543,Female,15,Returning,Economy,2139,10,0,5,1,5,1,1,5,3,5,3,3,5,3,5,Neutral or Dissatisfied,long distance
92544,Male,32,Returning,Economy,2092,8,0,4,3,5,3,5,3,5,4,4,4,4,4,4,Neutral or Dissatisfied,long distance
92546,Female,53,Returning,Economy,2139,0,0,4,2,3,5,2,2,4,2,4,4,2,2,2,Neutral or Dissatisfied,long distance
92547,Male,63,Returning,Economy,1892,9,3,5,1,3,1,4,2,2,3,2,2,5,2,4,Neutral or Dissatisfied,long distance
92549,Female,12,Returning,Economy,1892,0,0,3,2,3,2,2,3,1,1,1,1,2,1,2,Neutral or Dissatisfied,long distance
92550,Male,46,Returning,Economy,1947,0,0,4,3,4,3,4,3,4,5,3,3,4,3,4,Neutral or Dissatisfied,long distance
92551,Female,37,Returning,Economy,1947,0,0,4,4,3,4,2,3,3,3,3,3,5,3,4,Satisfied,long distance
92552,Male,62,Returning,Economy,1892,0,0,2,2,1,2,3,4,1,3,2,2,3,2,4,Neutral or Dissatisfied,long distance
92553,Male,28,Returning,Economy,1892,0,0,2,1,1,1,3,3,4,3,4,4,4,4,4,Neutral or Dissatisfied,long distance
92555,Female,25,Returning,Economy,1947,6,10,5,3,3,3,3,3,3,5,3,3,4,3,3,Neutral or Dissatisfied,long distance
92556,Female,46,Returning,Economy,2092,4,0,0,2,3,5,3,5,5,2,5,2,5,5,5,Neutral or Dissatisfied,long distance
92557,Female,58,Returning,Economy,1892,8,0,4,1,1,4,3,2,5,1,5,4,2,2,4,Neutral or Dissatisfied,long distance
92558,Male,20,Returning,Economy,1947,4,0,4,3,3,3,4,5,4,2,5,5,4,5,3,Neutral or Dissatisfied,long distance
92559,Female,19,Returning,Economy,2116,3,0,1,3,3,3,2,4,1,2,1,1,1,1,2,Satisfied,long distance
92560,Male,52,Returning,Economy,2139,0,0,4,2,4,2,3,5,4,5,4,4,5,4,5,Neutral or Dissatisfied,long distance
92561,Male,35,Returning,Economy,2139,0,0,5,3,5,3,3,5,2,2,2,2,5,2,5,Neutral or Dissatisfied,long distance
92562,Female,43,Returning,Business,1947,0,0,5,5,3,5,5,4,5,4,5,5,4,4,4,Satisfied,long distance
92563,Male,60,Returning,Business,1892,0,0,5,2,3,4,5,4,4,4,4,3,4,4,4,Satisfied,long distance
92564,Male,23,Returning,Business,1919,0,0,2,2,5,2,2,3,2,4,2,2,4,2,3,Satisfied,long distance
92565,Male,29,Returning,Economy Plus,1892,0,1,4,4,3,1,4,1,1,2,1,1,4,1,2,Neutral or Dissatisfied,long distance
92566,Male,29,Returning,Business,2139,0,0,5,5,4,4,5,3,4,5,4,4,4,4,3,Satisfied,long distance
92567,Female,54,Returning,Business,2139,0,1,3,3,3,4,3,5,5,5,3,3,5,5,5,Satisfied,long distance
92568,Female,56,Returning,Business,2139,0,0,4,4,5,4,4,3,5,3,4,5,3,3,3,Satisfied,long distance
92569,Female,41,Returning,Business,2139,0,0,4,4,3,4,4,4,4,4,4,3,4,4,4,Satisfied,long distance
92570,Female,63,Returning,Economy Plus,1947,0,0,5,5,3,1,5,1,3,1,1,3,1,1,1,Neutral or Dissatisfied,long distance
92571,Male,22,First-time,Economy,1324,0,0,1,1,4,2,3,3,1,5,2,2,4,2,4,Neutral or Dissatisfied,moderate distance
92572,Female,49,Returning,Business,2139,0,0,1,1,5,5,1,3,5,4,4,2,3,3,3,Satisfied,long distance
92573,Female,38,Returning,Economy Plus,1947,0,0,1,1,1,2,1,3,2,1,2,2,2,2,1,Neutral or Dissatisfied,long distance
92574,Male,35,Returning,Economy Plus,1947,1,0,4,4,2,3,4,3,3,1,3,3,3,3,2,Neutral or Dissatisfied,long distance
92575,Male,32,Returning,Economy Plus,1947,0,0,4,1,3,1,1,3,1,1,1,1,4,1,4,Neutral or Dissatisfied,long distance
92576,Female,44,Returning,Business,1892,0,0,5,5,5,3,5,4,5,4,5,4,4,4,4,Satisfied,long distance
92577,Male,80,Returning,Economy Plus,592,0,0,3,3,5,5,3,3,5,5,5,5,2,5,3,Satisfied,short distance
92578,Male,42,Returning,Economy Plus,2139,0,0,1,2,2,2,2,4,2,5,2,2,3,2,1,Neutral or Dissatisfied,long distance
92579,Male,70,Returning,Economy Plus,2139,0,0,4,3,1,3,3,1,3,1,3,3,3,3,4,Neutral or Dissatisfied,long distance
92580,Female,17,Returning,Economy Plus,2092,0,9,4,4,4,4,5,4,1,5,4,4,5,4,4,Neutral or Dissatisfied,long distance
92581,Male,44,Returning,Economy Plus,2139,1,0,1,1,4,2,1,3,2,2,2,2,3,2,3,Neutral or Dissatisfied,long distance
92582,Female,52,Returning,Business,2139,0,0,1,2,3,4,1,4,5,4,5,3,4,4,4,Satisfied,long distance
92583,Male,30,Returning,Business,1947,7,0,1,1,3,4,1,3,4,2,4,4,5,4,4,Satisfied,long distance
92584,Male,36,Returning,Economy Plus,419,0,0,5,5,3,2,5,1,2,2,2,2,1,2,1,Satisfied,short distance
92585,Female,56,Returning,Business,2218,3,0,3,2,3,5,3,4,4,4,5,5,4,4,4,Satisfied,long distance
92586,Female,28,First-time,Business,2342,0,5,3,3,4,3,3,5,1,2,3,3,5,3,3,Satisfied,long distance
92587,Female,24,Returning,Business,2158,0,0,1,1,3,5,1,4,5,4,5,5,4,5,4,Satisfied,long distance
92589,Male,26,Returning,Business,2342,0,0,1,1,3,5,1,5,5,2,5,5,4,5,5,Satisfied,long distance
92590,Female,44,First-time,Business,2342,0,0,1,1,3,1,4,3,2,4,2,2,4,2,5,Neutral or Dissatisfied,long distance
92592,Male,10,Returning,Economy,2218,0,0,4,4,3,4,4,2,2,4,4,4,3,4,3,Neutral or Dissatisfied,long distance
92593,Male,35,Returning,Economy,2218,0,7,4,4,4,3,4,1,3,2,3,3,4,3,4,Neutral or Dissatisfied,long distance
92594,Female,55,Returning,Business,2342,6,0,2,2,3,3,2,5,5,5,5,4,5,5,5,Satisfied,long distance
92596,Male,24,Returning,Business,2218,0,0,2,2,4,4,2,3,4,2,4,4,5,4,5,Satisfied,long distance
92599,Male,45,Returning,Business,2158,5,0,2,2,4,4,2,2,3,2,3,4,2,2,2,Neutral or Dissatisfied,long distance
92600,Male,35,Returning,Business,2218,0,8,5,5,4,1,5,2,2,2,4,1,2,2,2,Neutral or Dissatisfied,long distance
92602,Male,56,Returning,Business,2158,4,0,1,1,3,3,1,3,4,3,2,1,3,3,3,Neutral or Dissatisfied,long distance
92603,Male,42,Returning,Economy,718,1,0,3,3,3,4,3,4,4,5,4,4,5,4,2,Satisfied,short distance
92604,Female,44,First-time,Economy,842,0,0,3,3,3,3,3,1,4,5,4,4,3,4,4,Neutral or Dissatisfied,moderate distance
92605,Female,68,Returning,Economy,2342,1,0,1,3,4,4,4,4,4,3,4,5,4,4,4,Neutral or Dissatisfied,long distance
92607,Female,48,Returning,Economy,2218,0,0,3,3,4,2,3,2,4,3,1,1,2,2,2,Neutral or Dissatisfied,long distance
92608,Female,66,Returning,Economy,2342,0,0,3,2,1,3,3,2,3,2,3,1,2,2,2,Neutral or Dissatisfied,long distance
92609,Female,34,Returning,Economy,2218,0,0,1,3,1,3,3,1,5,4,5,5,4,5,4,Neutral or Dissatisfied,long distance
92611,Female,33,Returning,Economy Plus,2342,0,0,3,3,4,3,3,1,4,4,4,4,3,4,3,Neutral or Dissatisfied,long distance
92613,Male,53,Returning,Business,453,0,0,5,5,3,3,5,4,4,3,4,5,4,4,4,Neutral or Dissatisfied,short distance
92614,Male,69,First-time,Business,453,0,5,3,3,4,3,1,4,2,3,2,2,4,2,5,Neutral or Dissatisfied,short distance
92615,Male,57,Returning,Business,453,0,0,3,2,2,3,2,2,5,2,4,5,2,2,2,Neutral or Dissatisfied,short distance
92616,Female,60,Returning,Business,453,9,5,5,4,4,5,3,1,4,4,3,5,1,1,1,Neutral or Dissatisfied,short distance
92617,Male,55,Returning,Business,453,0,0,4,4,4,5,4,2,5,2,5,5,2,2,2,Satisfied,short distance
92618,Female,44,Returning,Business,1781,0,0,5,5,5,5,5,4,5,5,3,2,4,4,4,Satisfied,long distance
92620,Male,44,Returning,Business,453,0,10,1,1,5,4,1,5,5,5,3,4,5,5,5,Satisfied,short distance
92621,Male,59,Returning,Business,3601,0,0,3,3,4,4,3,4,5,5,3,3,4,4,4,Satisfied,long distance
92623,Male,58,Returning,Business,453,0,9,5,5,3,4,5,4,5,5,4,5,4,4,4,Satisfied,short distance
92624,Female,44,Returning,Business,2709,0,0,2,2,4,5,2,5,5,5,5,3,5,5,5,Satisfied,long distance
92625,Female,44,Returning,Business,2531,0,0,2,2,4,4,2,4,5,4,4,2,4,4,4,Satisfied,long distance
92627,Male,56,Returning,Business,1970,0,0,2,2,3,5,2,4,5,4,3,3,4,4,4,Satisfied,long distance
92628,Female,37,First-time,Economy,453,0,0,4,2,2,2,3,4,3,4,3,3,3,3,4,Neutral or Dissatisfied,short distance
92629,Female,51,Returning,Economy,453,9,0,5,5,2,3,5,3,2,3,3,4,3,3,3,Neutral or Dissatisfied,short distance
92631,Female,52,Returning,Economy,453,0,0,0,0,1,4,4,2,3,1,2,5,2,2,2,Neutral or Dissatisfied,short distance
92633,Male,46,Returning,Business,2643,0,3,3,3,5,4,3,3,4,3,3,2,3,3,3,Satisfied,long distance
92634,Female,56,Returning,Business,1564,0,0,5,5,5,4,5,5,5,4,3,3,5,5,5,Satisfied,moderate distance
92635,Male,58,Returning,Business,453,0,0,3,3,4,4,3,5,4,5,5,4,5,5,5,Satisfied,short distance
92637,Male,52,Returning,Business,3031,0,0,5,5,5,4,5,4,5,4,4,4,4,4,4,Satisfied,long distance
92638,Female,61,Returning,Business,1606,0,0,1,1,4,3,1,3,4,3,2,1,3,3,3,Neutral or Dissatisfied,moderate distance
92639,Male,25,First-time,Economy,453,0,0,4,2,2,2,5,3,3,5,2,2,2,2,3,Neutral or Dissatisfied,short distance
92640,Male,41,First-time,Economy,453,6,2,0,3,2,3,3,3,2,1,2,2,3,2,4,Neutral or Dissatisfied,short distance
92641,Female,38,First-time,Economy,453,0,3,0,3,2,3,4,1,4,1,4,4,4,4,4,Neutral or Dissatisfied,short distance
92642,Female,65,Returning,Business,3891,0,0,3,5,1,3,3,5,3,5,4,4,5,5,5,Satisfied,long distance
92643,Female,40,Returning,Economy,453,0,0,5,3,2,3,2,2,1,5,1,1,2,1,4,Neutral or Dissatisfied,short distance
92644,Male,20,Returning,Economy,453,0,5,2,3,3,3,3,3,3,1,3,3,4,3,3,Neutral or Dissatisfied,short distance
92645,Male,20,Returning,Economy,453,0,0,5,3,3,3,4,4,4,3,4,4,4,4,5,Neutral or Dissatisfied,short distance
92647,Female,70,Returning,Economy,453,0,0,3,5,4,1,3,2,4,5,2,4,2,2,3,Neutral or Dissatisfied,short distance
92648,Male,58,Returning,Economy,453,0,0,5,1,5,1,1,5,1,2,1,1,4,1,4,Neutral or Dissatisfied,short distance
92649,Female,17,Returning,Economy,453,0,0,5,3,4,3,2,3,3,5,3,3,2,3,4,Neutral or Dissatisfied,short distance
92650,Male,15,Returning,Economy,453,0,0,4,2,4,2,3,3,3,3,3,3,4,3,5,Neutral or Dissatisfied,short distance
92651,Male,38,Returning,Economy,453,0,0,1,2,1,2,3,4,2,2,2,2,3,2,3,Neutral or Dissatisfied,short distance
92652,Male,28,Returning,Economy,453,0,0,5,3,3,3,3,4,4,4,4,4,4,4,5,Neutral or Dissatisfied,short distance
92653,Male,24,Returning,Economy,453,0,0,5,2,1,2,3,5,4,4,3,3,3,3,2,Neutral or Dissatisfied,short distance
92654,Female,51,Returning,Economy,453,0,0,5,1,3,5,4,3,5,1,3,2,3,3,3,Neutral or Dissatisfied,short distance
92655,Female,53,Returning,Economy,453,0,0,1,1,1,3,4,1,3,1,3,2,1,1,1,Neutral or Dissatisfied,short distance
92656,Female,9,Returning,Economy,453,0,0,4,4,3,4,3,1,3,1,3,3,5,3,4,Neutral or Dissatisfied,short distance
92658,Male,33,Returning,Economy,453,0,0,1,3,3,3,2,4,5,5,5,5,3,5,3,Neutral or Dissatisfied,short distance
92659,Female,19,Returning,Economy,453,0,0,3,3,2,3,3,3,1,2,1,1,4,1,4,Neutral or Dissatisfied,short distance
92660,Male,39,First-time,Business,453,0,0,1,1,3,1,1,4,2,3,4,4,5,4,4,Neutral or Dissatisfied,short distance
