ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,Recommended,ServiceRating,ValueRating
87358,Male,53,Returning,Business,1596,0,0,1,4,5,4,4,4,5,4,3,2,4,4,4,Satisfied,moderate distance,0,1,no,3,2
87361,Male,50,Returning,Business,425,0,0,4,4,5,4,4,5,4,5,4,4,5,5,5,Satisfied,short distance,5,5,yes,5,5
87362,Female,38,Returning,Business,425,0,0,4,4,5,4,4,3,4,4,3,5,3,3,3,Satisfied,short distance,5,5,yes,5,4
87363,Male,35,First-time,Business,425,0,0,4,4,3,4,4,4,2,5,2,2,5,2,4,Neutral or Dissatisfied,short distance,0,0,yes,0,5
87365,Male,47,Returning,Business,1778,0,0,5,5,3,5,5,5,4,5,3,2,5,5,5,Satisfied,long distance,0,5,yes,5,5
87367,Female,28,First-time,Business,448,9,6,1,1,3,1,4,5,3,4,3,3,5,3,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87370,Male,43,Returning,Business,2503,0,5,4,4,3,4,4,5,4,5,3,5,5,5,5,Satisfied,long distance,4,3,yes,4,4
87371,Male,59,Returning,Business,3933,0,0,3,3,4,5,3,3,4,3,5,5,3,3,3,Satisfied,long distance,4,4,yes,5,5
87372,Female,66,Returning,Business,1652,0,0,3,3,1,2,3,4,3,4,1,5,4,4,4,Neutral or Dissatisfied,moderate distance,3,3,yes,3,3
87373,Female,61,Returning,Economy,425,0,0,2,2,4,2,2,1,2,1,4,3,1,1,1,Neutral or Dissatisfied,short distance,2,2,yes,2,4
87374,Female,37,Returning,Business,3070,0,0,1,5,4,5,1,5,4,5,3,3,5,5,5,Satisfied,long distance,0,1,no,3,4
87375,Male,39,Returning,Business,3974,0,0,2,2,3,4,2,5,5,5,3,3,5,5,5,Satisfied,long distance,1,1,no,1,1
87376,Female,50,Returning,Business,425,0,0,2,2,4,4,2,4,5,5,5,3,4,4,4,Satisfied,short distance,0,0,no,1,1
87377,Female,34,Returning,Business,425,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,Neutral or Dissatisfied,short distance,0,1,no,2,1
87380,Male,39,Returning,Economy,425,0,0,4,4,3,3,4,2,3,4,3,3,2,3,3,Neutral or Dissatisfied,short distance,3,3,no,4,2
87382,Female,33,First-time,Economy,425,0,0,3,3,1,3,4,2,5,3,5,5,3,5,4,Neutral or Dissatisfied,short distance,3,4,yes,5,5
87383,Female,53,Returning,Business,2651,0,0,5,5,5,4,5,4,5,4,3,5,4,4,4,Satisfied,long distance,1,2,no,2,2
87385,Male,48,Returning,Business,425,0,0,4,4,3,3,4,1,3,1,4,5,1,1,1,Neutral or Dissatisfied,short distance,0,1,no,1,1
87386,Female,31,Returning,Business,425,0,0,0,0,3,0,4,4,3,1,3,3,4,3,3,Neutral or Dissatisfied,short distance,0,0,no,1,1
87387,Female,36,Returning,Economy,425,0,0,4,4,2,3,4,4,3,2,3,3,2,3,3,Neutral or Dissatisfied,short distance,0,0,no,0,1
87388,Male,57,Returning,Business,3931,0,4,3,3,1,3,3,4,3,4,4,3,4,4,4,Neutral or Dissatisfied,long distance,0,2,no,1,3
87389,Female,55,Returning,Business,3831,5,0,2,2,4,4,2,5,4,5,4,2,5,5,5,Satisfied,long distance,4,4,no,4,2
87390,Female,51,Returning,Economy,425,0,0,1,1,2,3,1,4,2,4,3,5,4,4,4,Neutral or Dissatisfied,short distance,0,1,no,1,1
87391,Male,66,Returning,Economy,425,0,0,2,2,1,3,2,3,3,3,3,3,3,3,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87392,Male,37,Returning,Economy,425,0,0,3,5,1,2,3,3,2,2,2,2,2,2,2,Neutral or Dissatisfied,short distance,4,3,yes,4,4
87393,Male,50,First-time,Economy,425,0,0,4,4,2,4,3,2,1,3,1,1,3,1,5,Neutral or Dissatisfied,short distance,1,3,no,4,1
87395,Female,20,Returning,Business,1687,0,0,0,0,4,0,3,1,1,1,1,1,4,1,3,Neutral or Dissatisfied,moderate distance,4,0,yes,2,3
87396,Female,56,Returning,Economy,425,0,0,4,4,1,1,4,3,2,3,3,2,3,3,3,Neutral or Dissatisfied,short distance,0,2,no,4,1
87397,Male,29,Returning,Business,2860,0,0,5,5,2,2,5,5,2,4,2,2,1,2,4,Satisfied,long distance,0,1,no,4,2
87398,Male,27,First-time,Economy,425,0,0,2,3,3,3,3,4,5,1,1,1,4,1,4,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87399,Female,60,Returning,Economy,425,0,0,0,2,3,4,5,4,5,2,4,2,4,4,5,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87400,Female,49,Returning,Economy,425,8,1,3,5,1,3,3,5,3,5,3,3,5,5,5,Satisfied,short distance,3,4,yes,5,5
87401,Female,54,Returning,Economy,425,0,0,2,2,1,1,3,1,3,2,1,5,1,1,1,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87404,Male,63,Returning,Economy,425,1,0,5,3,3,3,2,4,3,3,3,3,1,3,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87406,Male,33,Returning,Economy,425,0,0,0,4,5,4,4,4,1,3,1,1,4,1,4,Satisfied,short distance,0,0,no,1,1
87407,Female,41,Returning,Economy,425,0,0,0,2,5,2,5,4,3,4,3,3,4,3,5,Neutral or Dissatisfied,short distance,4,2,yes,4,5
87408,Female,56,Returning,Economy,425,2,3,0,5,5,3,3,2,5,5,2,1,2,2,5,Satisfied,short distance,5,4,yes,5,4
87410,Male,27,Returning,Economy,425,0,0,3,1,1,1,2,3,5,3,5,5,2,5,3,Neutral or Dissatisfied,short distance,0,4,yes,4,3
87411,Male,33,Returning,Economy,425,10,3,0,4,3,4,1,3,5,5,5,5,4,5,5,Neutral or Dissatisfied,short distance,4,1,yes,5,5
87412,Male,65,Returning,Economy,425,0,0,4,2,5,2,3,3,4,5,4,4,4,4,5,Neutral or Dissatisfied,short distance,0,1,no,1,1
87413,Female,58,Returning,Economy,425,0,0,5,1,5,4,3,2,5,1,4,3,2,2,2,Neutral or Dissatisfied,short distance,1,1,no,1,2
87414,Female,52,Returning,Economy,425,0,0,2,3,2,4,4,4,4,3,4,5,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,3,1
87416,Female,57,Returning,Economy,425,0,0,0,3,5,4,2,4,4,3,3,5,4,4,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87417,Male,18,Returning,Economy,425,0,1,0,2,5,2,3,5,3,5,3,3,4,3,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87418,Female,43,Returning,Economy,425,0,0,4,1,4,2,3,5,4,1,3,1,5,5,5,Neutral or Dissatisfied,short distance,0,0,yes,0,4
87419,Female,21,Returning,Economy,425,4,0,0,2,1,2,5,2,1,2,1,1,2,1,3,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87420,Female,67,Returning,Economy,425,0,0,2,3,4,4,4,2,3,3,3,2,2,2,2,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87421,Female,59,Returning,Economy,425,0,0,4,3,3,5,4,4,4,3,3,3,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,3,1
87422,Female,53,Returning,Economy,425,3,0,0,2,5,5,4,1,4,2,3,4,1,1,1,Neutral or Dissatisfied,short distance,0,0,yes,2,4
87423,Female,24,Returning,Economy,425,0,0,0,2,4,2,2,4,1,5,1,1,4,1,5,Neutral or Dissatisfied,short distance,0,0,no,1,1
87424,Male,43,Returning,Business,1700,0,0,1,1,4,4,1,5,5,5,5,4,5,5,5,Satisfied,moderate distance,0,0,no,1,1
87426,Female,36,First-time,Business,425,0,0,1,1,3,1,3,5,3,5,3,3,5,3,4,Neutral or Dissatisfied,short distance,4,4,yes,4,4
87427,Male,24,Returning,Economy Plus,425,0,0,1,1,1,3,1,3,2,2,4,4,4,4,3,Neutral or Dissatisfied,short distance,4,4,yes,4,4
87431,Female,21,Returning,Economy Plus,425,0,0,2,1,4,1,3,3,4,1,4,4,3,4,4,Neutral or Dissatisfied,short distance,1,1,yes,4,4
87432,Male,69,Returning,Economy Plus,425,0,0,0,4,1,4,5,5,3,3,3,3,1,3,3,Neutral or Dissatisfied,short distance,0,0,yes,4,4
87434,Male,46,Returning,Business,2263,0,0,1,1,5,5,1,4,5,4,5,4,4,4,4,Satisfied,long distance,0,2,yes,5,3
87438,Male,40,Returning,Business,3712,0,0,5,5,3,5,5,4,4,4,3,3,4,4,4,Satisfied,long distance,5,4,yes,5,5
87439,Female,45,Returning,Business,373,3,0,3,5,4,5,5,5,4,5,3,3,5,5,5,Satisfied,short distance,0,0,yes,5,5
87443,Male,58,Returning,Business,1756,0,1,2,2,3,5,2,5,5,5,4,2,5,5,5,Satisfied,long distance,0,0,no,1,1
87444,Male,61,Returning,Economy,321,0,0,4,4,2,3,4,3,3,3,3,3,3,3,4,Neutral or Dissatisfied,short distance,0,0,no,3,2
87445,Male,25,First-time,Business,373,0,2,0,5,4,0,4,3,4,5,2,2,5,2,5,Satisfied,short distance,4,4,yes,5,4
87446,Female,46,Returning,Business,3088,4,9,4,4,5,5,4,5,5,5,3,5,5,5,5,Satisfied,long distance,0,5,yes,5,5
87447,Female,42,First-time,Business,373,0,0,3,3,5,3,5,3,4,2,4,4,5,4,5,Neutral or Dissatisfied,short distance,0,5,yes,5,4
87448,Male,41,Returning,Business,3832,0,0,1,1,4,4,1,4,5,5,5,5,4,4,4,Satisfied,long distance,3,4,yes,4,4
87450,Female,58,Returning,Business,321,0,0,2,2,5,4,2,4,5,4,4,5,4,4,4,Satisfied,short distance,5,5,yes,5,5
87451,Male,48,Returning,Business,1555,7,8,2,2,5,5,2,3,4,4,4,2,3,3,3,Satisfied,moderate distance,0,0,no,1,1
87452,Male,37,Returning,Business,373,0,0,1,2,5,4,1,5,4,5,5,3,5,5,5,Satisfied,short distance,1,1,no,1,1
87453,Female,45,Returning,Business,1566,0,0,0,0,3,5,1,4,5,4,4,4,4,4,4,Satisfied,moderate distance,1,1,no,3,3
87455,Female,45,Returning,Business,2651,0,0,4,4,4,4,4,4,4,4,5,5,4,4,4,Satisfied,long distance,0,5,yes,5,5
87456,Male,45,Returning,Business,2948,0,0,4,4,4,4,4,5,4,5,4,3,5,5,5,Satisfied,long distance,5,5,yes,5,5
87458,Male,24,First-time,Economy,373,0,2,2,5,3,5,2,5,5,5,5,5,4,5,4,Satisfied,short distance,5,5,yes,5,5
87459,Female,46,First-time,Economy,373,0,0,1,2,2,2,3,1,2,2,2,2,4,2,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87460,Female,28,Returning,Business,321,2,0,5,5,4,4,5,3,4,3,4,4,5,4,5,Satisfied,short distance,0,0,no,1,1
87461,Male,51,Returning,Business,3173,2,0,3,2,4,5,3,3,4,4,5,3,3,3,3,Satisfied,long distance,1,1,no,1,1
87462,Male,42,Returning,Business,2261,0,0,5,5,5,5,5,4,5,5,3,3,4,4,4,Satisfied,long distance,1,2,no,1,2
87463,Male,46,Returning,Business,3963,0,0,4,4,4,4,4,5,5,5,3,4,5,5,5,Satisfied,long distance,0,0,no,1,1
87464,Male,53,Returning,Business,2918,0,9,2,2,5,4,2,5,4,5,5,3,5,5,5,Satisfied,long distance,0,0,no,4,3
87465,Female,62,Returning,Business,2493,8,8,5,5,4,5,5,4,4,4,4,2,4,4,4,Satisfied,long distance,5,5,yes,4,5
87466,Male,54,Returning,Business,2607,5,8,5,5,3,5,5,5,5,5,3,2,5,5,5,Satisfied,long distance,0,5,yes,5,5
87467,Male,26,First-time,Business,321,0,5,4,1,4,1,4,5,3,2,3,3,4,3,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87468,Female,29,Returning,Business,304,0,0,1,4,3,4,1,3,4,3,4,4,5,4,5,Satisfied,short distance,5,4,yes,5,5
87470,Male,48,Returning,Business,2692,0,0,3,3,3,4,3,4,4,4,5,5,4,4,4,Satisfied,long distance,5,5,yes,5,5
87472,Female,23,First-time,Business,373,0,0,0,5,5,5,4,5,4,3,4,4,5,4,5,Satisfied,short distance,0,1,no,2,2
87473,Male,22,First-time,Business,373,0,0,0,4,3,4,2,4,4,4,4,4,5,4,4,Satisfied,short distance,5,1,no,2,2
87474,Female,44,Returning,Business,373,0,0,4,4,5,4,4,3,4,4,3,3,3,3,3,Satisfied,short distance,0,0,no,2,3
87476,Female,40,Returning,Business,321,0,0,2,2,5,4,2,5,4,5,3,2,5,5,5,Satisfied,short distance,0,5,yes,5,5
87477,Male,41,Returning,Business,373,1,0,3,3,4,3,3,3,3,3,2,1,3,3,3,Neutral or Dissatisfied,short distance,4,5,yes,5,1
87478,Male,49,Returning,Business,3796,0,3,4,4,4,4,4,5,4,5,3,4,5,5,5,Satisfied,long distance,5,5,yes,5,5
87479,Female,28,First-time,Business,321,0,0,5,5,5,5,1,4,3,4,3,3,5,3,5,Satisfied,short distance,5,5,yes,5,5
87480,Male,35,Returning,Business,321,4,0,1,1,4,3,1,3,3,3,3,2,3,3,3,Neutral or Dissatisfied,short distance,1,1,no,1,1
87484,Male,57,Returning,Economy,321,0,0,1,1,2,2,1,2,2,3,2,2,4,2,4,Neutral or Dissatisfied,short distance,1,1,no,3,1
87485,Female,42,Returning,Business,373,0,0,4,4,4,4,4,3,4,3,4,2,3,3,3,Satisfied,short distance,0,4,yes,5,4
87486,Female,61,Returning,Economy,321,0,0,1,1,2,4,1,1,3,1,1,3,1,1,1,Neutral or Dissatisfied,short distance,3,4,yes,5,3
87487,Female,46,Returning,Business,3983,1,0,4,4,5,5,4,4,4,4,5,4,4,4,4,Satisfied,long distance,4,4,yes,5,3
87488,Female,41,Returning,Business,321,0,0,0,0,4,5,1,4,5,4,3,4,4,4,4,Satisfied,short distance,5,3,yes,5,3
87489,Male,62,Returning,Business,2878,0,0,2,2,1,3,2,2,4,2,3,2,2,2,2,Neutral or Dissatisfied,long distance,3,4,yes,4,3
87490,Female,17,Returning,Business,3335,0,0,5,5,2,3,5,1,3,2,3,3,4,3,4,Neutral or Dissatisfied,long distance,1,1,no,2,1
87492,Female,39,Returning,Business,1718,0,0,3,3,5,5,3,5,5,5,5,5,5,5,5,Satisfied,moderate distance,0,3,yes,4,2
87493,Female,37,Returning,Economy,373,0,0,5,3,4,1,5,4,1,1,1,1,4,1,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87495,Male,48,Returning,Business,1621,0,0,1,1,1,4,1,2,4,2,2,5,2,2,2,Neutral or Dissatisfied,moderate distance,5,5,yes,5,5
87496,Male,24,First-time,Economy,321,0,0,0,3,5,3,3,4,2,5,2,2,4,2,5,Satisfied,short distance,5,5,yes,5,5
87498,Male,25,Returning,Business,2822,0,0,1,4,3,2,1,3,2,1,2,2,4,2,4,Neutral or Dissatisfied,long distance,5,5,yes,5,5
87499,Male,19,Returning,Business,321,0,0,1,1,1,3,1,4,3,5,3,3,4,3,3,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87500,Female,16,Returning,Business,1560,8,0,3,3,2,2,3,4,2,5,2,2,4,2,4,Neutral or Dissatisfied,moderate distance,1,1,no,3,2
87502,Male,37,Returning,Economy,321,1,0,1,1,5,5,1,1,5,2,5,5,2,5,2,Satisfied,short distance,0,0,no,1,1
87503,Female,41,First-time,Business,321,0,0,1,1,5,3,1,3,5,5,5,5,5,5,1,Neutral or Dissatisfied,short distance,2,4,yes,4,4
87504,Female,16,Returning,Business,1983,0,0,2,2,1,4,2,3,4,4,4,4,3,4,1,Satisfied,long distance,0,0,no,0,1
87506,Female,53,Returning,Economy,321,0,0,5,3,4,1,4,2,5,3,4,5,2,2,2,Neutral or Dissatisfied,short distance,4,4,yes,4,4
87507,Female,15,Returning,Economy,373,0,0,1,1,2,1,2,3,5,2,5,5,1,5,2,Neutral or Dissatisfied,short distance,4,3,yes,5,5
87508,Male,51,Returning,Economy,321,0,0,3,3,3,3,1,3,3,5,3,3,2,3,2,Neutral or Dissatisfied,short distance,4,4,yes,4,5
87510,Male,31,Returning,Economy,321,0,0,3,3,2,3,4,3,3,3,3,3,4,3,1,Neutral or Dissatisfied,short distance,3,2,no,3,2
87513,Female,26,Returning,Economy,373,0,0,5,2,2,2,5,2,1,4,1,1,1,1,4,Neutral or Dissatisfied,short distance,0,1,no,3,2
87514,Female,17,Returning,Economy,373,0,0,5,4,5,4,1,3,4,2,4,4,4,4,4,Satisfied,short distance,1,1,no,2,2
87515,Male,60,Returning,Economy,373,0,0,1,3,4,3,4,4,4,1,4,4,3,4,3,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87516,Female,11,Returning,Economy,321,0,0,1,0,2,0,3,1,3,2,3,3,3,3,3,Satisfied,short distance,0,0,yes,0,5
87517,Female,15,Returning,Economy,373,0,0,1,2,4,2,3,4,5,1,5,5,3,5,3,Neutral or Dissatisfied,short distance,4,5,yes,5,5
87518,Female,9,Returning,Economy,373,0,0,2,2,3,2,4,2,4,2,2,2,3,2,4,Neutral or Dissatisfied,short distance,4,5,yes,5,5
87519,Female,44,Returning,Economy,373,1,0,3,1,3,3,4,5,3,1,4,5,5,5,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87520,Female,44,Returning,Economy,321,0,0,2,3,3,3,3,1,3,3,1,3,1,1,1,Neutral or Dissatisfied,short distance,0,1,no,1,1
87521,Male,55,Returning,Economy,321,0,0,3,5,2,5,2,1,2,4,2,2,3,2,3,Neutral or Dissatisfied,short distance,0,0,no,2,1
87522,Female,66,Returning,Economy,373,0,0,4,2,2,4,4,4,4,2,5,1,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87523,Female,19,Returning,Economy,321,0,0,3,1,4,1,3,1,4,2,4,4,4,4,3,Neutral or Dissatisfied,short distance,0,0,no,0,4
87524,Female,57,Returning,Economy,373,0,0,5,3,1,2,2,4,5,3,3,2,4,4,3,Neutral or Dissatisfied,short distance,0,0,no,3,1
87525,Female,47,Returning,Economy,321,0,0,3,4,4,4,3,1,3,4,4,2,1,1,1,Neutral or Dissatisfied,short distance,3,3,yes,2,4
87526,Female,64,Returning,Economy,373,6,0,4,3,2,3,3,2,4,3,3,5,2,2,2,Neutral or Dissatisfied,short distance,3,3,no,3,3
87529,Female,60,Returning,Business,2559,0,0,0,0,4,4,2,2,4,4,5,3,2,2,4,Satisfied,long distance,0,3,no,4,3
87530,Male,51,Returning,Business,1627,0,0,2,2,4,4,2,4,5,4,3,2,4,4,4,Satisfied,moderate distance,0,3,yes,4,4
87531,Female,20,First-time,Economy,321,0,0,2,2,3,2,3,4,2,1,2,2,2,2,3,Neutral or Dissatisfied,short distance,1,1,no,3,4
87532,Female,17,Returning,Economy Plus,321,0,0,5,5,3,2,5,3,3,2,2,2,3,2,3,Neutral or Dissatisfied,short distance,1,1,no,2,4
87533,Female,47,Returning,Economy Plus,373,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,Neutral or Dissatisfied,short distance,1,1,no,3,1
87536,Male,20,Returning,Economy Plus,321,0,0,4,3,5,3,1,5,5,3,5,5,4,5,5,Neutral or Dissatisfied,short distance,4,4,yes,3,4
87537,Female,69,Returning,Economy Plus,304,0,0,5,3,4,5,3,1,4,3,3,2,1,1,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87538,Female,56,Returning,Economy Plus,321,0,0,3,2,5,5,2,1,5,2,4,2,1,1,1,Neutral or Dissatisfied,short distance,5,4,no,4,1
87539,Male,44,Returning,Business,3169,0,0,4,4,5,5,4,5,5,5,5,4,5,5,5,Satisfied,long distance,0,0,no,1,1
87540,Female,25,Returning,Business,1742,0,0,5,5,3,4,5,4,4,4,4,4,5,4,5,Satisfied,moderate distance,0,0,yes,4,4
87542,Female,22,First-time,Business,782,5,0,2,4,5,4,3,4,2,2,2,2,5,2,4,Satisfied,short distance,0,1,no,3,3
87543,Female,27,First-time,Economy,782,0,0,3,3,1,3,3,2,4,5,5,5,3,5,4,Neutral or Dissatisfied,short distance,1,1,no,1,1
87544,Male,23,First-time,Economy,782,0,0,4,4,3,4,4,3,5,4,1,1,2,1,2,Satisfied,short distance,4,2,yes,3,4
87545,Female,52,Returning,Economy,782,0,0,4,2,5,5,3,5,4,2,5,2,5,5,5,Neutral or Dissatisfied,short distance,2,1,no,1,1
87546,Female,26,Returning,Economy,782,1,0,5,4,3,4,3,3,2,5,2,2,4,2,5,Satisfied,short distance,4,2,yes,2,4
87547,Female,48,Returning,Business,2713,0,0,4,5,3,4,5,4,5,4,3,4,4,4,4,Satisfied,long distance,2,3,no,2,3
87549,Female,28,Returning,Business,743,0,0,3,3,4,5,3,5,5,5,5,5,4,5,4,Satisfied,short distance,3,2,yes,3,3
87550,Female,24,Returning,Business,743,0,0,4,4,5,5,4,3,5,3,5,5,5,5,5,Satisfied,short distance,1,1,no,2,2
87551,Female,50,Returning,Business,432,4,10,4,4,4,5,4,3,5,3,4,3,3,3,3,Satisfied,short distance,1,1,no,1,2
87552,Female,21,First-time,Business,432,0,0,2,4,3,4,3,4,5,3,5,5,4,5,3,Neutral or Dissatisfied,short distance,1,3,yes,4,4
87553,Female,59,First-time,Business,432,5,0,4,4,3,4,3,4,1,4,1,1,4,1,5,Satisfied,short distance,5,5,yes,4,5
87554,Male,55,Returning,Business,432,0,0,4,2,4,4,1,3,4,2,5,5,3,3,2,Neutral or Dissatisfied,short distance,1,1,no,4,1
87555,Male,70,Returning,Business,432,0,0,4,1,1,2,2,3,5,1,4,5,3,3,3,Neutral or Dissatisfied,short distance,5,5,no,5,4
87556,Male,27,First-time,Business,432,0,0,2,2,5,2,2,3,4,3,4,4,5,4,4,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87562,Female,43,Returning,Business,432,0,0,3,4,3,4,4,3,4,3,3,5,3,3,3,Satisfied,short distance,0,0,no,1,1
87563,Female,50,Returning,Economy,432,0,0,1,3,2,4,1,2,3,2,4,3,2,2,2,Neutral or Dissatisfied,short distance,0,0,no,2,2
87565,Female,51,Returning,Business,432,0,0,3,2,3,5,3,4,4,4,4,2,4,4,4,Satisfied,short distance,3,2,yes,2,3
87568,Male,49,Returning,Business,432,0,4,2,2,4,4,2,5,4,5,3,2,5,5,5,Satisfied,short distance,5,5,yes,5,4
87570,Female,33,Returning,Business,432,0,0,3,3,5,5,3,5,5,5,3,5,5,5,5,Satisfied,short distance,4,4,yes,5,5
87571,Female,29,Returning,Business,2855,0,0,1,1,3,2,1,2,2,3,2,2,2,2,2,Neutral or Dissatisfied,long distance,0,0,no,0,0
87572,Male,38,Returning,Business,2057,0,0,1,1,4,4,1,2,4,2,4,4,2,2,2,Neutral or Dissatisfied,long distance,1,1,no,1,3
87575,Male,37,First-time,Economy,432,0,0,2,4,2,4,4,3,1,5,1,1,4,1,3,Neutral or Dissatisfied,short distance,4,4,no,4,4
87578,Female,46,Returning,Economy,432,0,0,4,1,4,4,1,2,4,1,4,4,2,2,3,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87580,Male,55,Returning,Economy,432,0,0,4,3,3,3,3,3,1,4,1,1,5,1,4,Neutral or Dissatisfied,short distance,0,0,no,3,2
87581,Male,51,Returning,Economy,432,0,0,1,2,3,2,4,3,5,2,5,5,4,5,3,Neutral or Dissatisfied,short distance,0,1,no,1,1
87582,Female,65,Returning,Economy,432,0,2,4,4,4,3,3,4,3,4,5,1,4,4,3,Neutral or Dissatisfied,short distance,0,0,no,2,2
87584,Male,46,Returning,Economy,432,4,0,4,1,1,1,4,4,4,1,4,4,4,4,4,Neutral or Dissatisfied,short distance,4,4,yes,5,3
87585,Male,49,Returning,Economy,432,6,0,4,1,5,1,1,3,5,2,5,5,4,5,4,Neutral or Dissatisfied,short distance,4,4,yes,4,5
87587,Male,64,Returning,Economy,432,0,0,2,1,4,1,4,3,2,5,3,3,4,3,4,Neutral or Dissatisfied,short distance,5,3,no,4,1
87588,Male,59,Returning,Economy,432,0,0,3,2,4,2,4,2,1,5,4,4,3,4,4,Neutral or Dissatisfied,short distance,4,4,yes,4,5
87589,Female,57,Returning,Economy,432,0,0,4,5,5,4,3,1,5,5,4,5,1,1,1,Neutral or Dissatisfied,short distance,1,1,no,4,2
87590,Female,50,Returning,Economy,432,1,10,5,4,5,4,4,4,5,4,3,4,4,4,4,Neutral or Dissatisfied,short distance,0,4,yes,5,5
87592,Female,26,Returning,Economy,432,0,0,3,2,4,2,4,3,2,1,2,2,3,2,5,Neutral or Dissatisfied,short distance,1,1,no,1,2
87593,Male,28,Returning,Economy,432,0,0,1,4,3,4,2,2,4,5,4,4,2,4,2,Satisfied,short distance,0,0,yes,4,4
87594,Female,46,Returning,Economy,432,0,0,4,3,3,4,4,5,4,3,4,3,5,5,5,Neutral or Dissatisfied,short distance,0,4,yes,5,4
87596,Female,35,Returning,Economy,432,0,0,5,3,4,3,2,3,4,5,4,4,4,4,4,Neutral or Dissatisfied,short distance,4,5,yes,5,5
87597,Female,7,Returning,Economy,432,0,0,4,2,3,2,3,4,4,1,4,4,2,4,5,Neutral or Dissatisfied,short distance,4,4,no,4,3
87598,Male,7,Returning,Economy,432,8,2,4,1,5,1,3,5,1,2,1,1,4,1,5,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87600,Male,53,Returning,Business,432,0,0,3,3,3,5,3,5,4,5,5,3,5,5,5,Satisfied,short distance,1,1,no,1,1
87602,Male,55,Returning,Economy Plus,432,0,2,3,3,2,1,3,4,1,2,1,1,3,1,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87604,Female,40,Returning,Business,606,7,7,5,5,5,4,5,4,5,4,5,4,4,4,4,Satisfied,short distance,0,0,no,1,1
87605,Female,50,Returning,Business,2331,0,1,3,3,5,4,3,3,5,3,5,3,3,3,3,Satisfied,long distance,4,4,yes,4,5
87606,Female,35,Returning,Business,2319,0,0,4,4,3,5,4,3,4,3,3,2,3,3,3,Satisfied,long distance,4,4,yes,5,3
87609,Male,26,Returning,Business,2651,0,3,3,3,5,3,3,4,3,2,3,3,5,3,5,Satisfied,long distance,3,3,yes,5,3
87610,Female,17,First-time,Economy,591,0,0,0,4,3,4,1,5,2,4,2,2,4,2,5,Satisfied,short distance,0,0,yes,5,4
87612,Male,14,Returning,Business,591,0,0,3,3,4,3,2,2,3,3,3,3,1,3,1,Neutral or Dissatisfied,short distance,1,5,yes,5,3
87613,Female,68,Returning,Business,606,0,7,4,3,5,5,5,2,5,3,3,4,2,2,2,Neutral or Dissatisfied,short distance,3,4,yes,4,3
87615,Male,21,Returning,Business,3753,0,0,3,3,5,4,3,3,5,2,5,5,5,5,4,Satisfied,long distance,3,5,yes,5,4
87616,Female,56,Returning,Business,1791,0,0,2,2,5,4,2,5,5,5,3,2,5,5,5,Satisfied,long distance,4,4,yes,4,1
87620,Male,42,Returning,Business,606,0,0,1,3,5,5,1,5,5,5,4,3,5,5,5,Satisfied,short distance,5,5,yes,5,4
87621,Female,16,First-time,Business,591,0,0,4,4,4,4,3,3,3,5,3,3,4,3,4,Satisfied,short distance,0,0,no,2,1
87623,Female,60,Returning,Business,1888,0,0,1,1,3,5,1,4,4,4,4,5,4,4,4,Satisfied,long distance,0,0,yes,4,4
87626,Female,50,First-time,Business,591,0,0,1,1,3,1,3,4,1,2,1,1,5,1,5,Neutral or Dissatisfied,short distance,0,4,yes,5,5
87628,Female,21,Returning,Business,591,0,0,1,1,4,4,1,4,3,3,3,3,4,3,4,Satisfied,short distance,0,5,yes,5,5
87629,Male,33,Returning,Business,2414,0,0,2,2,5,4,2,4,4,3,4,4,4,4,5,Satisfied,long distance,4,2,yes,4,4
