Age,Flight Distance,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Satisfaction
28.0,937.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,Neutral or Dissatisfied
32.0,937.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,Neutral or Dissatisfied
22.0,972.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,Neutral or Dissatisfied
48.0,1036.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Neutral or Dissatisfied
11.0,1036.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,Neutral or Dissatisfied
31.0,1913.0,0.0,1.0,3.0,5.0,4.0,3.0,4.0,4.0,Satisfied
53.0,937.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Satisfied
21.0,972.0,0.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,Neutral or Dissatisfied
50.0,937.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,Satisfied
11.0,2945.0,3.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,Satisfied
23.0,972.0,0.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,Neutral or Dissatisfied
58.0,2407.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,Satisfied
48.0,972.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,Neutral or Dissatisfied
14.0,972.0,0.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,Satisfied
51.0,2826.0,0.0,1.0,1.0,5.0,4.0,1.0,2.0,4.0,Satisfied
53.0,1975.0,0.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,Satisfied
60.0,3294.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,Neutral or Dissatisfied
39.0,537.0,0.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,Neutral or Dissatisfied
47.0,937.0,0.0,4.0,1.0,4.0,1.0,1.0,5.0,5.0,Neutral or Dissatisfied
32.0,937.0,1.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,Neutral or Dissatisfied
54.0,937.0,6.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,Neutral or Dissatisfied
70.0,972.0,0.0,4.0,2.0,4.0,5.0,1.0,3.0,4.0,Neutral or Dissatisfied
39.0,937.0,0.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,Neutral or Dissatisfied
33.0,937.0,0.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,Neutral or Dissatisfied
53.0,972.0,0.0,4.0,2.0,5.0,5.0,3.0,1.0,4.0,Neutral or Dissatisfied
28.0,937.0,0.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,Neutral or Dissatisfied
16.0,937.0,0.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,Neutral or Dissatisfied
70.0,937.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,Neutral or Dissatisfied
25.0,937.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,Neutral or Dissatisfied
7.0,1036.0,0.0,5.0,2.0,5.0,2.0,3.0,5.0,1.0,Neutral or Dissatisfied
44.0,937.0,1.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,Neutral or Dissatisfied
57.0,937.0,0.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,Satisfied
58.0,3974.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,Satisfied
28.0,1036.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Neutral or Dissatisfied
59.0,972.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,Neutral or Dissatisfied
59.0,937.0,0.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,Neutral or Dissatisfied
21.0,937.0,0.0,4.0,2.0,5.0,2.0,4.0,1.0,2.0,Neutral or Dissatisfied
66.0,937.0,0.0,5.0,0.0,5.0,0.0,3.0,4.0,2.0,Neutral or Dissatisfied
27.0,937.0,0.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,Satisfied
15.0,1036.0,0.0,5.0,2.0,4.0,2.0,3.0,5.0,1.0,Neutral or Dissatisfied
24.0,1036.0,0.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,Neutral or Dissatisfied
25.0,2063.0,0.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,Satisfied
41.0,696.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,Satisfied
52.0,813.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,Neutral or Dissatisfied
39.0,3421.0,0.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,Satisfied
34.0,696.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,Neutral or Dissatisfied
52.0,2253.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,Satisfied
30.0,696.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,Neutral or Dissatisfied
43.0,813.0,0.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,Neutral or Dissatisfied
19.0,2971.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,Satisfied
29.0,696.0,0.0,5.0,5.0,1.0,5.0,3.0,4.0,1.0,Neutral or Dissatisfied
53.0,2368.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Satisfied
39.0,1914.0,0.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,Satisfied
51.0,696.0,0.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,Satisfied
14.0,696.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,Satisfied
39.0,813.0,0.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,Neutral or Dissatisfied
27.0,696.0,0.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,Neutral or Dissatisfied
10.0,696.0,0.0,3.0,3.0,5.0,3.0,1.0,4.0,2.0,Neutral or Dissatisfied
23.0,696.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Neutral or Dissatisfied
26.0,813.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,Satisfied
7.0,696.0,0.0,5.0,2.0,4.0,2.0,3.0,3.0,4.0,Neutral or Dissatisfied
20.0,696.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,Neutral or Dissatisfied
33.0,696.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,Neutral or Dissatisfied
37.0,696.0,0.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,Satisfied
32.0,813.0,6.0,0.0,2.0,5.0,2.0,1.0,5.0,4.0,Neutral or Dissatisfied
52.0,696.0,0.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,Neutral or Dissatisfied
44.0,696.0,0.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,Neutral or Dissatisfied
59.0,696.0,0.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,Satisfied
59.0,696.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,Neutral or Dissatisfied
44.0,696.0,0.0,4.0,2.0,3.0,5.0,2.0,3.0,5.0,Neutral or Dissatisfied
12.0,696.0,0.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,Neutral or Dissatisfied
48.0,1606.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,Satisfied
25.0,696.0,0.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,Neutral or Dissatisfied
50.0,813.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,Neutral or Dissatisfied
63.0,813.0,0.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,Satisfied
40.0,2927.0,0.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,Satisfied
54.0,2448.0,8.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,Satisfied
23.0,849.0,0.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,Satisfied
57.0,781.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,Satisfied
59.0,2163.0,0.0,1.0,3.0,5.0,4.0,3.0,5.0,4.0,Satisfied
51.0,849.0,0.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Neutral or Dissatisfied
13.0,849.0,5.0,5.0,0.0,4.0,0.0,3.0,3.0,2.0,Satisfied
19.0,994.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,Satisfied
16.0,972.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,Satisfied
52.0,3249.0,0.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,Satisfied
46.0,3678.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,Satisfied
50.0,2993.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Satisfied
18.0,3286.0,0.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,Satisfied
30.0,816.0,0.0,1.0,1.0,5.0,5.0,1.0,3.0,4.0,Satisfied
43.0,928.0,0.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,Satisfied
41.0,849.0,0.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,Satisfied
52.0,3897.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,Satisfied
57.0,781.0,0.0,2.0,3.0,5.0,5.0,2.0,4.0,5.0,Satisfied
24.0,781.0,0.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,Neutral or Dissatisfied
36.0,957.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,Neutral or Dissatisfied
51.0,2888.0,0.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,Satisfied
24.0,1105.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,Satisfied
46.0,3840.0,6.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,Satisfied
56.0,781.0,0.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,Satisfied
39.0,957.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,Neutral or Dissatisfied
45.0,1758.0,0.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,Satisfied
56.0,3885.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,Satisfied
38.0,928.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Neutral or Dissatisfied
26.0,488.0,0.0,0.0,2.0,5.0,2.0,3.0,5.0,3.0,Neutral or Dissatisfied
33.0,1847.0,0.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,Satisfied
18.0,781.0,0.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,Neutral or Dissatisfied
45.0,849.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,Neutral or Dissatisfied
40.0,3314.0,0.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,Satisfied
55.0,2038.0,0.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,Satisfied
47.0,816.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,Satisfied
32.0,781.0,0.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,Neutral or Dissatisfied
44.0,849.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,Satisfied
14.0,972.0,0.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,Satisfied
44.0,1850.0,0.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,Satisfied
49.0,781.0,0.0,1.0,1.0,3.0,5.0,1.0,5.0,4.0,Satisfied
52.0,849.0,6.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,Satisfied
44.0,3054.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,Satisfied
56.0,2784.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Satisfied
43.0,957.0,0.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,Neutral or Dissatisfied
40.0,571.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,Neutral or Dissatisfied
42.0,849.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,Neutral or Dissatisfied
36.0,3517.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,Neutral or Dissatisfied
33.0,571.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,Neutral or Dissatisfied
41.0,571.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Satisfied
32.0,2639.0,7.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,Neutral or Dissatisfied
30.0,816.0,0.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,Satisfied
36.0,2539.0,0.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,Satisfied
43.0,3103.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,Neutral or Dissatisfied
59.0,849.0,0.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,Satisfied
69.0,3227.0,0.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,Neutral or Dissatisfied
43.0,781.0,4.0,5.0,5.0,1.0,2.0,5.0,3.0,3.0,Neutral or Dissatisfied
72.0,2322.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,Neutral or Dissatisfied
43.0,2426.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,Satisfied
36.0,2136.0,0.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,Neutral or Dissatisfied
42.0,2388.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,Satisfied
33.0,3070.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,Satisfied
56.0,1845.0,0.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,Neutral or Dissatisfied
61.0,705.0,0.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,Satisfied
36.0,381.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,Neutral or Dissatisfied
24.0,994.0,1.0,0.0,5.0,4.0,5.0,4.0,5.0,2.0,Satisfied
52.0,381.0,0.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,Satisfied
58.0,3117.0,9.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,Satisfied
48.0,571.0,0.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,Neutral or Dissatisfied
21.0,849.0,0.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,Neutral or Dissatisfied
28.0,781.0,0.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,Neutral or Dissatisfied
20.0,849.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,Neutral or Dissatisfied
59.0,781.0,0.0,5.0,2.0,4.0,4.0,4.0,1.0,5.0,Neutral or Dissatisfied
8.0,781.0,0.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,Neutral or Dissatisfied
56.0,994.0,0.0,5.0,3.0,1.0,3.0,3.0,5.0,1.0,Neutral or Dissatisfied
8.0,781.0,0.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,Neutral or Dissatisfied
70.0,781.0,0.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,Neutral or Dissatisfied
59.0,972.0,0.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,Neutral or Dissatisfied
48.0,1105.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,Neutral or Dissatisfied
15.0,488.0,0.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,Neutral or Dissatisfied
18.0,957.0,0.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,Neutral or Dissatisfied
55.0,488.0,0.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,Neutral or Dissatisfied
13.0,571.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
31.0,781.0,6.0,3.0,2.0,5.0,2.0,3.0,4.0,1.0,Neutral or Dissatisfied
51.0,781.0,0.0,5.0,5.0,3.0,5.0,4.0,2.0,4.0,Neutral or Dissatisfied
27.0,928.0,0.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,Satisfied
49.0,972.0,0.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,Neutral or Dissatisfied
28.0,1041.0,0.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,Neutral or Dissatisfied
36.0,928.0,7.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,Neutral or Dissatisfied
16.0,571.0,0.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,Neutral or Dissatisfied
59.0,816.0,0.0,5.0,3.0,3.0,3.0,3.0,5.0,1.0,Neutral or Dissatisfied
25.0,781.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,Neutral or Dissatisfied
42.0,571.0,3.0,5.0,4.0,5.0,1.0,3.0,1.0,2.0,Neutral or Dissatisfied
32.0,488.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,Neutral or Dissatisfied
47.0,781.0,0.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,Neutral or Dissatisfied
41.0,1041.0,0.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,Neutral or Dissatisfied
46.0,957.0,8.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,Neutral or Dissatisfied
47.0,849.0,0.0,4.0,2.0,5.0,2.0,3.0,5.0,1.0,Neutral or Dissatisfied
28.0,972.0,0.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,Neutral or Dissatisfied
45.0,849.0,0.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,Neutral or Dissatisfied
47.0,488.0,0.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0,Satisfied
49.0,3225.0,0.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,Satisfied
47.0,816.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Satisfied
50.0,2937.0,0.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0,Satisfied
44.0,1041.0,0.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,Neutral or Dissatisfied
9.0,1041.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,Neutral or Dissatisfied
31.0,1105.0,6.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,Neutral or Dissatisfied
26.0,781.0,0.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,Neutral or Dissatisfied
47.0,957.0,0.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
32.0,3252.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,Satisfied
42.0,794.0,0.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,Satisfied
50.0,794.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,Satisfied
50.0,1648.0,8.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,Neutral or Dissatisfied
53.0,2044.0,7.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,Satisfied
41.0,775.0,10.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,Satisfied
45.0,3767.0,0.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,Satisfied
23.0,883.0,0.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,Satisfied
36.0,775.0,0.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,Satisfied
45.0,775.0,8.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,Satisfied
54.0,359.0,10.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,Satisfied
26.0,3786.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,Satisfied
28.0,2172.0,0.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,Satisfied
57.0,3132.0,0.0,2.0,2.0,4.0,5.0,2.0,4.0,5.0,Satisfied
53.0,2560.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,Satisfied
47.0,883.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Satisfied
49.0,3635.0,6.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,Satisfied
33.0,794.0,0.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,Satisfied
59.0,2205.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,Satisfied
43.0,2504.0,0.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,Satisfied
46.0,883.0,0.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,Neutral or Dissatisfied
56.0,2287.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Satisfied
54.0,2353.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,Satisfied
59.0,794.0,0.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,Satisfied
43.0,883.0,10.0,1.0,2.0,5.0,5.0,1.0,5.0,4.0,Satisfied
49.0,883.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,Neutral or Dissatisfied
52.0,359.0,0.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,Neutral or Dissatisfied
13.0,2361.0,0.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,Satisfied
54.0,775.0,0.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,Neutral or Dissatisfied
39.0,359.0,2.0,1.0,2.0,3.0,5.0,1.0,4.0,5.0,Satisfied
35.0,883.0,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,Satisfied
42.0,3929.0,0.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,Satisfied
56.0,883.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Satisfied
34.0,359.0,0.0,5.0,3.0,5.0,3.0,1.0,4.0,3.0,Neutral or Dissatisfied
34.0,775.0,0.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,Neutral or Dissatisfied
47.0,375.0,0.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,Satisfied
18.0,775.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,Neutral or Dissatisfied
16.0,794.0,9.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,Neutral or Dissatisfied
65.0,883.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,Neutral or Dissatisfied
11.0,794.0,0.0,4.0,2.0,5.0,2.0,4.0,5.0,2.0,Neutral or Dissatisfied
19.0,359.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,Neutral or Dissatisfied
61.0,883.0,0.0,4.0,1.0,4.0,5.0,1.0,3.0,4.0,Neutral or Dissatisfied
10.0,775.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,Neutral or Dissatisfied
7.0,883.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,Neutral or Dissatisfied
46.0,883.0,0.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,Neutral or Dissatisfied
26.0,883.0,7.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,Neutral or Dissatisfied
24.0,794.0,0.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,Neutral or Dissatisfied
68.0,775.0,6.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,Neutral or Dissatisfied
49.0,359.0,0.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,Neutral or Dissatisfied
68.0,794.0,10.0,4.0,1.0,4.0,4.0,1.0,2.0,5.0,Neutral or Dissatisfied
34.0,775.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,Neutral or Dissatisfied
51.0,775.0,0.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,Neutral or Dissatisfied
17.0,883.0,0.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,Neutral or Dissatisfied
26.0,794.0,10.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,Neutral or Dissatisfied
32.0,3960.0,0.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,Satisfied
48.0,1645.0,0.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,Satisfied
45.0,775.0,9.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,Satisfied
43.0,794.0,7.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,Satisfied
35.0,883.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,Neutral or Dissatisfied
60.0,2195.0,0.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,Satisfied
34.0,883.0,0.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,Neutral or Dissatisfied
45.0,1497.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Satisfied
34.0,1390.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,Satisfied
36.0,1642.0,0.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,Neutral or Dissatisfied
26.0,1476.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Neutral or Dissatisfied
48.0,1497.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,Satisfied
10.0,1129.0,1.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,Satisfied
14.0,1313.0,0.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,Neutral or Dissatisfied
13.0,1242.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,Neutral or Dissatisfied
32.0,1129.0,0.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,Neutral or Dissatisfied
49.0,2357.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,Satisfied
29.0,1357.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Satisfied
41.0,1497.0,0.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,Neutral or Dissatisfied
58.0,1357.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,Satisfied
29.0,1642.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,Satisfied
24.0,1129.0,0.0,3.0,3.0,5.0,3.0,1.0,4.0,5.0,Neutral or Dissatisfied
51.0,715.0,0.0,2.0,2.0,3.0,5.0,2.0,5.0,4.0,Satisfied
25.0,715.0,0.0,0.0,5.0,5.0,5.0,1.0,3.0,4.0,Satisfied
49.0,1211.0,0.0,5.0,5.0,3.0,5.0,1.0,4.0,4.0,Satisfied
28.0,1390.0,0.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,Satisfied
47.0,1619.0,0.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,Satisfied
51.0,3038.0,0.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,Satisfied
42.0,1390.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,Satisfied
27.0,715.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,Satisfied
28.0,1129.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,Satisfied
30.0,1642.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,Neutral or Dissatisfied
50.0,1390.0,10.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,Satisfied
31.0,1390.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,Neutral or Dissatisfied
39.0,3850.0,0.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,Satisfied
32.0,1242.0,0.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,Neutral or Dissatisfied
53.0,2330.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,Satisfied
25.0,1242.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,Neutral or Dissatisfied
43.0,1521.0,0.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,Neutral or Dissatisfied
15.0,1357.0,2.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,Satisfied
