EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,SeatComfortRating,ServiceRating,ValueRating,WifiRating,ID
3,1,5,8,yes,5,5,5,0,25888
0,0,1,1,no,1,1,1,0,25889
0,0,1,1,no,3,1,1,0,25890
1,0,1,1,no,1,1,1,0,25891
2,2,1,2,no,3,1,3,2,25892
0,4,5,9,yes,5,5,5,0,25893
1,4,1,6,yes,4,5,5,0,25894
1,0,1,1,no,1,2,1,1,25895
0,1,1,2,no,3,3,1,0,25896
5,1,2,2,no,2,4,1,0,25897
3,3,5,7,yes,5,5,4,0,25898
3,2,5,7,yes,4,3,5,3,25899
0,0,1,1,no,1,1,1,0,25900
1,1,3,6,no,2,4,3,1,25901
0,1,2,1,no,2,1,2,0,25902
1,1,1,1,no,1,1,2,1,25903
1,1,1,4,no,1,1,1,1,25904
0,0,1,1,no,1,1,1,0,25905
1,1,1,1,no,1,1,1,1,25906
2,2,1,1,no,2,3,1,0,25907
0,1,2,1,no,1,1,2,0,25908
0,1,1,1,no,2,3,1,0,25909
0,2,3,3,no,3,1,3,0,25910
0,0,1,4,no,1,1,1,0,25911
0,0,1,1,no,3,1,1,0,25912
5,5,4,10,yes,5,5,5,0,25913
0,4,4,8,yes,4,5,4,0,25914
2,2,1,2,no,2,1,1,2,25915
0,0,1,1,no,1,1,1,0,25916
0,0,1,1,no,0,0,1,0,25917
0,0,1,1,no,1,1,1,0,25918
0,2,1,1,no,2,2,1,0,25919
0,0,1,1,no,1,1,1,1,25920
0,0,1,1,no,1,1,1,0,25921
0,0,1,1,no,1,1,1,1,25922
5,2,3,7,yes,3,2,4,3,25923
0,1,1,2,no,2,1,1,0,25924
3,1,3,2,no,3,2,1,0,25925
4,4,1,1,no,4,2,1,5,25926
0,0,1,1,no,2,2,1,0,25927
0,0,1,1,no,3,1,1,0,25928
0,0,1,1,no,1,1,1,0,25929
3,3,4,8,yes,3,3,4,3,25930
2,3,1,2,no,2,3,2,1,25931
1,0,1,1,no,1,1,1,1,25932
0,5,5,7,yes,5,5,4,0,25933
4,4,1,6,yes,4,5,4,5,25934
1,1,1,1,no,1,1,1,1,25935
3,4,4,7,no,4,4,4,0,25936
1,0,1,1,no,1,1,1,1,25937
0,0,1,1,no,1,1,1,1,25938
0,1,1,1,no,1,2,1,0,25939
0,0,1,2,no,2,1,1,0,25940
0,1,1,3,no,2,4,2,0,25941
0,0,1,1,no,1,1,1,0,25942
3,3,4,8,yes,3,3,4,0,25943
4,3,2,7,yes,4,5,4,4,25944
2,2,2,1,no,1,1,2,2,25945
1,1,1,1,no,1,1,1,1,25946
2,1,1,1,no,1,1,1,1,25947
2,3,1,1,no,3,4,1,1,25948
2,0,1,1,no,2,3,1,0,25949
0,0,1,1,no,1,1,1,0,25950
1,1,1,1,no,1,1,1,0,25951
1,1,1,1,no,1,1,1,1,25952
1,1,1,1,no,1,1,1,1,25953
1,1,1,1,no,1,1,1,1,25954
0,0,1,2,no,1,1,1,0,25955
5,4,4,9,yes,4,5,5,0,25956
1,2,4,1,no,1,2,1,1,25957
1,2,3,2,no,1,1,2,0,25958
1,1,1,1,no,1,4,1,1,25959
2,1,1,5,no,4,3,3,1,25960
3,4,4,10,yes,5,5,4,0,25961
2,1,1,2,no,3,2,1,2,25962
1,2,1,1,no,2,4,1,1,25963
1,0,1,1,no,1,1,1,0,25964
1,1,1,1,no,3,2,1,1,25965
5,4,1,1,no,1,2,3,0,25966
0,0,1,1,no,1,1,1,1,25967
0,0,1,3,no,3,2,2,0,25968
5,5,4,10,yes,5,5,5,0,25969
0,3,3,9,yes,3,5,4,0,25970
1,1,1,1,no,1,1,1,1,25971
1,0,1,1,no,1,1,1,0,25972
1,1,1,2,no,2,2,1,1,25973
3,0,4,7,yes,4,4,4,0,25974
1,1,3,1,no,1,1,1,1,25975
0,0,3,7,yes,4,4,5,0,25976
1,1,1,1,no,1,1,1,1,25977
3,1,1,3,no,4,1,1,4,25978
5,5,4,9,yes,5,4,4,0,25979
1,1,1,1,no,1,1,1,1,25980
4,5,5,9,yes,4,4,5,0,25981
0,1,1,1,no,2,1,1,0,25982
2,3,1,1,no,3,3,1,0,25983
5,4,3,7,yes,3,5,2,5,25984
2,2,1,3,no,3,3,3,2,25985
1,0,3,6,yes,3,4,3,0,25986
0,2,1,3,no,2,3,3,0,25987
2,1,1,1,no,2,3,1,2,25988
0,0,1,1,no,1,1,1,0,25989
1,1,1,1,no,1,1,1,1,25990
0,1,1,1,no,2,1,1,0,25991
0,2,1,2,no,4,2,2,2,25992
1,1,3,2,no,1,1,2,1,25993
1,1,2,1,no,1,3,1,2,25994
2,2,1,1,no,2,2,1,2,25995
1,1,1,2,no,2,1,1,0,25996
0,0,1,1,no,1,1,1,0,25997
0,1,1,3,no,1,1,1,1,25998
0,1,1,1,no,1,1,1,0,25999
0,0,1,1,no,1,1,1,0,26000
1,2,5,4,no,3,1,4,0,26001
3,4,5,9,yes,4,5,5,0,26002
1,1,1,1,no,1,2,2,0,26003
4,1,1,1,no,2,1,2,0,26004
4,4,3,8,yes,4,3,4,0,26005
1,1,1,1,no,1,1,1,1,26006
0,0,1,1,no,1,1,1,0,26007
1,1,1,1,no,1,1,1,1,26008
0,0,1,1,no,1,1,1,0,26009
1,1,3,1,no,3,1,2,1,26010
0,0,3,8,yes,3,2,3,0,26011
2,3,4,8,yes,4,3,4,0,26012
0,0,1,1,no,1,2,1,0,26013
3,3,5,1,no,1,5,1,0,26014
0,0,1,1,no,1,1,1,0,26015
0,0,4,8,yes,4,4,4,0,26016
0,0,4,9,yes,3,4,3,0,26017
2,0,1,2,no,1,1,2,0,26018
1,1,1,1,no,1,1,1,0,26019
1,1,1,1,no,1,1,1,0,26020
1,1,1,1,no,1,1,1,1,26021
3,5,5,9,yes,4,5,5,0,26022
1,1,1,1,no,1,1,1,1,26023
1,5,5,7,yes,4,4,4,0,26024
4,5,5,9,yes,5,5,5,0,26025
0,1,2,2,no,1,1,1,1,26026
5,4,5,10,yes,4,5,5,0,26027
0,0,1,1,no,3,2,1,0,26028
2,2,3,1,no,3,2,3,2,26029
3,2,1,3,no,2,2,2,2,26030
0,0,1,1,no,1,1,1,0,26031
3,3,1,1,no,3,3,1,1,26032
4,5,5,9,yes,5,5,5,3,26033
2,2,1,1,no,3,4,2,1,26034
0,0,3,2,no,1,1,3,0,26035
4,4,1,1,no,4,4,1,0,26036
2,0,1,4,no,3,3,3,1,26037
0,0,1,1,no,2,2,1,0,26038
5,5,4,10,yes,5,5,5,5,26039
0,0,2,1,no,1,1,1,0,26040
5,5,1,9,yes,5,5,4,4,26041
3,4,2,6,yes,3,3,3,0,26042
1,1,1,1,no,1,1,1,1,26043
1,2,2,1,no,3,1,2,0,26044
3,1,3,6,yes,3,1,3,3,26045
0,1,1,5,no,4,2,2,1,26046
1,1,2,1,no,2,1,1,0,26047
1,1,3,4,no,2,2,1,1,26048
2,3,4,8,yes,4,4,4,0,26049
1,1,3,5,no,4,1,3,0,26050
1,1,1,1,no,1,1,1,1,26051
2,1,1,1,no,3,1,1,2,26052
2,3,1,2,no,3,3,1,0,26053
0,1,1,1,no,1,1,1,1,26054
1,0,1,1,no,2,3,2,0,26055
1,2,3,1,no,1,3,1,1,26056
0,1,1,1,no,1,2,1,0,26057
4,3,3,5,yes,4,1,3,3,26058
3,1,3,3,no,1,1,2,0,26059
0,0,1,1,no,1,1,1,1,26060
3,3,4,7,yes,3,4,3,0,26061
0,1,1,1,no,1,4,1,3,26062
0,0,1,1,yes,2,1,1,0,26063
1,1,1,1,no,1,1,1,1,26064
2,2,1,1,no,1,1,1,0,26065
1,1,1,1,no,1,1,1,0,26066
0,1,1,1,no,2,1,1,0,26067
1,1,1,1,no,1,1,1,1,26068
1,3,1,1,no,2,3,1,2,26069
0,1,5,4,yes,4,3,3,0,26070
0,1,1,1,no,4,1,1,0,26071
0,0,1,1,no,0,0,1,0,26072
1,1,3,4,no,1,2,1,1,26073
1,1,1,1,no,1,2,1,1,26074
3,3,2,1,no,2,4,2,3,26075
5,5,3,9,yes,4,5,5,5,26076
1,5,5,3,no,2,5,3,1,26077
2,3,1,4,no,1,4,2,0,26078
1,2,1,2,no,2,2,1,2,26079
2,4,3,8,yes,3,5,4,0,26080
1,2,1,6,yes,3,3,4,0,26081
0,4,5,9,yes,4,5,5,0,26082
4,4,4,9,yes,4,4,4,4,26083
1,3,1,1,no,1,4,1,0,26084
1,1,2,2,no,2,4,1,0,26085
2,2,3,7,yes,4,4,4,2,26086
3,4,3,7,yes,4,4,3,0,26087
1,4,1,6,yes,3,4,3,0,26088
5,4,2,7,yes,4,5,4,4,26089
1,1,2,5,yes,5,5,5,0,26090
3,3,1,3,no,3,1,3,3,26091
0,2,1,1,no,2,1,1,0,26092
1,2,2,8,yes,3,1,2,2,26093
1,2,1,1,no,1,3,1,0,26094
1,4,1,1,no,5,3,1,0,26095
3,1,1,1,no,4,1,1,0,26096
1,1,1,1,no,1,1,1,1,26097
4,5,4,8,yes,4,4,4,0,26098
2,5,1,6,no,3,3,2,1,26099
3,3,3,6,no,3,3,4,3,26100
1,1,1,2,no,2,1,1,0,26101
1,1,1,1,no,1,1,1,1,26102
1,2,1,2,no,2,2,1,1,26103
5,3,5,8,yes,4,5,3,2,26104
0,1,1,1,no,1,1,1,0,26105
5,1,4,8,yes,4,4,5,5,26106
1,1,2,5,yes,3,2,3,1,26107
1,1,1,1,no,1,1,1,0,26108
3,5,5,9,yes,5,5,5,0,26109
1,2,4,7,yes,3,5,4,1,26110
4,3,2,7,yes,3,4,4,2,26111
3,1,3,4,no,2,5,1,3,26112
4,3,3,5,no,4,2,3,0,26113
1,3,4,3,no,2,2,2,0,26114
2,2,4,5,no,4,1,3,1,26115
1,2,1,3,no,2,1,1,1,26116
3,3,1,2,no,2,2,1,2,26117
1,2,1,1,no,1,3,1,0,26118
0,1,3,2,no,2,4,2,0,26119
4,2,1,2,no,3,4,2,0,26120
3,2,3,8,yes,5,5,5,3,26121
1,2,5,3,no,4,3,1,5,26122
1,1,2,2,no,2,1,2,0,26123
0,0,3,6,yes,3,4,3,0,26124
1,2,1,1,no,1,3,1,0,26125
1,1,2,2,no,1,2,1,0,26126
0,1,2,3,no,2,1,1,0,26127
0,1,1,2,no,2,2,2,0,26128
4,4,4,10,yes,5,4,4,0,26129
5,4,4,9,yes,4,5,4,5,26130
1,1,2,1,no,1,1,1,1,26131
1,1,1,1,no,1,1,1,1,26132
0,1,1,1,no,1,1,1,0,26133
3,5,3,8,yes,4,5,3,0,26134
1,1,1,1,no,1,3,1,1,26135
2,1,1,1,no,1,1,1,0,26136
1,1,1,1,no,2,2,1,0,26137
0,2,4,2,no,3,1,3,0,26138
1,1,1,1,no,1,1,1,1,26139
0,0,1,3,no,3,1,1,0,26140
1,1,3,2,no,1,1,2,0,26141
1,3,1,1,no,3,1,1,1,26142
1,1,1,1,no,2,1,1,0,26143
0,0,1,1,no,1,1,1,0,26144
4,3,1,3,no,4,4,2,0,26145
4,3,4,8,yes,5,4,5,0,26146
1,1,1,1,no,1,1,1,1,26147
5,5,5,10,yes,5,5,5,0,26148
5,5,3,8,yes,5,5,4,4,26149
0,1,1,1,no,3,2,1,1,26150
0,0,1,1,no,1,1,1,0,26151
3,2,3,1,no,2,3,3,0,26152
1,1,1,1,no,1,4,1,4,26153
1,1,1,1,no,1,1,1,1,26154
1,1,1,2,no,2,1,1,0,26155
1,1,1,1,no,1,2,1,1,26156
1,2,1,1,no,1,3,1,0,26157
0,0,1,1,no,1,1,1,0,26158
1,1,1,3,no,3,3,1,3,26159
0,0,1,2,no,1,3,1,0,26160
1,2,1,1,no,1,2,1,1,26161
1,1,1,1,no,1,1,1,1,26162
0,0,1,1,no,2,1,1,0,26163
0,1,1,2,no,2,2,2,0,26164
1,1,1,1,no,2,1,1,0,26165
1,1,1,1,no,2,2,1,1,26166
1,3,1,1,no,3,3,1,0,26167
5,4,4,8,yes,4,4,5,0,26168
0,3,3,7,yes,3,4,3,0,26169
2,1,1,1,no,1,1,1,0,26170
2,1,1,1,no,1,1,2,1,26171
4,3,4,7,yes,4,4,4,0,26172
0,5,1,7,yes,5,5,3,0,26173
0,5,2,7,yes,5,5,5,0,26174
1,1,1,2,no,3,3,3,1,26175
0,1,1,1,no,2,3,1,0,26176
1,1,1,1,no,2,2,1,1,26177
1,4,4,5,no,2,4,3,1,26178
1,2,1,1,no,1,2,1,1,26179
1,1,1,1,no,2,1,1,1,26180
1,4,2,4,no,3,4,3,0,26181
1,2,1,3,no,1,2,2,2,26182
1,1,1,1,no,1,1,1,1,26183
0,0,1,1,no,1,1,1,0,26184
0,0,1,1,no,3,3,2,1,26185
0,0,1,1,no,2,2,1,0,26186
0,0,1,1,no,2,1,1,0,26187
0,0,1,1,no,2,2,1,0,26188
2,2,3,1,no,3,3,1,3,26189
3,3,5,7,yes,4,2,3,0,26190
0,3,1,1,no,1,3,1,0,26191
1,1,1,2,no,3,1,1,0,26192
1,4,1,1,no,1,1,1,4,26193
2,2,1,3,no,2,3,2,0,26194
2,2,2,2,no,2,2,2,0,26195
1,1,1,1,no,1,1,1,1,26196
3,4,5,10,yes,5,5,5,5,26197
3,2,1,2,no,2,2,1,0,26198
5,5,4,9,yes,5,5,5,5,26199
1,1,2,1,no,2,1,2,1,26200
1,2,4,3,no,1,1,2,0,26201
0,4,5,10,yes,4,5,5,0,26202
4,4,4,8,yes,5,4,4,0,26203
0,0,1,3,no,2,1,2,0,26204
0,2,1,1,no,2,3,1,0,26205
2,1,1,1,no,3,2,1,1,26206
4,4,5,8,yes,4,5,4,4,26207
0,2,4,3,no,2,3,3,0,26208
0,0,1,1,no,1,2,1,1,26209
0,0,1,1,no,1,5,1,0,26210
4,3,4,1,no,3,4,2,1,26211
4,4,5,8,yes,5,3,4,5,26212
2,5,3,7,yes,2,3,4,0,26213
0,0,1,1,no,1,1,1,0,26214
1,1,1,1,no,1,1,1,0,26215
1,1,0,1,no,1,4,3,0,26216
2,1,0,2,no,3,1,4,0,26217
1,2,1,1,no,1,1,1,1,26218
1,2,0,2,no,1,2,1,0,26219
1,2,0,2,no,1,1,2,0,26220
1,1,0,1,no,1,2,1,0,26221
0,4,0,,no,5,1,1,0,26222
1,4,0,8,yes,4,5,5,0,26223
1,1,0,1,no,2,2,1,0,26224
2,1,0,3,no,1,1,4,0,26225
1,1,0,1,no,1,1,1,0,26226
4,4,0,6,yes,4,4,4,0,26227
1,1,0,,no,1,1,1,0,26228
1,1,0,1,no,1,2,1,0,26229
1,1,0,1,no,0,0,2,0,26230
1,2,0,7,yes,5,5,5,0,26231
1,1,0,1,no,1,1,1,0,26232
1,2,0,1,no,1,2,1,0,26233
2,1,0,1,no,1,1,1,0,26234
1,1,0,1,no,1,2,1,0,26235
1,1,0,1,no,1,3,1,0,26236
1,1,0,3,no,1,1,2,0,26237
1,3,0,2,no,1,3,2,0,26238
3,4,0,8,yes,3,5,4,0,26239
1,1,0,1,no,1,3,1,0,26240
1,1,0,1,no,1,1,1,0,26241
1,2,0,4,no,2,4,2,0,26242
1,1,0,1,no,1,1,3,0,26243
3,4,0,9,yes,4,5,5,0,26244
5,4,0,8,yes,4,5,4,0,26245
2,5,0,8,yes,4,5,5,0,26246
1,1,0,1,no,1,1,1,0,26247
1,1,0,1,no,1,1,1,0,26248
1,1,0,1,no,2,1,1,0,26249
1,1,0,1,no,1,1,2,0,26250
2,3,0,8,yes,3,4,4,0,26251
5,4,0,8,yes,5,5,4,0,26252
2,3,0,2,no,4,2,2,0,26253
1,1,0,1,no,1,1,1,0,26254
2,2,0,2,no,2,3,3,0,26255
1,3,0,1,no,1,1,1,0,26256
1,3,0,1,no,1,4,1,0,26257
1,3,0,5,no,2,4,3,0,26258
1,1,0,1,no,1,1,2,0,26259
1,1,0,1,no,2,1,1,0,26260
2,3,0,1,no,1,1,1,0,26261
1,5,0,8,yes,4,5,5,0,26262
1,2,0,1,no,1,1,1,0,26263
1,2,0,1,no,3,1,1,0,26264
1,1,0,1,no,1,3,1,0,26265
1,1,0,5,no,3,2,1,0,26266
4,2,0,5,no,2,3,1,0,26267
1,1,0,1,no,2,2,1,0,26268
5,4,0,7,yes,5,5,3,0,26269
1,1,0,1,no,1,1,3,0,26270
1,1,0,1,no,1,1,1,0,26271
1,3,0,2,no,1,3,1,0,26272
4,2,0,3,no,2,1,2,0,26273
2,3,0,3,no,3,2,2,0,26274
3,5,0,6,no,3,5,4,0,26275
5,5,0,5,yes,4,4,4,0,26276
1,2,0,1,no,1,1,1,0,26277
1,1,0,1,no,2,1,1,0,26278
5,1,0,8,yes,4,4,5,0,26279
3,3,0,8,yes,4,3,4,0,26280
1,1,0,3,yes,2,3,5,0,26281
2,2,0,4,no,3,2,3,0,26282
4,4,0,9,yes,5,5,5,0,26283
2,1,0,2,no,1,2,1,0,26284
2,2,0,1,no,2,1,1,0,26285
4,5,0,9,yes,5,5,5,0,26286
1,1,0,1,no,1,1,1,0,26287
1,1,0,1,no,1,1,1,0,26288
1,2,0,1,no,1,2,1,0,26289
5,4,0,9,yes,5,5,4,0,26290
1,4,0,8,yes,5,3,3,0,26291
1,1,0,2,no,1,3,3,0,26292
1,1,0,1,no,1,1,1,0,26293
3,2,0,1,no,2,1,3,0,26294
1,3,0,1,no,3,2,3,0,26295
2,2,0,2,no,3,5,2,0,26296
1,2,0,1,no,2,1,1,0,26297
2,1,0,2,no,1,4,2,0,26298
1,1,0,3,no,1,1,1,0,26299
1,1,0,1,no,1,2,1,0,26300
1,2,0,2,no,1,1,1,0,26301
1,1,0,1,no,1,1,1,0,26302
1,2,0,2,no,1,1,2,0,26303
4,4,0,8,yes,4,4,5,0,26304
1,1,0,1,no,1,1,1,0,26305
1,1,0,1,no,1,1,1,0,26306
1,1,0,2,no,1,3,1,0,26307
1,1,0,3,no,4,1,3,0,26308
3,3,0,9,yes,4,5,4,0,26309
1,1,0,1,no,1,1,1,0,26310
1,3,0,3,no,2,1,3,0,26311
1,1,0,1,no,1,2,1,0,26312
1,1,0,4,no,4,3,1,0,26313
2,4,0,8,yes,3,3,5,0,26314
1,3,0,1,no,3,1,1,0,26315
2,1,0,1,no,2,1,1,0,26316
1,1,0,1,no,1,2,1,0,26317
4,5,0,9,yes,5,5,4,0,26318
1,5,0,7,yes,5,5,5,0,26319
1,4,0,6,yes,3,5,4,0,26320
1,2,0,1,no,3,3,1,0,26321
1,1,0,1,no,1,1,1,0,26322
4,4,0,9,yes,5,5,5,0,26323
1,1,0,3,no,1,1,3,0,26324
2,1,0,1,no,1,1,1,0,26325
3,5,0,9,yes,5,5,4,0,26326
1,5,0,5,no,4,1,3,0,26327
1,1,0,1,no,1,1,1,0,26328
1,5,0,5,yes,2,5,3,0,26329
3,4,0,1,no,1,1,1,0,26330
1,2,0,4,no,2,3,2,0,26331
3,4,0,8,yes,4,4,4,0,26332
1,1,0,1,no,2,1,1,0,26333
5,4,0,3,no,2,2,1,0,26334
2,2,0,2,no,3,1,2,0,26335
1,1,0,,no,1,1,1,0,26336
4,4,0,10,yes,5,5,4,0,26337
1,1,0,1,no,1,1,1,0,26338
1,2,0,1,no,2,3,1,0,26339
1,1,0,1,no,3,1,1,0,26340
1,1,0,2,no,1,1,2,0,26341
1,1,0,1,no,1,1,1,0,26342
1,1,0,1,no,1,1,1,0,26343
1,3,0,6,yes,3,2,3,0,26344
1,1,0,5,yes,3,4,1,0,26345
5,3,0,8,yes,5,4,4,0,26346
1,1,0,1,no,1,2,2,0,26347
2,2,0,5,no,5,3,2,0,26348
1,1,0,2,no,2,1,2,0,26349
2,1,0,2,no,1,3,2,0,26350
3,3,0,5,yes,4,2,4,0,26351
1,2,0,1,no,1,2,1,0,26352
1,1,0,1,no,1,1,1,0,26353
1,1,0,3,no,1,1,2,0,26354
1,2,0,1,no,2,2,1,0,26355
4,4,0,8,yes,3,5,5,0,26356
2,1,0,1,no,1,3,1,0,26357
1,1,0,3,no,1,2,2,0,26358
3,2,0,9,yes,4,5,4,0,26359
1,1,0,1,no,1,1,1,0,26360
1,3,0,1,no,2,1,1,0,26361
5,4,0,10,yes,4,5,4,0,26362
1,1,0,1,no,1,1,1,0,26363
2,4,0,5,no,4,3,3,0,26364
1,1,0,1,no,1,1,1,0,26365
2,1,0,2,no,4,1,2,0,26366
1,1,0,2,no,1,4,1,0,26367
3,3,0,10,yes,4,5,4,0,26368
2,1,0,6,no,5,4,4,0,26369
1,1,0,1,no,1,1,1,0,26370
1,1,0,1,no,2,1,3,0,26371
1,2,0,1,no,2,1,1,0,26372
1,1,0,1,no,1,1,2,0,26373
5,4,0,10,yes,5,5,5,0,26374
3,3,0,8,yes,4,4,5,0,26375
1,3,0,5,yes,4,3,5,0,26376
1,2,0,2,no,1,1,1,0,26377
4,4,0,10,yes,5,4,4,0,26378
1,1,0,1,no,1,1,1,0,26379
1,1,0,1,no,1,1,1,0,26380
1,1,0,2,no,1,2,1,0,26381
2,3,0,8,yes,4,3,4,0,26382
5,5,0,9,yes,5,5,5,0,26383
5,3,0,8,yes,3,4,4,0,26384
1,2,0,7,no,2,3,3,0,26385
3,5,0,10,yes,3,5,5,0,26386
1,1,0,1,no,1,2,1,0,26387
3,1,0,6,yes,5,3,3,0,26388
1,1,0,6,yes,4,2,5,0,26389
2,1,0,1,no,2,1,1,0,26390
1,1,0,2,no,3,3,2,0,26391
4,1,0,3,no,4,1,2,0,26392
1,1,0,9,yes,5,5,5,0,26393
3,3,0,7,yes,4,4,4,0,26394
5,3,0,9,yes,5,4,4,0,26395
1,3,0,1,no,1,4,1,0,26396
2,3,0,7,yes,3,4,4,0,26397
1,2,0,3,no,1,1,2,0,26398
3,3,0,1,no,3,3,1,0,26399
1,1,0,2,no,1,2,2,0,26400
3,2,0,7,yes,4,4,3,0,26401
1,1,0,1,no,1,1,1,0,26402
3,1,0,8,yes,5,5,5,0,26403
4,4,0,8,yes,4,4,4,0,26404
1,1,0,2,no,1,3,2,0,26405
1,1,0,1,no,1,2,2,0,26406
4,3,0,2,no,3,1,2,0,26407
3,5,0,10,yes,4,5,4,0,26408
3,2,0,3,no,2,2,2,0,26409
3,1,0,2,no,2,1,2,0,26410
1,2,0,3,no,3,3,3,0,26411
1,1,0,1,no,1,1,1,0,26412
1,2,0,2,no,3,3,4,0,26413
1,1,0,1,no,4,1,1,0,26414
1,2,0,4,no,4,1,1,0,26415
4,2,0,7,yes,3,3,4,0,26416
1,1,0,1,no,1,1,1,0,26417
1,1,0,1,no,1,2,1,0,26418
1,1,0,1,no,2,1,1,0,26419
2,1,0,1,no,2,2,1,0,26420
1,1,0,1,no,4,1,1,0,26421
1,1,0,1,no,1,1,1,0,26422
1,1,0,1,no,1,1,1,0,26423
4,3,0,8,yes,3,4,3,0,26424
1,1,0,1,no,1,1,1,0,26425
1,2,0,1,no,1,3,1,0,26426
1,1,0,5,no,3,2,1,0,26427
1,1,0,1,no,3,1,3,0,26428
4,4,0,7,no,3,5,4,0,26429
1,3,0,8,yes,3,4,1,0,26430
1,1,0,1,no,1,1,1,0,26431
5,3,0,7,yes,4,4,5,0,26432
1,1,0,1,no,1,1,2,0,26433
5,4,0,8,yes,3,5,5,0,26434
1,1,0,2,no,1,2,1,0,26435
5,3,0,8,yes,4,4,5,0,26436
1,1,0,1,no,1,1,1,0,26437
5,5,0,10,yes,5,5,4,0,26438
3,2,0,1,no,1,2,1,0,26439
1,1,0,1,no,1,1,1,0,26440
2,1,0,1,no,3,1,2,0,26441
3,4,0,1,no,3,1,3,0,26442
4,4,0,10,yes,4,4,5,0,26443
1,1,0,1,no,1,1,1,0,26444
3,4,0,10,yes,4,5,5,0,26445
2,4,0,10,yes,4,5,5,0,26446
1,1,0,1,no,1,3,1,0,26447
3,4,0,10,yes,5,5,5,0,26448
2,1,0,1,no,1,1,1,0,26449
1,1,0,1,no,1,2,1,0,26450
1,3,0,5,no,3,3,3,0,26451
3,3,0,1,no,2,1,1,0,26452
3,3,0,9,yes,5,5,5,0,26453
5,3,0,7,yes,3,2,4,0,26454
2,1,0,1,no,1,1,1,0,26455
3,5,0,6,yes,3,4,4,0,26456
2,2,0,1,no,1,1,1,0,26457
5,4,0,9,yes,5,5,5,0,26458
2,2,0,2,no,1,4,4,0,26459
1,3,0,3,no,4,2,3,0,26460
3,3,0,5,no,3,4,3,0,26461
3,2,0,7,yes,3,3,3,0,26462
5,3,0,2,no,1,2,3,0,26463
2,3,0,1,no,3,2,2,0,26464
1,4,0,3,no,2,5,1,0,26465
1,1,0,1,no,1,1,1,0,26466
1,1,0,1,no,1,1,1,0,26467
1,3,0,4,no,2,1,3,0,26468
1,1,0,6,yes,5,4,3,0,26469
1,2,0,1,no,1,1,1,0,26470
1,2,0,1,no,1,1,1,0,26471
1,1,0,1,no,1,1,1,0,26472
1,1,0,3,no,2,2,1,0,26473
4,3,0,10,yes,4,4,5,0,26474
1,1,0,1,no,2,1,1,0,26475
1,4,0,9,yes,4,4,4,0,26476
1,1,0,1,no,2,1,1,0,26477
1,3,0,1,no,1,1,1,0,26478
5,2,0,2,no,5,2,2,0,26479
1,3,0,6,yes,4,4,4,0,26480
3,3,0,7,yes,2,4,4,0,26481
4,4,0,8,yes,5,4,4,0,26482
4,2,0,3,no,4,1,1,0,26483
1,2,0,1,no,1,3,2,0,26484
4,5,0,9,yes,4,5,5,0,26485
3,3,0,6,yes,4,4,4,0,26486
1,1,0,1,no,1,1,1,0,26487
2,2,0,5,yes,2,5,4,0,26488
3,3,0,9,yes,4,4,4,0,26489
4,2,0,1,no,2,1,1,0,26490
3,3,0,10,yes,4,4,5,0,26491
1,1,0,1,no,2,1,1,0,26492
1,2,0,1,no,2,1,1,0,26493
1,1,0,2,no,1,2,2,0,26494
5,5,0,9,yes,5,5,5,0,26495
3,2,0,3,no,3,1,2,0,26496
5,4,0,8,yes,4,5,4,0,26497
1,3,0,2,no,3,1,3,0,26498
2,2,0,2,no,4,1,1,0,26499
2,3,0,6,yes,3,3,3,0,26500
3,3,0,7,yes,3,3,3,0,26501
1,2,0,1,no,2,1,2,0,26502
3,3,0,7,yes,4,3,4,0,26503
1,1,0,1,no,2,1,1,0,26504
1,2,0,4,no,1,2,2,0,26505
1,1,0,1,no,1,1,1,0,26506
1,2,0,1,no,1,2,2,0,26507
1,3,0,1,no,2,1,1,0,26508
1,4,0,1,no,1,3,1,0,26509
5,5,0,10,yes,5,5,5,0,26510
4,4,0,7,yes,4,4,3,0,26511
3,4,0,7,yes,5,3,5,0,26512
5,5,0,8,yes,4,5,3,0,26513
1,1,0,1,no,1,3,1,0,26514
1,3,0,7,yes,5,5,5,0,26515
1,1,0,1,no,4,2,1,0,26516
1,1,0,2,no,1,2,2,0,26517
2,4,0,8,yes,4,5,4,0,26518
1,1,0,1,no,2,1,1,0,26519
1,2,0,1,no,1,2,2,0,26520
2,2,0,2,no,2,3,2,0,26521
1,1,0,1,no,1,1,1,0,26522
1,1,0,1,no,1,5,2,0,26523
1,1,0,1,no,3,2,1,0,26524
1,1,0,1,no,1,4,1,0,26525
1,1,0,1,no,1,1,1,0,26526
1,2,0,3,no,1,2,2,0,26527
1,1,0,1,no,1,1,1,0,26528
1,3,0,1,no,1,2,1,0,26529
2,5,0,9,yes,4,5,5,0,26530
5,4,0,7,no,5,5,5,0,26531
1,1,0,1,no,1,1,1,0,26532
1,2,0,1,no,1,3,1,0,26533
5,3,0,8,yes,4,4,4,0,26534
2,1,0,1,no,1,1,1,0,26535
2,3,0,8,yes,4,4,5,0,26536
5,4,0,9,yes,5,4,5,0,26537
1,1,0,1,no,1,1,2,0,26538
4,4,0,4,no,5,3,2,0,26539
1,1,0,1,no,1,1,1,0,26540
1,3,0,1,no,1,4,2,0,26541
1,1,0,1,no,1,1,2,0,26542
